protocol,model,seed,stratum,group,case_count,geometry_count,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
lcro_9_15,fire_only,42,fire_family,astm_e119,24,24,0.018337676036960442,0.02349617022040483,0.02189770870333278,0.9919793999790866,0.07988917827606201,0.10844957828521729,0.04215595424175262,0.05465535879135123,0.01741226319773275,0.029245937041571878,0.03439663024466545,0.03677172001878746,0.04240503907203674,0.062073707580566406,0.06657911539077757,0.07699029982089996
lcro_9_15,fire_only,42,fire_family,bilinear,34,34,0.03569084277651349,0.0685840396434556,0.04573740685104388,0.9281700809812221,0.45145392417907715,0.45145392417907715,0.10009854733943938,0.41765950560569765,0.02321633757626424,0.060542989754285965,0.11190528151441785,0.16193972433199655,0.05866032838821411,0.13143321275711056,0.2677172183990474,0.4410136508941651
lcro_9_15,fire_only,42,fire_family,decay,37,37,0.022904267878753184,0.02926834790331564,0.027196305807325478,0.9832411687243615,0.08799827098846436,0.11338287591934204,0.05313984751701354,0.06716595053672793,0.019596899142030808,0.037052703441166485,0.04832254745921149,0.05212921552970762,0.043459951877593994,0.07340588569641113,0.0792573809623718,0.086791512966156
lcro_9_15,fire_only,42,fire_family,external_fire,24,24,0.022423256524517887,0.028282821829252947,0.026911441769324796,0.9814457043906694,0.07758337259292603,0.11292517185211182,0.04634164571762084,0.061643265485763495,0.020326379991945673,0.03520123694763809,0.03743716721407703,0.043046615084663765,0.04011610150337219,0.06250890493392944,0.06969046294689177,0.07605117857456208
lcro_9_15,fire_only,42,fire_family,iso834,18,18,0.022751248412797794,0.027168472999265465,0.026386802153482655,0.9892628352152651,0.07307952642440796,0.10366606712341309,0.046823254972696265,0.057049779891967765,0.0207135266334307,0.03351593975771646,0.03416329547457519,0.035577198566838365,0.0487038791179657,0.06373870372772217,0.06791246235370635,0.07204611361026762
lcro_9_15,fire_only,42,fire_family,linear,34,34,0.013081359275569108,0.020600057774246033,0.018750490229334175,0.9930003445788856,0.09258866310119629,0.09258866310119629,0.04323975443840025,0.07600986480712886,0.011321619397304097,0.020523190327355115,0.024983993050504902,0.032380619183427016,0.045637816190719604,0.07950486540794371,0.08807121366262435,0.09196738123893738
lcro_9_15,fire_only,42,fire_family,log_variant,24,24,0.02307333716385695,0.029307952394820074,0.026857775253602046,0.9870324070813705,0.09970104694366455,0.09970104694366455,0.056851687282323836,0.07311221003532409,0.019532943551894277,0.041274560523814834,0.046683259967897746,0.04933179240368429,0.05137041211128235,0.0854600578546524,0.09550218284130095,0.09903449833393096
lcro_9_15,fire_only,42,fire_family,perturbed_iso,14,14,0.01943404633612906,0.025362262432056006,0.023847370740236913,0.9903694404863352,0.08760601282119751,0.08760601282119751,0.04881390035152432,0.06954016566276557,0.016245623928357343,0.034907259785982435,0.03691546733139968,0.038108749207658846,0.06213563680648804,0.0764638125896454,0.0810300052165985,0.0862908113002777
lcro_9_15,fire_only,42,fire_family,plateau,18,18,0.02073361700186964,0.02607236057453114,0.02496534864039244,0.9883582816066844,0.0784541517496109,0.10764539241790771,0.04320314973592757,0.055822518765926324,0.022602215042856873,0.028216209128254753,0.033511754122303145,0.03940920017476452,0.0421740859746933,0.05506729781627656,0.06519310399889944,0.07580194219946859
lcro_9_15,fire_only,42,fire_family,smoldering,37,37,0.0023789905213020945,0.002466125943127963,0.0024478729648591837,-1.312961831667808,0.009829938411712646,0.012907147407531738,0.0,0.0,0.0022850056163600235,0.0027137066497177373,0.0027590685203427168,0.0028094498837580445,0.0,0.0,0.001445293426513641,0.008892688751220705
lcro_9_15,fire_only,42,crack_count,10,45,45,0.016021409122873854,0.023410624992718423,0.02001340376277218,0.9944807229489036,0.14089876413345337,0.14089876413345337,0.04200410842895504,0.06251757979393001,0.015524317739439792,0.023204783533440264,0.03189249761769029,0.04983981324023892,0.03898519277572632,0.062490761280059814,0.0646586298942566,0.11149477958679214
