epoch,train_mse,validation_mse,learning_rate,elapsed_s
1,0.02169993507822144,0.004929267335683107,0.001,0.28715869993902743
2,0.003791119696042893,0.0038060303777456284,0.000999972584682756,0.4306341999908909
3,0.0028499152898635166,0.0016058845212683082,0.0009998903417374227,0.5497030999977142
4,0.0017738873162248783,0.001365261385217309,0.0009997532801828658,0.7028523000190035
5,0.0014582898360653838,0.0014214713592082262,0.0009995614150494292,0.9222016999265179
6,0.0012533926835255767,0.0010675524827092886,0.000999314767377287,1.06104239996057
7,0.0010217647068202496,0.0009486261405982077,0.0009990133642141358,1.2009610999375582
8,0.0010251488418729414,0.00078657764242962,0.000998657238612229,1.3297026000218466
9,0.0010337156620738271,0.0008524591103196144,0.0009982464296247522,1.4652958000078797
10,0.0007534428676584517,0.0005215902347117662,0.00099778098230154,1.6172236999263987
11,0.0006854261220560555,0.0005459560779854655,0.0009972609476841367,1.7907513999380171
12,0.0007349807128050084,0.0011746481759473681,0.0009966863828001983,1.9151526999194175
13,0.0010300823668786731,0.0006174630834721029,0.0009960573506572392,2.0476046999683604
14,0.0006902785301138822,0.0004601819673553109,0.000995373920235722,2.186423399951309
15,0.0005911700141574361,0.0003882885503116995,0.0009946361664814943,2.3215721999295056
16,0.00045822503435961957,0.0008830497972667217,0.000993844170297569,2.4750954000046477
17,0.0007221403361461881,0.0006849002675153315,0.0009929980185352527,2.6158026999328285
18,0.0004981643970425187,0.00032217317493632436,0.000992097803984621,2.7646919999970123
19,0.00045429147538111225,0.0005183877656236291,0.0009911436253643446,2.9131778000155464
20,0.0005142587988098568,0.000930227164644748,0.0009901355873108612,3.030294999945909
21,0.00046166248545236423,0.00034609826980158687,0.000989073800366903,3.172632099944167
22,0.0004974316303070143,0.0003225519321858883,0.0009879583809693738,3.3181521999649704
23,0.0005071977132517947,0.0002938699326477945,0.0009867894514365802,3.4352380000054836
24,0.00036611010833176554,0.0007148489239625633,0.0009855671399548183,3.5607155999168754
25,0.000465171391384193,0.0004618095699697733,0.0009842915805643158,3.68703429994639
26,0.0005495774175302866,0.0003750310279428959,0.0009829629131445344,3.801059899968095
27,0.000485512067816694,0.0005499851540662348,0.0009815812833988294,3.9361098000081256
28,0.0003846566752528312,0.0003041299059987068,0.0009801468428384719,4.099339599953964
29,0.0003620634074502873,0.0005254492280073464,0.000978659748766034,4.279486899962649
30,0.00035479533407103243,0.0023675148840993643,0.0009771201642581387,4.464404399972409
31,0.0010994018763570844,0.0012397811515256763,0.0009755282581475771,4.591452099964954
32,0.0006453020901981267,0.0003385966701898724,0.0009738842050047931,4.722250899998471
33,0.000419128206557074,0.00030144682386890054,0.0009721881851187409,4.870953399920836
34,0.0003417912736230825,0.0002795025357045233,0.0009704403844771131,5.0193001999286935
35,0.0003549882464887147,0.0004311392258387059,0.0009686409947459461,5.16834759991616
36,0.00038488751631218505,0.0002430364693282172,0.0009667902132486011,5.2953568999655545
37,0.000297792529135111,0.00028643367113545537,0.000964888242944126,5.442869999911636
38,0.0003146603380526158,0.00037336035165935755,0.0009629352924049977,5.5653375999536365
39,0.0003360785563369549,0.0003458961145952344,0.0009609315757942507,5.6911961999721825
40,0.0003079698612522148,0.00033186611835844815,0.0009588773128419909,5.80962349998299
41,0.0003548578659369798,0.00034485579817555845,0.0009567727288213008,5.934053699951619
42,0.0005068662734597717,0.000501366623211652,0.0009546180545235346,6.0475993999280035
43,0.0003595983111961487,0.0006281340611167252,0.0009524135262330101,6.17168359993957
44,0.00035208375666025176,0.0002907061716541648,0.0009501593857010972,6.290326899965294
45,0.0002883304293125756,0.0006593299913220108,0.0009478558801197068,6.412909699953161
46,0.00038685083712690376,0.00022866188373882324,0.0009455032620941841,6.5231728999642655
47,0.00039273825461890295,0.0003064020711462945,0.0009431017896156075,6.656165899941698
48,0.0007835800346960209,0.0007114762556739151,0.0009406517260324962,6.770173399941996
49,0.0005254676988876153,0.0005430509918369353,0.000938153340021932,6.893969599972479
50,0.00032270531198520797,0.00042753832531161606,0.0009356069055600951,7.008149600005709
51,0.0003148724083751533,0.00026105449069291353,0.0009330127018922197,7.1279310999671
52,0.00026150674494871746,0.0002668912638910115,0.0009303710135019722,7.251229799934663
53,0.000261972351185513,0.00020572637731675059,0.0009276821300802536,7.371244099922478
54,0.00031926779368511424,0.000220146743231453,0.0009249463464934323,7.502010599942878
55,0.0003381364721487836,0.0004133289330638945,0.0009221639627510079,7.651467899908312
56,0.0004447646667841738,0.000319762242725119,0.0009193352839727124,7.807801099959761
57,0.0005953950514817178,0.0005092963110655546,0.0009164606203550501,7.987965899985284
58,0.00041661046248973296,0.00032855934114195406,0.0009135402871372812,8.10930249991361
59,0.0002613435663759564,0.00024110071535687894,0.0009105746045668523,8.246352099929936
60,0.00027311316129148815,0.0002770958235487342,0.0009075638978642773,8.382015199982561
61,0.00025794704307098305,0.00027694180607795715,0.000904508497187474,8.507786399917677
62,0.00025227658135324084,0.00036613212432712317,0.0009014087375955575,8.631083899992518
63,0.00027732042710063763,0.00021003413712605834,0.0008982649590120983,8.746604399988428
64,0.0002357271964649584,0.0002616373240016401,0.0008950775061878453,8.871927200001664
65,0.000246672271626033,0.00033089425414800644,0.00089184672866292,8.987913899938576
66,0.0002637790525308868,0.0003619961207732558,0.0008885729807284855,9.10436200001277
67,0.00034280687276195003,0.0003195574099663645,0.0008852566213878947,9.23735479998868
68,0.0002875089885764511,0.0007015377632342279,0.0008818980143173212,9.360205999924801
69,0.0003048615777479517,0.0002241449401481077,0.0008784975278258782,9.47914219996892
70,0.0002401935602111528,0.0003100603062193841,0.0008750555348152298,9.597357999999076
71,0.0002778295410940414,0.00024976723943836987,0.0008715724127386972,9.717208300018683
72,0.0002579679305489846,0.0003085824428126216,0.0008680485435598672,9.848030199995264
73,0.000249826547129723,0.000388043699786067,0.0008644843137107058,9.976742999977432
74,0.00035396774774539214,0.0003774247888941318,0.0008608801140491812,10.09339729999192
75,0.0003001493024564304,0.00031563197262585163,0.0008572363398164018,10.221856200019829
76,0.00022500599816498436,0.00028749092598445714,0.0008535533905932739,10.339758199988864
