protocol,model,seed,endpoint,budget,N,k,actual_budget_fraction,U,regret_raw,regret_display,improvement_over_random,oracle_improvement_fraction,cutoff_score,strictly_selected_count,cutoff_tied_count,selected_from_cutoff_tie
iid997,fire_only,45,terminal,50%,160,80,0.5,0.05842410671757534,0.0006735358387231841,0.0006735358387231841,0.19205562979332172,0.9965052728967391,0.1160832941532135,76,4,4
iid997,fire_only,45,J,10%,160,16,0.1,0.3370445355842093,0.006474392376063953,0.006474392376063953,0.17335054344865064,0.96399613687406,0.35909932578603426,15,1,1
iid997,fire_only,45,J,25%,160,40,0.25,0.3509942218217397,0.005302585097371304,0.005302585097371304,0.15940085721112024,0.9678052563865697,0.3619031962007284,32,25,8
iid997,fire_only,45,J,50%,160,80,0.5,0.35868192329947,0.0005093303835019269,0.0005093303835019269,0.15171315573338995,0.9966540397776001,0.37212320156395434,79,1,1
iid997,fire_only,46,terminal,10%,160,16,0.1,0.04266633071238175,0.006394798588007691,0.006394798588007691,0.20781340579851532,0.9701468083058633,0.05358874425292015,13,25,3
iid997,fire_only,46,terminal,25%,160,40,0.25,0.05005237401928753,0.004069851757958529,0.004069851757958529,0.20042736249160953,0.9800982533043618,0.053783513605594635,39,2,1
iid997,fire_only,46,terminal,50%,160,80,0.5,0.05806503788335249,0.0003144670045003295,0.0003144670045003295,0.19241469862754457,0.9983683476059835,0.1167711690068245,77,4,3
iid997,fire_only,46,J,10%,160,16,0.1,0.3370445355842093,0.006474392376063953,0.006474392376063953,0.17335054344865064,0.96399613687406,0.35920796769981583,15,1,1
iid997,fire_only,46,J,25%,160,40,0.25,0.3509942218217397,0.005302585097371304,0.005302585097371304,0.15940085721112024,0.9678052563865697,0.3620701033311585,32,25,8
iid997,fire_only,46,J,50%,160,80,0.5,0.35868192329947,0.0005093303835019269,0.0005093303835019269,0.15171315573338995,0.9966540397776001,0.373489987043043,79,1,1
iid997,global_stats,42,terminal,10%,160,16,0.1,0.037999034218955785,0.0017275020945817232,0.0017275020945817232,0.21248070229194127,0.9919354064914125,0.049618203192949295,15,1,1
iid997,global_stats,42,terminal,25%,160,40,0.25,0.047231930890120566,0.0012494086287915679,0.0012494086287915679,0.2032478056207765,0.9938903391257604,0.054632119834423065,39,1,1
iid997,global_stats,42,terminal,50%,160,80,0.5,0.05800770261557773,0.00025713173672557016,0.00025713173672557016,0.19247203389531933,0.9986658389980452,0.12522467970848083,79,1,1
iid997,global_stats,42,J,10%,160,16,0.1,0.3322329017480418,0.0016627585398964473,0.0016627585398964473,0.17816217728481815,0.9907534595673804,0.3526976491324604,15,1,1
iid997,global_stats,42,J,25%,160,40,0.25,0.3485856493799656,0.002894012655597189,0.002894012655597189,0.16180942965289435,0.9824289485694132,0.35950202252715824,39,1,1
iid997,global_stats,42,J,50%,160,80,0.5,0.35869913446661184,0.0005265415506437443,0.0005265415506437443,0.15169594456624813,0.9965409739120973,0.37507710432012875,79,1,1
iid997,global_stats,43,terminal,10%,160,16,0.1,0.037995707301888615,0.001724175177514553,0.001724175177514553,0.21248402920900844,0.9919509377222386,0.05143645778298378,15,1,1
iid997,global_stats,43,terminal,25%,160,40,0.25,0.04748007843736559,0.0014975561760365921,0.0014975561760365921,0.20299965807353146,0.9926768871569615,0.05520021915435791,39,1,1
iid997,global_stats,43,terminal,50%,160,80,0.5,0.05800770261557773,0.00025713173672557016,0.00025713173672557016,0.19247203389531933,0.9986658389980452,0.12892331182956696,79,1,1
iid997,global_stats,43,J,10%,160,16,0.1,0.3322329017480418,0.0016627585398964473,0.0016627585398964473,0.17816217728481815,0.9907534595673804,0.3525451086151103,15,1,1
iid997,global_stats,43,J,25%,160,40,0.25,0.3485856493799656,0.002894012655597189,0.002894012655597189,0.16180942965289435,0.9824289485694132,0.35891290192181863,39,1,1
iid997,global_stats,43,J,50%,160,80,0.5,0.35869913446661184,0.0005265415506437443,0.0005265415506437443,0.15169594456624813,0.9965409739120973,0.3750717560450236,79,1,1
iid997,global_stats,44,terminal,10%,160,16,0.1,0.03878768492722884,0.0025161528028547764,0.0025161528028547764,0.21169205158366822,0.9882537048006128,0.050770655274391174,15,1,1
iid997,global_stats,44,terminal,25%,160,40,0.25,0.047759812162257734,0.0017772899009287357,0.0017772899009287357,0.20271992434863934,0.9913089774476843,0.05541355535387993,39,1,1
iid997,global_stats,44,terminal,50%,160,80,0.5,0.05789034870686009,0.0001397778280079337,0.0001397778280079337,0.19258938780403695,0.9992747448080858,0.12482690811157227,79,1,1
iid997,global_stats,44,J,10%,160,16,0.1,0.3322329017480418,0.0016627585398964473,0.0016627585398964473,0.17816217728481815,0.9907534595673804,0.3536094680738946,15,1,1
iid997,global_stats,44,J,25%,160,40,0.25,0.34854870431168816,0.0028570675873197393,0.0028570675873197393,0.1618463747211718,0.9826532612356188,0.36050044077758986,39,1,1
iid997,global_stats,44,J,50%,160,80,0.5,0.35869913446661184,0.0005265415506437443,0.0005265415506437443,0.15169594456624813,0.9965409739120973,0.3759112174933155,79,1,1
iid997,global_stats,45,terminal,10%,160,16,0.1,0.037995707301888615,0.001724175177514553,0.001724175177514553,0.21248402920900844,0.9919509377222386,0.05093647167086601,15,1,1
iid997,global_stats,45,terminal,25%,160,40,0.25,0.04788473185617477,0.0019022095948457718,0.0019022095948457718,0.2025950046547223,0.9906981148773777,0.0556316003203392,39,1,1
iid997,global_stats,45,terminal,50%,160,80,0.5,0.05789034870686009,0.0001397778280079337,0.0001397778280079337,0.19258938780403695,0.9992747448080858,0.12585987150669098,79,1,1
iid997,global_stats,45,J,10%,160,16,0.1,0.3322329017480418,0.0016627585398964473,0.0016627585398964473,0.17816217728481815,0.9907534595673804,0.35323410363247,15,1,1
iid997,global_stats,45,J,25%,160,40,0.25,0.3485856493799656,0.002894012655597189,0.002894012655597189,0.16180942965289435,0.9824289485694132,0.35963464975357057,39,1,1
iid997,global_stats,45,J,50%,160,80,0.5,0.35869913446661184,0.0005265415506437443,0.0005265415506437443,0.15169594456624813,0.9965409739120973,0.3753681227564812,79,1,1
iid997,global_stats,46,terminal,10%,160,16,0.1,0.03799074963899329,0.0017192175146192312,0.0017192175146192312,0.21248898687190376,0.991974081853947,0.05094694346189499,15,1,1
iid997,global_stats,46,terminal,25%,160,40,0.25,0.04736086700577289,0.001378344744443892,0.001378344744443892,0.20311886950512417,0.9932598360838218,0.055560048669576645,39,1,1
iid997,global_stats,46,terminal,50%,160,80,0.5,0.05789034870686009,0.0001397778280079337,0.0001397778280079337,0.19258938780403695,0.9992747448080858,0.1229279488325119,79,1,1
iid997,global_stats,46,J,10%,160,16,0.1,0.33226178236182025,0.0016916391536748732,0.0016916391536748732,0.17813329667103972,0.990592855512965,0.35328814511497814,15,1,1
iid997,global_stats,46,J,25%,160,40,0.25,0.3485856493799656,0.002894012655597189,0.002894012655597189,0.16180942965289435,0.9824289485694132,0.3599312165441612,39,1,1
iid997,global_stats,46,J,50%,160,80,0.5,0.35876018753141886,0.0005875946154507705,0.0005875946154507705,0.1516348915014411,0.9961398960794823,0.3753850090006987,79,1,1
iid997,deepsets,42,terminal,10%,160,16,0.1,0.040315238351468,0.004043706227093935,0.004043706227093935,0.21016449815942906,0.9811225427211118,0.05086889490485191,15,1,1
iid997,deepsets,42,terminal,25%,160,40,0.25,0.04656358782667667,0.0005810655653476701,0.0005810655653476701,0.2039161486842204,0.9971585648856881,0.05569322034716606,39,1,1
iid997,deepsets,42,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.1366201639175415,79,1,1
iid997,deepsets,42,J,10%,160,16,0.1,0.33540427883575225,0.0048341356276068725,0.0048341356276068725,0.17499080019710772,0.9731175456538521,0.3501957609007756,15,1,1
iid997,deepsets,42,J,25%,160,40,0.25,0.34659922404336,0.0009075873189915984,0.0009075873189915984,0.16379585498949994,0.994489566785789,0.35846256505077084,39,1,1
iid997,deepsets,42,J,50%,160,80,0.5,0.3586154023816198,0.00044280946565172785,0.00044280946565172785,0.15177967665124015,0.9970910377504169,0.37749721532066666,79,1,1
iid997,deepsets,43,terminal,10%,160,16,0.1,0.04020308592589572,0.003931553801521659,0.003931553801521659,0.21027665058500133,0.981646110088167,0.05027425289154053,15,1,1
iid997,deepsets,43,terminal,25%,160,40,0.25,0.0471237231278792,0.0011412008665502016,0.0011412008665502016,0.20335601338301784,0.9944194796455392,0.05601712688803673,39,1,1
iid997,deepsets,43,terminal,50%,160,80,0.5,0.05789034870686009,0.0001397778280079337,0.0001397778280079337,0.19258938780403695,0.9992747448080858,0.13057194650173187,79,1,1
iid997,deepsets,43,J,10%,160,16,0.1,0.33384968284820693,0.0032795396400615573,0.0032795396400615573,0.17654539618465304,0.9817625980233448,0.35039410429696244,15,1,1
iid997,deepsets,43,J,25%,160,40,0.25,0.34748462748757447,0.0017929907632060482,0.0017929907632060482,0.1629104515452855,0.9891138233780946,0.3602227668277919,39,1,1
iid997,deepsets,43,J,50%,160,80,0.5,0.35866583356733217,0.0004932406513640797,0.0004932406513640797,0.1517292454655278,0.9967597385646079,0.3801756180201968,79,1,1
iid997,deepsets,44,terminal,10%,160,16,0.1,0.03801823063986376,0.0017466985154896975,0.0017466985154896975,0.2124615058710333,0.9918457907786861,0.04754137247800827,15,1,1
iid997,deepsets,44,terminal,25%,160,40,0.25,0.04651451746467501,0.000531995203346014,0.000531995203346014,0.20396521904622206,0.9973985210248548,0.052324648946523666,39,1,1
iid997,deepsets,44,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.13290917873382568,79,1,1
iid997,deepsets,44,J,10%,160,16,0.1,0.33488090642410195,0.004310763215956581,0.004310763215956581,0.175514172608758,0.9760280008098625,0.3482765439897776,15,1,1
iid997,deepsets,44,J,25%,160,40,0.25,0.34650069749026446,0.0008090607658960414,0.0008090607658960414,0.1638943815425955,0.9950877725774507,0.35861015077680347,39,1,1
iid997,deepsets,44,J,50%,160,80,0.5,0.3585682362033064,0.0003956432873383209,0.0003956432873383209,0.15182684282955355,0.9974008880196944,0.3792314473539591,79,1,1
iid997,deepsets,45,terminal,10%,160,16,0.1,0.039473592361900955,0.0032020602375268936,0.0032020602375268936,0.2110061441489961,0.9850516452126689,0.050955917686223984,15,1,1
iid997,deepsets,45,terminal,25%,160,40,0.25,0.04674867878202349,0.0007661565206944915,0.0007661565206944915,0.20373105772887357,0.9962534623099585,0.055247191339731216,39,1,1
iid997,deepsets,45,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.13050992786884308,79,1,1
iid997,deepsets,45,J,10%,160,16,0.1,0.33464801164918756,0.004077868441042187,0.004077868441042187,0.1757470673836724,0.9773231202761717,0.35187433393051226,15,1,1
iid997,deepsets,45,J,25%,160,40,0.25,0.34688855445987427,0.0011969177355058425,0.0011969177355058425,0.1635065245729857,0.9927328918040219,0.3610922829248011,39,1,1
iid997,deepsets,45,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.38160111096998056,79,1,1
iid997,deepsets,46,terminal,10%,160,16,0.1,0.03900430566864088,0.00273277354426682,0.00273277354426682,0.21147543084225617,0.9872424422206736,0.04589678347110748,15,1,1
iid997,deepsets,46,terminal,25%,160,40,0.25,0.0464937410550192,0.0005112187936902046,0.0005112187936902046,0.20398599545587787,0.9975001185440779,0.05155843123793602,39,1,1
iid997,deepsets,46,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.13375835120677948,79,1,1
iid997,deepsets,46,J,10%,160,16,0.1,0.33370655551467887,0.003136412306533498,0.003136412306533498,0.1766885235181811,0.9825585239769487,0.35147957677642505,15,1,1
iid997,deepsets,46,J,25%,160,40,0.25,0.3468179711370128,0.0011263344126443697,0.0011263344126443697,0.16357710789584717,0.9931614397558569,0.35867055589333174,39,1,1
iid997,deepsets,46,J,50%,160,80,0.5,0.35866583356733217,0.0004932406513640797,0.0004932406513640797,0.1517292454655278,0.9967597385646079,0.3795241126169761,79,1,1
iid997,capacity_matched_deepsets,42,terminal,10%,160,16,0.1,0.039271608751732856,0.003000076627358794,0.003000076627358794,0.2112081277591642,0.9859945764638156,0.04932929202914238,15,1,1
iid997,capacity_matched_deepsets,42,terminal,25%,160,40,0.25,0.046746628289110956,0.0007641060277819578,0.0007641060277819578,0.20373310822178609,0.9962634893067567,0.055268775671720505,39,1,1
iid997,capacity_matched_deepsets,42,terminal,50%,160,80,0.5,0.05801035297336057,0.0002597820945084081,0.0002597820945084081,0.19246938353753648,0.9986520872766896,0.12337812781333923,79,1,1
iid997,capacity_matched_deepsets,42,J,10%,160,16,0.1,0.33383364116416486,0.00326349795601949,0.00326349795601949,0.1765614378686951,0.9818518052512994,0.3499163668602705,15,1,1
iid997,capacity_matched_deepsets,42,J,25%,160,40,0.25,0.3467278396404678,0.0010362029160994046,0.0010362029160994046,0.16366723939239214,0.9937086748062097,0.3600978000710408,39,1,1
iid997,capacity_matched_deepsets,42,J,50%,160,80,0.5,0.35854887530695123,0.0003762823909831403,0.0003762823909831403,0.15184620372590873,0.9975280761694156,0.37909672961880764,79,1,1
iid997,capacity_matched_deepsets,43,terminal,10%,160,16,0.1,0.039175622223410755,0.0029040900990366936,0.0029040900990366936,0.2113041142874863,0.9864426756792355,0.051590632647275925,15,1,1
iid997,capacity_matched_deepsets,43,terminal,25%,160,40,0.25,0.0468077644938603,0.0008252422325313036,0.0008252422325313036,0.20367197201703674,0.9959645306878155,0.057000234723091125,39,1,1
iid997,capacity_matched_deepsets,43,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.12816046178340912,79,1,1
iid997,capacity_matched_deepsets,43,J,10%,160,16,0.1,0.33442333969784765,0.003853196489702282,0.003853196489702282,0.1759717393350123,0.9785725129163498,0.3513039387141665,15,1,1
iid997,capacity_matched_deepsets,43,J,25%,160,40,0.25,0.3465513228932105,0.0008596861688420776,0.0008596861688420776,0.16384375613964947,0.9947803995059685,0.3611908185295761,39,1,1
iid997,capacity_matched_deepsets,43,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.3800278779119253,79,1,1
iid997,capacity_matched_deepsets,44,terminal,10%,160,16,0.1,0.038192324864212424,0.0019207927398383617,0.0019207927398383617,0.21228741164668463,0.9910330570888292,0.04968370124697685,15,1,1
iid997,capacity_matched_deepsets,44,terminal,25%,160,40,0.25,0.046655328408814964,0.0006728061474859659,0.0006728061474859659,0.20382440810208208,0.9967099495709272,0.056197673082351685,39,1,1
iid997,capacity_matched_deepsets,44,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.12876683473587036,79,1,1
iid997,capacity_matched_deepsets,44,J,10%,160,16,0.1,0.3349259947612154,0.00435585155307,0.00435585155307,0.1754690842716446,0.9757772661889568,0.3502368599176407,15,1,1
iid997,capacity_matched_deepsets,44,J,25%,160,40,0.25,0.3465547803553151,0.0008631436309466944,0.0008631436309466944,0.16384029867754485,0.9947594074607742,0.3590766254812479,39,1,1
iid997,capacity_matched_deepsets,44,J,50%,160,80,0.5,0.35844055915661255,0.0002679662406444572,0.0002679662406444572,0.15195451987624742,0.9982396408869667,0.38009250375131765,79,1,1
iid997,capacity_matched_deepsets,45,terminal,10%,160,16,0.1,0.03871895355405286,0.0024474214296787977,0.0024474214296787977,0.2117607829568442,0.9885745672688493,0.04939384385943413,15,1,1
iid997,capacity_matched_deepsets,45,terminal,25%,160,40,0.25,0.046554852207191286,0.0005723299458622877,0.0005723299458622877,0.20392488430370576,0.9972012824332959,0.05661066994071007,39,1,1
iid997,capacity_matched_deepsets,45,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.11959710717201233,79,1,1
iid997,capacity_matched_deepsets,45,J,10%,160,16,0.1,0.33562184046713806,0.005051697258992682,0.005051697258992682,0.1747732385657219,0.9719076932471876,0.3511434686059753,15,1,1
iid997,capacity_matched_deepsets,45,J,25%,160,40,0.25,0.3469811563283535,0.001289519603985101,0.001289519603985101,0.16341392270450644,0.992170657844723,0.3595496969607969,39,1,1
iid997,capacity_matched_deepsets,45,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.3794424332678318,79,1,1
iid997,capacity_matched_deepsets,46,terminal,10%,160,16,0.1,0.03884185786591843,0.002570325741544366,0.002570325741544366,0.21163787864497863,0.9880008062767456,0.04949294775724411,15,1,1
iid997,capacity_matched_deepsets,46,terminal,25%,160,40,0.25,0.04679177610669285,0.0008092538453638512,0.0008092538453638512,0.2036879604042042,0.9960427145751909,0.05477548763155937,39,1,1
iid997,capacity_matched_deepsets,46,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.13344883918762207,79,1,1
iid997,capacity_matched_deepsets,46,J,10%,160,16,0.1,0.33514480332487434,0.004574660116728968,0.004574660116728968,0.17525027570798563,0.9745604796367722,0.3507623076438904,15,1,1
iid997,capacity_matched_deepsets,46,J,25%,160,40,0.25,0.3462835476443191,0.0005919109199507,0.0005919109199507,0.16411153138854084,0.9964062018883488,0.35943756060053905,39,1,1
iid997,capacity_matched_deepsets,46,J,50%,160,80,0.5,0.3584943879312535,0.00032179501528539767,0.00032179501528539767,0.15190069110160648,0.9978860218125837,0.3824051716675361,79,1,1
iid997,gnn,42,terminal,10%,160,16,0.1,0.03720649593742564,0.0009349638130515814,0.0009349638130515814,0.2132732405734714,0.9956352567553178,0.046358101069927216,15,1,1
iid997,gnn,42,terminal,25%,160,40,0.25,0.04745799277443439,0.001475470513105391,0.001475470513105391,0.20302174373646267,0.9927848869799041,0.051928967237472534,39,1,1
iid997,gnn,42,terminal,50%,160,80,0.5,0.05801035297336057,0.0002597820945084081,0.0002597820945084081,0.19246938353753648,0.9986520872766896,0.12516772747039795,79,1,1
iid997,gnn,42,J,10%,160,16,0.1,0.333305529211187,0.002735386003041629,0.002735386003041629,0.17708954982167296,0.984788616826156,0.3471218205677966,15,1,1
iid997,gnn,42,J,25%,160,40,0.25,0.3472512114331766,0.0015595747088081868,0.0015595747088081868,0.16314386759968336,0.9905310132748344,0.35665167731543385,39,1,1
iid997,gnn,42,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.3762597363442183,79,1,1
iid997,gnn,43,terminal,10%,160,16,0.1,0.039222557621542364,0.0029510254971683025,0.0029510254971683025,0.2112571788893547,0.9862235645659799,0.05119374021887779,15,1,1
iid997,gnn,43,terminal,25%,160,40,0.25,0.0471908044302836,0.0012082821689546053,0.0012082821689546053,0.20328893208061344,0.9940914492483989,0.05768556520342827,39,1,1
iid997,gnn,43,terminal,50%,160,80,0.5,0.05798941013636068,0.0002388392575085191,0.0002388392575085191,0.1924903263745364,0.9987607518731,0.12921419739723206,79,1,1
iid997,gnn,43,J,10%,160,16,0.1,0.33329040884382266,0.002720265635677288,0.002720265635677288,0.1771046701890373,0.9848727006452048,0.3542457614094019,15,1,1
iid997,gnn,43,J,25%,160,40,0.25,0.34668229900111325,0.0009906622767448248,0.0009906622767448248,0.16371278003174672,0.9939851756413852,0.3615218799561262,39,1,1
iid997,gnn,43,J,50%,160,80,0.5,0.35847364857892294,0.0003010556629548522,0.0003010556629548522,0.15192143045393702,0.9980222654968093,0.378827563735346,79,1,1
iid997,gnn,44,terminal,10%,160,16,0.1,0.03772998257772997,0.0014584504533559084,0.0014584504533559084,0.21274975393316709,0.993191435138851,0.05146242305636406,15,1,1
iid997,gnn,44,terminal,25%,160,40,0.25,0.04680609519127756,0.0008235729299485642,0.0008235729299485642,0.2036736413196195,0.9959726936478289,0.05667535215616226,39,1,1
iid997,gnn,44,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.1253860890865326,79,1,1
iid997,gnn,44,J,10%,160,16,0.1,0.3357401856911262,0.005170042482980808,0.005170042482980808,0.17465489334173379,0.9712495797133478,0.3507853293791413,15,1,1
iid997,gnn,44,J,25%,160,40,0.25,0.3465850968546874,0.0008934601303189904,0.0008934601303189904,0.16380998217817255,0.994575340273426,0.36072494530429444,39,1,1
iid997,gnn,44,J,50%,160,80,0.5,0.3584508959252707,0.000278303009302594,0.000278303009302594,0.15194418310758928,0.9981717352251829,0.37752505441506706,79,1,1
iid997,gnn,45,terminal,10%,160,16,0.1,0.03910753066884354,0.0028359985444694757,0.0028359985444694757,0.21137220584205352,0.9867605512468975,0.05037583410739899,15,1,1
iid997,gnn,45,terminal,25%,160,40,0.25,0.0466200114460662,0.0006374891847372027,0.0006374891847372027,0.20385972506483085,0.9968826510078557,0.0553668774664402,39,1,1
iid997,gnn,45,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.11816349625587463,79,1,1
iid997,gnn,45,J,10%,160,16,0.1,0.33287580489134905,0.0023056616832036747,0.0023056616832036747,0.17751927414151092,0.9871782983120253,0.3488750506502887,15,1,1
iid997,gnn,45,J,25%,160,40,0.25,0.3462707359681857,0.0005790992438172715,0.0005790992438172715,0.16412434306467427,0.9964839882172432,0.35643962599957985,39,1,1
iid997,gnn,45,J,50%,160,80,0.5,0.3584508959252707,0.000278303009302594,0.000278303009302594,0.15194418310758928,0.9981717352251829,0.37500586279978354,79,1,1
iid997,gnn,46,terminal,10%,160,16,0.1,0.03901271364884451,0.0027411815244704485,0.0027411815244704485,0.21146702286205254,0.987203190781973,0.05368191748857498,15,1,1
iid997,gnn,46,terminal,25%,160,40,0.25,0.047208625939674675,0.0012261036783456775,0.0012261036783456775,0.20327111057122238,0.9940043013160592,0.058156196027994156,39,1,1
iid997,gnn,46,terminal,50%,160,80,0.5,0.05801035297336057,0.0002597820945084081,0.0002597820945084081,0.19246938353753648,0.9986520872766896,0.12250618636608124,79,1,1
iid997,gnn,46,J,10%,160,16,0.1,0.3350556539440731,0.0044855107359277335,0.0044855107359277335,0.17533942508878686,0.9750562361367947,0.352419599207739,15,1,1
iid997,gnn,46,J,25%,160,40,0.25,0.34658043854137455,0.000888801817006124,0.000888801817006124,0.16381464049148542,0.9946036233089689,0.3592049319917957,39,1,1
iid997,gnn,46,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.37718593726555505,79,1,1
iid997,gnn_zero_edge_features,42,terminal,10%,160,16,0.1,0.03872209443943575,0.0024505623150616884,0.0024505623150616884,0.2117576420714613,0.9885599045000171,0.04506073147058487,15,1,1
iid997,gnn_zero_edge_features,42,terminal,25%,160,40,0.25,0.04702679815236479,0.001044275891035791,0.001044275891035791,0.20345293835853226,0.9948934468625016,0.05112718045711517,39,1,1
iid997,gnn_zero_edge_features,42,terminal,50%,160,80,0.5,0.05775057087885216,0.0,0.0,0.1927291656320449,1.0,0.1234448105096817,79,1,1
iid997,gnn_zero_edge_features,42,J,10%,160,16,0.1,0.33343890194773845,0.0028687587395930803,0.0028687587395930803,0.1769561770851215,0.984046935835476,0.3483829407021403,15,1,1
iid997,gnn_zero_edge_features,42,J,25%,160,40,0.25,0.34681989097157684,0.0011282542472084156,0.0011282542472084156,0.16357518806128313,0.9931497834447492,0.35662009281416734,39,1,1
iid997,gnn_zero_edge_features,42,J,50%,160,80,0.5,0.3585108271623661,0.0003382342463980059,0.0003382342463980059,0.15188425187049387,0.99777802705089,0.3757403043409189,79,1,1
iid997,gnn_zero_edge_features,43,terminal,10%,160,16,0.1,0.03874239564174786,0.0024708635173738003,0.0024708635173738003,0.2117373408691492,0.9884651312751994,0.05134621635079384,15,1,1
iid997,gnn_zero_edge_features,43,terminal,25%,160,40,0.25,0.04700049173552543,0.0010179694741964326,0.0010179694741964326,0.20347924477537163,0.9950220863500169,0.05739852413535118,39,1,1
