protocol,model,seed,time_s,case_MAE,case_RMSE,maximum_overprediction
loco_iso834,capacity_matched_deepsets,42,0.0,0.0022563504267342485,0.0022588954688483663,0.0
loco_iso834,capacity_matched_deepsets,42,60.0,0.006202400485171547,0.008811771845700946,0.02928018569946289
loco_iso834,capacity_matched_deepsets,42,120.0,0.005801585278933561,0.007051695679987705,0.015026450157165527
loco_iso834,capacity_matched_deepsets,42,180.0,0.02046303092678891,0.02596795589347348,0.0585789680480957
loco_iso834,capacity_matched_deepsets,42,240.0,0.012720879120162771,0.015448714617987249,0.0402182936668396
loco_iso834,capacity_matched_deepsets,42,300.0,0.012574393915224679,0.015208280642514529,0.03379368782043457
loco_iso834,capacity_matched_deepsets,42,360.0,0.012674355054203468,0.0151627579632672,0.033977210521698
loco_iso834,capacity_matched_deepsets,42,420.0,0.011813503277452685,0.014282425882679927,0.03144490718841553
loco_iso834,capacity_matched_deepsets,42,480.0,0.011413071728959868,0.01404855565586446,0.03254324197769165
loco_iso834,capacity_matched_deepsets,42,540.0,0.009840736283531671,0.012182082856342884,0.040513575077056885
loco_iso834,capacity_matched_deepsets,42,600.0,0.009640790616409689,0.012303061329951992,0.035022199153900146
loco_iso834,capacity_matched_deepsets,42,660.0,0.00998875951465172,0.013235678011960015,0.044278740882873535
loco_iso834,capacity_matched_deepsets,42,720.0,0.009264269961586481,0.011971957703089018,0.033709943294525146
loco_iso834,capacity_matched_deepsets,42,780.0,0.009148366089108625,0.0114798386291193,0.03005194664001465
loco_iso834,capacity_matched_deepsets,42,840.0,0.009555994709835777,0.011827143670923263,0.035145103931427
loco_iso834,capacity_matched_deepsets,42,900.0,0.010128474310983586,0.012969093298562339,0.037010908126831055
loco_iso834,capacity_matched_deepsets,42,960.0,0.010346568837950501,0.01294221244148956,0.03576958179473877
loco_iso834,capacity_matched_deepsets,42,1020.0,0.008587659348415422,0.011285971913300065,0.04001086950302124
loco_iso834,capacity_matched_deepsets,42,1080.0,0.009855894914156274,0.012307938752053016,0.03589606285095215
loco_iso834,capacity_matched_deepsets,42,1140.0,0.00963337813751607,0.012054254755874187,0.030288338661193848
loco_iso834,capacity_matched_deepsets,42,1200.0,0.009203107485288306,0.01149072914186347,0.03177434206008911
loco_iso834,capacity_matched_deepsets,42,1260.0,0.010627851644648781,0.013228252122295335,0.037928611040115356
loco_iso834,capacity_matched_deepsets,42,1320.0,0.010961515994011602,0.01339787696363293,0.03646588325500488
loco_iso834,capacity_matched_deepsets,42,1380.0,0.010813873968546904,0.012833755150072604,0.03531673550605774
loco_iso834,capacity_matched_deepsets,42,1440.0,0.010576664081102685,0.013036694273326412,0.04021048545837402
loco_iso834,capacity_matched_deepsets,42,1500.0,0.010287103962294663,0.012766795047133454,0.0342063307762146
loco_iso834,capacity_matched_deepsets,42,1560.0,0.01009465339063089,0.012441681696510548,0.03968781232833862
loco_iso834,capacity_matched_deepsets,42,1620.0,0.0096129929717583,0.012004862672686854,0.032118409872055054
loco_iso834,capacity_matched_deepsets,42,1680.0,0.009012929435017743,0.011516489877173082,0.03379949927330017
loco_iso834,capacity_matched_deepsets,42,1740.0,0.008550808965405332,0.010785811649857825,0.03671702742576599
loco_iso834,capacity_matched_deepsets,42,1800.0,0.008431626271597947,0.01077540305301177,0.03422403335571289
loco_iso834,capacity_matched_deepsets,42,1860.0,0.008511874871917917,0.010605315422818154,0.03649589419364929
loco_iso834,capacity_matched_deepsets,42,1920.0,0.0075806270860418485,0.009428844147340873,0.03181137144565582
loco_iso834,capacity_matched_deepsets,42,1980.0,0.008330219908605647,0.010175483201089623,0.031989485025405884
loco_iso834,capacity_matched_deepsets,42,2040.0,0.008613938489292242,0.010674642030228818,0.03312499821186066
loco_iso834,capacity_matched_deepsets,42,2100.0,0.008514468900010556,0.010296293246586603,0.03254276514053345
loco_iso834,capacity_matched_deepsets,42,2160.0,0.008132643620424632,0.010278836869402235,0.030925467610359192
loco_iso834,capacity_matched_deepsets,42,2220.0,0.007656005081496661,0.00947053028637534,0.030435994267463684
loco_iso834,capacity_matched_deepsets,42,2280.0,0.007471169663380973,0.009144542683710472,0.028726354241371155
