epoch,train_mse,validation_mse,learning_rate,elapsed_s
1,0.027638115528785156,0.004682724829763174,0.001,0.38360010005999357
2,0.0035614581276985475,0.0022607510909438133,0.000999972584682756,0.5527111999690533
3,0.0022256164347051535,0.0020860072690993547,0.0009998903417374227,0.7106292999815196
4,0.0016754384642058142,0.0015978278825059533,0.0009997532801828658,0.8732029000530019
5,0.0015099721004433948,0.0014648566721007228,0.0009995614150494292,1.0316219000378624
6,0.001453340009430846,0.0008582424488849938,0.000999314767377287,1.1895715000573546
7,0.0010351553730442516,0.0009037418640218675,0.0009990133642141358,1.3512487000552937
8,0.0009298317991963534,0.0007678332040086389,0.000998657238612229,1.5030888000037521
9,0.0008523131876329235,0.0009468079661019146,0.0009982464296247522,1.6522742999950424
10,0.0013010056515629553,0.001589141204021871,0.00099778098230154,1.7945143999531865
11,0.0010135866793922318,0.0007944551762193441,0.0009972609476841367,1.9346844999818131
12,0.0007742994374646678,0.0009839010890573263,0.0009966863828001983,2.0728799999924377
13,0.0007273947819777093,0.0016396421706303954,0.0009960573506572392,2.2103131000185385
14,0.0009698629932462974,0.0005392209277488291,0.000995373920235722,2.3679303999524564
15,0.0009284251040902147,0.0013635896611958742,0.0009946361664814943,2.5295890000415966
16,0.0009549358182359125,0.0007107618148438632,0.000993844170297569,2.6839947999687865
17,0.0006652714925855306,0.0006232932209968567,0.0009929980185352527,2.834932600031607
18,0.0006720590924244941,0.000684549508150667,0.000992097803984621,2.983838399988599
19,0.000637554587677883,0.0012088263174518943,0.0009911436253643446,3.129496800014749
20,0.0007044355805378008,0.00039529515197500587,0.0009901355873108612,3.2763819999527186
21,0.0004261482560407937,0.0003894897236023098,0.000989073800366903,3.436820299946703
22,0.00041005851622082133,0.0004405680811032653,0.0009879583809693738,3.589217499946244
23,0.00040698848360513066,0.00028966472018510103,0.0009867894514365802,3.734048599959351
24,0.0003451126789255532,0.0003043385804630816,0.0009855671399548183,3.8902970999479294
25,0.0003240027582793127,0.0012742583639919758,0.0009842915805643158,4.036865400034003
26,0.001049228465812225,0.0006267874268814921,0.0009829629131445344,4.185425800038502
27,0.00043522800229480515,0.0002852052275557071,0.0009815812833988294,4.339361099991947
28,0.00037993691047883484,0.00031212548492476344,0.0009801468428384719,4.495868899975903
29,0.00032449205115117,0.0003079687594436109,0.000978659748766034,4.641554199974053
30,0.0003080010937811038,0.0002277363819302991,0.0009771201642581387,4.827654400025494
31,0.0002441819745030003,0.0005676465225405991,0.0009755282581475771,5.023961200029589
32,0.00033176079199520494,0.0007029010448604822,0.0009738842050047931,5.19775649998337
33,0.00033272058856725797,0.00028305232990533113,0.0009721881851187409,5.368832299951464
34,0.0002463655148579407,0.0002179668372264132,0.0009704403844771131,5.517135499976575
35,0.00023375064186273407,0.00023196575057227165,0.0009686409947459461,5.671091999975033
36,0.00022822866610981794,0.0002656355209182948,0.0009667902132486011,5.811065000016242
37,0.00022294114217826367,0.00021471380023285747,0.000964888242944126,5.955488399951719
38,0.00021623182837721285,0.00020094429783057421,0.0009629352924049977,6.114953899988905
39,0.00023693971614878245,0.0003436966217122972,0.0009609315757942507,6.273525799973868
40,0.00025694727445627443,0.0002222087059635669,0.0009588773128419909,6.422813500044867
41,0.0002401460668968009,0.0003052086103707552,0.0009567727288213008,6.57194769999478
42,0.0002401773787717314,0.0002755880414042622,0.0009546180545235346,6.7186056999489665
43,0.00023369627793962857,0.0003597090544644743,0.0009524135262330101,6.8639105999609455
44,0.00024889584687629024,0.00020043349650222808,0.0009501593857010972,7.007181699969806
45,0.00022407233846568947,0.0002102180733345449,0.0009478558801197068,7.158341599977575
46,0.00022118508389296285,0.0002818878274410963,0.0009455032620941841,7.307277400046587
47,0.00023777745232642731,0.00019260299450252205,0.0009431017896156075,7.467237900011241
48,0.00020189919784645367,0.0002221051399828866,0.0009406517260324962,7.621594200027175
49,0.0002440067584117749,0.0004077964404132217,0.000938153340021932,7.770118499989621
50,0.00029505207741314005,0.00022842062753625214,0.0009356069055600951,7.940173599985428
51,0.0001949746788012275,0.0002430258464301005,0.0009330127018922197,8.092765799956396
52,0.00018172408762577214,0.00021336895588319749,0.0009303710135019722,8.2443550999742
53,0.00021546586289867745,0.0002534743398427963,0.0009276821300802536,8.39742940000724
54,0.00019808610426720716,0.0003463691391516477,0.0009249463464934323,8.548395300051197
55,0.00020842467243968975,0.00019494006119202822,0.0009221639627510079,8.69443739997223
56,0.00020539877603691016,0.0003924018528778106,0.0009193352839727124,8.845826499979012
57,0.00027706223899850443,0.00052069773664698,0.0009164606203550501,8.99922959995456
58,0.0002522318947803638,0.00021386684966273606,0.0009135402871372812,9.149991999962367
59,0.00017725332332235017,0.0006584752700291574,0.0009105746045668523,9.29883390001487
60,0.0003111874450989848,0.00019212838378734887,0.0009075638978642773,9.451139200013131
61,0.0002644826073670978,0.0005306532839313149,0.000904508497187474,9.609813999966718
62,0.00032143516003989156,0.00023317545128520578,0.0009014087375955575,9.760531199979596
63,0.0002326958156594347,0.00024607437080703676,0.0008982649590120983,9.905152800027281
64,0.00017793552962798356,0.0002316674217581749,0.0008950775061878453,10.054145599948242
65,0.00018201884283786384,0.00019613826589193195,0.00089184672866292,10.206608099979348
66,0.00018194457058831956,0.0003660694928839803,0.0008885729807284855,10.365962999989279
67,0.00022639884540005275,0.0004419891338329762,0.0008852566213878947,10.515064100036398
68,0.00023991746516309522,0.0003410995122976601,0.0008818980143173212,10.6664547000546
69,0.000283448095549539,0.00031148604466579854,0.0008784975278258782,10.819016500026919
70,0.0003458552295922713,0.0002909807371906936,0.0008750555348152298,10.964198300032876
71,0.00024862179111040774,0.00024960385053418577,0.0008715724127386972,11.112891299999319
72,0.00019626350003727793,0.0002751549181994051,0.0008680485435598672,11.258341699955054
73,0.00017610728956104032,0.00022445511422120035,0.0008644843137107058,11.406959000043571
74,0.00017342313600565015,0.00016549951396882534,0.0008608801140491812,11.559950500028208
75,0.00015094536943059239,0.00016411140677519143,0.0008572363398164018,11.715980499982834
76,0.0001575274298175417,0.00023823260562494397,0.0008535533905932739,11.87036459997762
77,0.00017332637913282983,0.00017560870037414134,0.0008498316702566831,12.015978800016455
78,0.00016471668175001283,0.00027459210832603276,0.0008460715869352036,12.160175699973479
79,0.0002274551418548371,0.00019071908900514245,0.0008422735529643445,12.30503679998219
80,0.0001778592572703103,0.00018362034461461008,0.0008384379848413305,12.453941900050268
81,0.00015622635879013874,0.0002154025132767856,0.0008345653031794293,12.601935900049284
82,0.0001563413524152502,0.00021181842021178454,0.000830655932661826,12.749898700043559
83,0.0001847042000380477,0.00018048037600237876,0.0008267103019950529,12.900831899954937
84,0.00014782664421951616,0.00022259973047766834,0.0008227288438619754,13.054023199947551
85,0.0001790041271142808,0.00018413538055028766,0.000818711994874345,13.206329999957234
86,0.00015027285829311856,0.0001950215664692223,0.0008146601955249188,13.364538299967535
87,0.00017134386450522567,0.0002931577619165182,0.0008105738901391553,13.514940000022762
88,0.00019839844835383303,0.00033647409873083234,0.0008064535268264883,13.662197199999355
89,0.00033335747300549073,0.00022558835917152464,0.0008022995574311875,13.810967699973844
90,0.0002113383327009626,0.0001775113050825894,0.0007981124374828079,13.95797039999161
91,0.00014989544598889673,0.00016960666107479483,0.0007938926261462366,14.1069911000086
92,0.00015280392901168352,0.0001643200230319053,0.0007896405861713394,14.938204700010829
93,0.000166468274792827,0.0002167539350921288,0.000785356783842216,15.089059600024484
94,0.00014731071316867898,0.0001568991574458778,0.0007810416889260655,15.239383099949919
95,0.00014048015838031696,0.00015995108697097749,0.0007766957746216721,15.409843800007366
96,0.00014082200441566385,0.00024337410286534578,0.0007723195175075136,15.55930870003067
97,0.00019908510946884677,0.00016477949975524098,0.0007679133974894983,15.703984200023115
98,0.00014758221519137836,0.00016318638517986983,0.0007634778977483389,15.85265390004497
99,0.00014599203950411377,0.00021049831411801279,0.0007590135046865652,15.998970299959183
100,0.00018760391442509288,0.00025704712606966496,0.0007545207078751858,16.145948800025508
101,0.00017032806474226006,0.00026298765442334116,0.0007500000000000001,16.293932100059465
102,0.00016324320423969548,0.00040369309135712683,0.0007454518768075706,16.442266599973664
103,0.0002001839605139155,0.00020575437520164996,0.0007408768370508578,16.59407660004217
104,0.00016340725868533917,0.00022388063371181488,0.0007362753824345273,16.74431049998384
105,0.00016259201121349016,0.00020698594744317234,0.0007316480175599312,16.887998200021684
106,0.00019882110416829095,0.0005700888577848673,0.0007269952498697736,17.03352089994587
107,0.00020344403101783942,0.00018678259220905602,0.0007223175895924639,17.184465699945576
108,0.00016111778292777086,0.0001618281239643693,0.000717615549686164,17.33122369996272
109,0.00013762393091315233,0.00018992615514434874,0.0007128896457825365,17.478787599946372
110,0.00015012190463555572,0.0003334255306981504,0.0007081403961302008,17.633035599952564
111,0.0001849963409132893,0.0004863994545303285,0.0007033683215379003,17.78534669999499
112,0.0002518675001441185,0.00020622396550606936,0.0006985739453173905,17.93556220002938
113,0.00017937415727908303,0.0001679721026448533,0.0006937577932260517,18.090800800011493
114,0.0001287179277227678,0.00015344419807661325,0.0006889203934092339,18.266916800057516
115,0.0001558347320952859,0.0003396206593606621,0.0006840622763423393,18.440641300054267
116,0.00017149430775708355,0.00023890433658380061,0.0006791839747726503,18.595014499966055
117,0.00016306424202824807,0.0001534975308459252,0.0006742860236609078,18.743506900034845
118,0.00012870931160996815,0.00018579108291305602,0.000669368960122646,18.893451999989338
119,0.00013054407774820573,0.0001637349050724879,0.0006644333233692918,19.04367339995224
120,0.00013058437152064297,0.0001924828247865662,0.0006594796546490352,19.192242400022224
121,0.0001265247075136535,0.0002305055968463421,0.000654508497187474,19.34231269999873
122,0.00016184810566729832,0.00025463313795626163,0.0006495203961280436,19.48797060002107
123,0.00017336080734939673,0.0001628971949685365,0.000644515898472236,19.641668600030243
124,0.00012978835860522756,0.00015875046665314585,0.0006394955530196149,19.787870800006203
125,0.00012388750512305034,0.00015462217561434954,0.0006344599103076331,19.935831999988295
126,0.0001267329362575824,0.00014794708113186061,0.0006294095225512608,20.085823999950662
127,0.00013056032555125552,0.00018996369908563793,0.0006243449435824276,20.236053099972196
128,0.0001310313989897781,0.0002285419323015958,0.0006192667287892907,20.392228799988516
129,0.00015819339591361225,0.00017109916370827705,0.0006141754350553281,20.540202399948612
130,0.000128508908421549,0.00015342891856562346,0.0006090716206982716,20.691466400050558
131,0.00012713410968017273,0.00018496971460990608,0.0006039558454088799,20.83621530001983
132,0.0001234784204120332,0.00017531901539769024,0.0005988286701895632,20.97997960005887
133,0.00013321132829239793,0.0003951197140850127,0.0005936906572928626,21.1264661999885
134,0.0001834246913019621,0.0001899334747577086,0.000588542370159792,21.27010429999791
135,0.00013262374619657215,0.00016328344645444304,0.0005833843733580514,21.419490800006315
136,0.00014125828985875284,0.0001703064190223813,0.0005782172325201158,21.5698450000491
137,0.0001380029778583254,0.0002487982274033129,0.0005730415142812062,21.71689999999944
138,0.00013251078094877162,0.00014968743198551238,0.0005678577862171525,21.861730300006457
139,0.00013034353766835962,0.0001783780608093366,0.0005626666167821524,22.00423329998739
140,0.00013210298105211524,0.00018091041420120746,0.0005574685752464337,22.153779400046915
141,0.00014467282167594052,0.00016740383580327034,0.0005522642316338271,22.29880949994549
142,0.00012630150648196254,0.0005169551004655659,0.0005470541566592576,22.445195300038904
143,0.00026220591537633495,0.0004887731047347188,0.0005418389216661581,22.594426200026646
144,0.00022505518149740138,0.0003308394516352564,0.0005366190985638162,22.748701000004075
145,0.00021131067554770673,0.0004481289361137897,0.0005313952597646571,22.89359330001753
146,0.00032182100031625345,0.00022082847135607153,0.0005261679781214723,23.044579199980944
147,0.00015709153296683737,0.00028825883055105805,0.0005209378268646002,23.1910205000313
148,0.00016768663173612262,0.0001660803973209113,0.0005157053795390643,23.342360600014217
149,0.00013541865612971284,0.00014978036051616073,0.0005104712099416788,23.493702600011602
