protocol,model,seed,sample_id,geometry_id,fire_family,crack_count,source_batch,legacy_final_id,flat_response,MAE,RMSE,maximum_overprediction
loco_bilinear,capacity_matched_deepsets,42,b005_0552,407acae96c8ecf105f6360065d304b9b54c3f9deb44709cb056c989216011031,bilinear,15,batch_005,sample_0774,False,0.02190973524187432,0.029699156558544926,0.07629644870758057
loco_bilinear,capacity_matched_deepsets,42,b005_0554,1dc7132eeee3b00a8b97744d5f7b2ce25ee1e5b9585eb8079cacbd6389068fb2,bilinear,8,batch_005,sample_0775,False,0.017203035413241776,0.021821769825554532,0.04622870683670044
loco_bilinear,capacity_matched_deepsets,42,b005_0555,c2c001202a8c28c746d959710863eac06ac82ced0c8dca50f7a3f84fc3016514,bilinear,9,batch_005,sample_0776,False,0.04830990560719224,0.11800452910382557,0.4593042731285095
loco_bilinear,capacity_matched_deepsets,42,b005_0557,45d31a356d8f8f1e5d58fc21b00971d11967d982e6b69d1b1fb1edc4d8dd75ad,bilinear,7,batch_005,sample_0777,False,0.02202670557088539,0.02952849422973251,0.061697714030742645
loco_bilinear,capacity_matched_deepsets,42,b005_0558,8dbba299246eda7404a091a6f2a42feecd4cf165bb99049313415dbd004b2050,bilinear,12,batch_005,sample_0778,False,0.04274110862466156,0.05061550512955189,0.10091507434844971
loco_bilinear,capacity_matched_deepsets,42,b005_0559,2cb4bf25ab033f514f5e44667253599d752a36c9bbf520e8443d1f27d855f5d9,bilinear,6,batch_005,sample_0779,False,0.02037923355571559,0.02637738700368312,0.05388987064361572
loco_bilinear,capacity_matched_deepsets,42,b005_0560,a0c14c90e07b77c6c0c4c5377737c10363967a2cd05704b676659e7ba7ec8554,bilinear,6,batch_005,sample_0780,False,0.009554005548602244,0.012009315074399136,0.021928906440734863
loco_bilinear,capacity_matched_deepsets,42,b005_0561,cde241fdf68803422b96faca8abdd511d5d30d58431b6b25ab546fefa980ef84,bilinear,4,batch_005,sample_0781,False,0.00984805675803638,0.015760225806032428,0.09305715560913086
loco_bilinear,capacity_matched_deepsets,42,b005_0563,11389e417774581855600f06710b1cd4ca36349c94fb3a618632194acb8bb3e4,bilinear,13,batch_005,sample_0782,False,0.01472401960951383,0.01893438215224529,0.072257399559021
loco_bilinear,capacity_matched_deepsets,42,b005_0565,e0972ac40e920e243358190ed8fc04ed14175f4d89da09987ca77d21d82e24d7,bilinear,8,batch_005,sample_0783,False,0.020116631857684402,0.028018891493427234,0.07339684665203094
loco_bilinear,capacity_matched_deepsets,42,b005_0566,603ef30490526fd891951527c1bb0e736184bfe7b455224d62dcfb9376a38159,bilinear,4,batch_005,sample_0784,False,0.09240434550848163,0.14348635883526456,0.3747721314430237
loco_bilinear,capacity_matched_deepsets,42,b005_0567,5729b4d5aa7017ff45466114d0231f7b2a575d022e1c888a707cd5b7a43231b1,bilinear,1,batch_005,sample_0785,False,0.07740788430464073,0.10384704168716001,0.08737200498580933
loco_bilinear,capacity_matched_deepsets,42,b005_0568,e6605607f89f69822009cfd6e2c71c4c837264a332d18be582234f009b8b1761,bilinear,10,batch_005,sample_0786,False,0.10905084209363969,0.21914423468800323,0.6224941611289978
loco_bilinear,capacity_matched_deepsets,42,b005_0569,8d0f5ba8fae0269664b49b029a6fd176943cd3ece6b2cde01725c50acf3a2ed3,bilinear,4,batch_005,sample_0787,False,0.01568915072034617,0.020833286962263567,0.09106546640396118
loco_bilinear,capacity_matched_deepsets,42,b005_0570,d685d5a69fcc4bab9d14944e095ff2fe10821a805d30307bca334983eb4bc652,bilinear,1,batch_005,sample_0788,False,0.023572034523135325,0.03314650369987076,0.08049070835113525
loco_bilinear,capacity_matched_deepsets,42,b005_0571,9e0cd19083a3f8979b1ccd5a1e2c94f584cd19b29bb2f8090e1b1f5bdf66f6ec,bilinear,9,batch_005,sample_0789,False,0.015248873683272815,0.021970949524850143,0.03792303800582886
loco_bilinear,capacity_matched_deepsets,42,b005_0572,10f4acd7ecb8c2e4eb0c7c20f62796e37bff40389f067d2b54a6a146446d387f,bilinear,6,batch_005,sample_0790,False,0.014194406446863393,0.019895964100676438,0.04171407222747803
loco_bilinear,capacity_matched_deepsets,42,b005_0573,84f99d131b63c203b08bdf883e7ed257cf5de222b66fe142e0b1ce336b0e328d,bilinear,7,batch_005,sample_0791,False,0.03479742368713754,0.050871194036767535,0.11309295892715454
loco_bilinear,capacity_matched_deepsets,42,b005_0574,4e27252ae3d82a4360b94f87627f1f360f354c1507db9e65fdfe6a6ba4a0266b,bilinear,12,batch_005,sample_0792,False,0.02833231990454627,0.03427138886085091,0.07940256595611572
loco_bilinear,capacity_matched_deepsets,42,b005_0575,9aa939144617450b8ff78176a232017a36512936ea166fd37bdfcd0b6c06d95d,bilinear,3,batch_005,sample_0793,False,0.04076827354118472,0.10363867289812922,0.4720553755760193
loco_bilinear,capacity_matched_deepsets,42,b005_0576,c9d110cdd796a6ceafeac10d508c70cf5906fd1c50d0ee62375671379d46dd7a,bilinear,8,batch_005,sample_0794,False,0.011380051003127802,0.017799529792275157,0.08727359771728516
loco_bilinear,capacity_matched_deepsets,42,b005_0577,89dc962c47ff3e9102e058248e3f47149aad2aa1fc355492045b65bbe8dc3923,bilinear,6,batch_005,sample_0795,False,0.013962531187495247,0.017974695766262084,0.058638811111450195
loco_bilinear,capacity_matched_deepsets,42,b005_0578,298bc4cd884624f9a62a0e52c0cb9ff830158ddd72438575f9104b6cb39ba904,bilinear,7,batch_005,sample_0796,False,0.013096087291592458,0.01674218988586898,0.036443889141082764
loco_bilinear,capacity_matched_deepsets,42,b005_0579,7fb438949d0eb29ebdd210f78203d8d86b230990f1edfbe8821067113fc4792d,bilinear,3,batch_005,sample_0797,False,0.0115352243673606,0.017183385509638598,0.08625370264053345
loco_bilinear,capacity_matched_deepsets,42,b005_0580,d830373e7a1ced5f0e9557533ed0a88e8a96c414e1c1e471729f5aed5590abce,bilinear,3,batch_005,sample_0798,False,0.029304727667667826,0.04502731768621892,0.2562929391860962
loco_bilinear,capacity_matched_deepsets,42,b005_0581,a600ef064b2492537add7991e0f84a2f05a8f99aa76db76af216c7c3141b0923,bilinear,2,batch_005,sample_0799,False,0.01799572295829898,0.024194855444145052,0.08827328681945801
loco_bilinear,capacity_matched_deepsets,42,b005_0582,83215b075995162d9b3022bf517a28c6505ef7a5558ec2b43e7af0dada594857,bilinear,5,batch_005,sample_0800,False,0.02279749659241223,0.0392570773887109,0.06307601928710938
loco_bilinear,capacity_matched_deepsets,42,b005_0583,6de7f08e8a097a56902dd07986c4a200ad4750a1829b80436de10e61cac5d4a0,bilinear,1,batch_005,sample_0801,False,0.020824203237158355,0.027238954332557012,0.07689470052719116
loco_bilinear,capacity_matched_deepsets,42,b005_0584,5c145c73b58afdb271e76512b612e9147c6a963d23a9b257eb83d372c5a39718,bilinear,11,batch_005,sample_0802,False,0.02283857982666766,0.029986263689195533,0.06492975354194641
loco_bilinear,capacity_matched_deepsets,42,b005_0585,efdcea39ada92fb72e19ea5a805fb016a3456258854219ba4c971d603cc202c6,bilinear,15,batch_005,sample_0803,False,0.01506386282014065,0.019564892387799956,0.042818546295166016
loco_bilinear,capacity_matched_deepsets,42,b005_0586,987748434d72e8ab0a8da0e2ebbead4e5ddd833420d7222dc4f9fdc6a291d033,bilinear,4,batch_005,sample_0804,False,0.013669837693699071,0.020982165728737963,0.10525107383728027
loco_bilinear,capacity_matched_deepsets,42,b005_0588,36f4a99c3066fb990f86cca0c0c331b270b3b6688a7c0d46818908f1e8bd298b,bilinear,10,batch_005,sample_0805,False,0.007502877321399626,0.012910432420204834,0.078055739402771
loco_bilinear,capacity_matched_deepsets,42,b005_0590,123995ae2240ad20be0745850831b3b3ccd0dccc505dafe469aaaab595bb5396,bilinear,2,batch_005,sample_0806,False,0.013949670752540964,0.017516749835538557,0.04867631196975708
loco_bilinear,capacity_matched_deepsets,42,b005_0591,e16f2cf138facf560a80735296dc81181b7daa8cc9be2476a364fa46054337e4,bilinear,4,batch_005,sample_0807,False,0.017601052024325388,0.024060442774620643,0.08452332019805908
loco_bilinear,capacity_matched_deepsets,42,b005_0592,542b137ad838f734ed94b3137c68ee0de05921f0ba3bdc057191bc75945d376c,bilinear,12,batch_005,sample_0808,False,0.019034323145131597,0.025859673055301437,0.09526270627975464
loco_bilinear,capacity_matched_deepsets,42,b005_0593,93b3e779e4df531ade2d4c5dc25778afa6c6a7dc1518c32435c97ef04b519de3,bilinear,4,batch_005,sample_0809,False,0.014203454627365362,0.01830375110990239,0.040852874517440796
loco_bilinear,capacity_matched_deepsets,42,b005_0594,79addc25355d96070d9f4dbcd60dc1931137b1d4a972a39eaa234ba0436071cd,bilinear,2,batch_005,sample_0810,False,0.08162147099854516,0.15036739563791499,0.4510893225669861
loco_bilinear,capacity_matched_deepsets,42,b005_0595,65a569119d515e140f05b214bacd08e112b70cb5263b469ddfe2a432a2cc3958,bilinear,2,batch_005,sample_0811,False,0.016324821065683833,0.02859247497477516,0.13050979375839233
loco_bilinear,capacity_matched_deepsets,42,b005_0596,02c5b4cea8a7f8d0326d192e2b3c0b71ed63f83462872432e55bbace86e406ec,bilinear,7,batch_005,sample_0812,False,0.043821851738163685,0.0887197141436867,0.46887093782424927
loco_bilinear,capacity_matched_deepsets,42,b005_0597,f02da7fd0ff215fad2bd931e2104cf90c64bb824879796b47af7303e1361ead8,bilinear,9,batch_005,sample_0813,False,0.016527582876017837,0.021782586071393537,0.06839799880981445
loco_bilinear,capacity_matched_deepsets,42,b005_0598,6aaf3c3aeb09c3ac925f73bf7f2a8b79300f4c219e3eac2b505fcd2d027b3a1a,bilinear,11,batch_005,sample_0814,False,0.030129528436504426,0.036895800290048714,0.07451330125331879
loco_bilinear,capacity_matched_deepsets,42,b005_0599,2f49a3bd3fa1331d4e1e7d5abde19ff5df550d22ea271d2169b66e1022c71b19,bilinear,3,batch_005,sample_0815,False,0.021980027439164333,0.031698701163036,0.07469284534454346
loco_bilinear,capacity_matched_deepsets,42,b005_0601,7cadb428102b45cfe0b5b97297c1909c1ccde61b93829d3b2589c511d68f5e6d,bilinear,13,batch_005,sample_0816,False,0.021406062802330393,0.02636780209527101,0.04676103591918945
loco_bilinear,capacity_matched_deepsets,42,b005_0602,c2dbab5d9111fca735228a56b75831723834bca2e759024130429f98ffdd2f21,bilinear,14,batch_005,sample_0817,False,0.022735748623238235,0.029200178576277665,0.08061450719833374
loco_bilinear,capacity_matched_deepsets,42,b005_0604,99793b05b17ebb51858110160f5ba6eef1a2801d9958130556332250d90a4d1a,bilinear,13,batch_005,sample_0818,False,0.0204304823132812,0.028495716403343672,0.0625450611114502
loco_bilinear,capacity_matched_deepsets,42,b005_0605,3d2bde91f4b9fbe882b7c627e2f5cbefd515eb7243ad3cbee85aa6abad5e9619,bilinear,1,batch_005,sample_0819,False,0.012039156233678098,0.016885943071138092,0.08672606945037842
loco_bilinear,capacity_matched_deepsets,42,b005_0607,de84f8c7126fb833ed169877af5a41a38106e45915dde3164ec345115b2673bb,bilinear,1,batch_005,sample_0820,False,0.02042281578798763,0.024595453812339615,0.08364307880401611
loco_bilinear,capacity_matched_deepsets,42,b005_0608,857cd921c5c18b9582dd35cc0acb84ae53c5d2e537dcde4cdf39b2231ca10968,bilinear,11,batch_005,sample_0821,False,0.01901212872051802,0.025441655591776104,0.05952095985412598
loco_bilinear,capacity_matched_deepsets,42,b005_0610,494713b2a11c221a4b6b85fd5eac30f91d95e94a024c441a86ef46fe1b047f1e,bilinear,7,batch_005,sample_0822,False,0.008673902906355311,0.014484781848119695,0.08575910329818726
loco_bilinear,capacity_matched_deepsets,42,b005_0612,19211c8e9a928558b42278b7bcb5f34db7246d40baf51c36cbecfd49a8ae5773,bilinear,10,batch_005,sample_0823,False,0.028649252457696884,0.039167357475244496,0.07821059226989746
loco_bilinear,capacity_matched_deepsets,42,b005_0613,f2b0a7e68f99caf7f2d3ac6c08f489be159798eb054aefa7ee5d9ef9d82f12e1,bilinear,4,batch_005,sample_0824,False,0.01552774573935837,0.02050944852572135,0.04447343945503235
loco_bilinear,capacity_matched_deepsets,42,b005_0614,b09af298ce173a113754d7496e1567d734d38c1a79b6d21a61abedb0ab5e70da,bilinear,5,batch_005,sample_0825,False,0.025258269954900273,0.03050120776895793,0.07658445835113525
loco_bilinear,capacity_matched_deepsets,42,b005_0615,7c3398f3899fcf54afc16057c5b72147a5a0c0c02f7b5f99d84ececb7bb5f4ff,bilinear,9,batch_005,sample_0826,False,0.021556405258960413,0.02809403832307276,0.08447110652923584
loco_bilinear,capacity_matched_deepsets,42,b005_0618,13be896e4e44ac5a85142e19cab16be98383db1505cac7322f52e5d316b7c1d6,bilinear,12,batch_005,sample_0827,False,0.019696811427835557,0.0273583004782607,0.07114309072494507
loco_bilinear,capacity_matched_deepsets,42,b005_0619,5d8c1f39b395ba81b7d358a557290bdf32ae9cf9cb146281bdd4160c7f276c7c,bilinear,3,batch_005,sample_0828,False,0.05902420546187729,0.0810719784652095,0.10955953598022461
loco_bilinear,capacity_matched_deepsets,42,b005_0621,78c333b8d8449f7cb71078ccb2001a79fb10dd7fac0dfa8c5d8e28861b4d25f8,bilinear,14,batch_005,sample_0829,False,0.09137050734191644,0.17757016702014625,0.420529842376709
loco_bilinear,capacity_matched_deepsets,42,b005_0622,780c296c1722f5c45bdb236af67debc10f0b3e5b7b288c3ff56f05c77b3b3e74,bilinear,14,batch_005,sample_0830,False,0.027569870479771347,0.037223978053544375,0.03725886344909668
loco_bilinear,capacity_matched_deepsets,42,b005_0623,f8d8ef2ece5e47d43c3cabe11cae3af49653829fe5302425f0d3366d3731bfaf,bilinear,13,batch_005,sample_0831,False,0.030436631597456385,0.042149793082724145,0.01665860414505005
loco_bilinear,capacity_matched_deepsets,42,b005_0626,056a923c812da53b89a1edab52a670b505e384386e4ab3f5da8ed5a3fe4b9c44,bilinear,9,batch_005,sample_0832,False,0.012719075699321559,0.015678758743621783,0.03658616542816162
loco_bilinear,capacity_matched_deepsets,42,b005_0627,be763a3c6d0ede325fa90adf5d05e13e5567759af4146ea3091f059b7325438e,bilinear,10,batch_005,sample_0833,False,0.01986932217097673,0.02474623806845336,0.05372864007949829
loco_bilinear,capacity_matched_deepsets,42,b005_0628,468712e2a2cfa28bbfa96ee8a5051663b180b5f3c9723dc1e5de97f77861e10a,bilinear,10,batch_005,sample_0834,False,0.01589891803069193,0.02244268614153669,0.09186744689941406
loco_bilinear,capacity_matched_deepsets,42,b005_0629,468a1e616ee184e0dc67acb04ea98fdaf974fe33c5906a1d7964bde5e6dbe445,bilinear,4,batch_005,sample_0835,False,0.0227548782942725,0.026588699231353298,0.06476616859436035
loco_bilinear,capacity_matched_deepsets,42,b005_0630,798efcfd823281779200c24b091f02058a25f648672651941fa5febcfd481c6b,bilinear,2,batch_005,sample_0836,False,0.014597533911955162,0.021722685610873985,0.08173459768295288
loco_bilinear,capacity_matched_deepsets,42,b005_0631,93145b855b230772dd90793acbd8178a098b4fc3fff94eb8bee328917ab18cbd,bilinear,14,batch_005,sample_0837,False,0.015521397356127129,0.018847927326105594,0.03071969747543335
loco_bilinear,capacity_matched_deepsets,42,b005_0632,7dfd6001f893fa215975c846a322c29bbc1d85aa2d4d0e45d8f78fe123b308d4,bilinear,12,batch_005,sample_0838,False,0.14758795157807772,0.26692903547335245,0.682357907295227
loco_bilinear,capacity_matched_deepsets,42,b005_0634,3e4e5cd84a861b9a0be242f81debf7d0bd6cb11afbc53f9171166820dcad98a7,bilinear,13,batch_005,sample_0839,False,0.03594943197047124,0.04662399410346121,0.10633695125579834
loco_bilinear,capacity_matched_deepsets,42,b005_0635,9750cf429e938afbf5521b8bf44ef9e16ba9cbb080b2c0a41989e6a3de161d01,bilinear,10,batch_005,sample_0840,False,0.022758055905826757,0.028698004246639458,0.08241820335388184
loco_bilinear,capacity_matched_deepsets,42,b005_0636,ffb71b711beb2d8ec4ed1e26e5127551d814984115541c7508a0f5a06c317bed,bilinear,8,batch_005,sample_0841,False,0.02405855279476916,0.030328896909848944,0.08364063501358032
loco_bilinear,capacity_matched_deepsets,42,b005_0637,0f1e86c0dcb0319466cc6170ac1fc80e79a0a86f3cec74ed0946ad92c0c9dd55,bilinear,10,batch_005,sample_0842,False,0.012018476597598342,0.016796963867114875,0.03929251432418823
loco_bilinear,capacity_matched_deepsets,42,b005_0640,e1d4ce85ea09b6c71f286c70ac29a33a42548e1db46c9d5c3e010c9f5ac7243a,bilinear,5,batch_005,sample_0843,False,0.023583606129787008,0.06462744224066902,0.42592161893844604
