protocol,model,seed,endpoint,budget,N,k,diagnostic_only,U,regret_raw,regret_display,improvement_over_random,oracle_improvement_fraction,cutoff_score,strictly_selected_count,cutoff_tied_count,selected_from_cutoff_tie
iid997,fire_only,46,terminal,25%,160,40,True,0.05005237401928753,0.004069851757958529,0.004069851757958529,0.20042736249160953,0.9800982533043618,0.053783513605594635,39,2,1
iid997,fire_only,46,terminal,50%,160,80,True,0.05806503788335249,0.0003144670045003295,0.0003144670045003295,0.19241469862754457,0.9983683476059835,0.1167711690068245,77,4,3
iid997,fire_only,46,J,10%,160,16,True,0.3370445355842093,0.006474392376063953,0.006474392376063953,0.17335054344865064,0.96399613687406,0.35920796769981583,15,1,1
iid997,fire_only,46,J,25%,160,40,True,0.3509942218217397,0.005302585097371304,0.005302585097371304,0.15940085721112024,0.9678052563865697,0.3620701033311586,32,25,8
iid997,fire_only,46,J,50%,160,80,True,0.35868192329947,0.0005093303835019269,0.0005093303835019269,0.15171315573338995,0.9966540397776001,0.373489987043043,79,1,1
iid997,global_stats,42,terminal,10%,160,16,True,0.037999034218955785,0.0017275020945817232,0.0017275020945817232,0.21248070229194127,0.9919354064914125,0.049618203192949295,15,1,1
iid997,global_stats,42,terminal,25%,160,40,True,0.047231930890120566,0.0012494086287915679,0.0012494086287915679,0.2032478056207765,0.9938903391257604,0.054632119834423065,39,1,1
iid997,global_stats,42,terminal,50%,160,80,True,0.05800770261557773,0.00025713173672557016,0.00025713173672557016,0.19247203389531933,0.9986658389980452,0.12522467970848083,79,1,1
iid997,global_stats,42,J,10%,160,16,True,0.3322329017480418,0.0016627585398964473,0.0016627585398964473,0.17816217728481815,0.9907534595673804,0.3526976491324604,15,1,1
iid997,global_stats,42,J,25%,160,40,True,0.3485856493799656,0.002894012655597189,0.002894012655597189,0.16180942965289435,0.9824289485694132,0.35950202252715824,39,1,1
iid997,global_stats,42,J,50%,160,80,True,0.35869913446661184,0.0005265415506437443,0.0005265415506437443,0.15169594456624813,0.9965409739120973,0.37507710432012875,79,1,1
