protocol,model,seed,endpoint,budget,N,k,diagnostic_only,U,regret_raw,regret_display,improvement_over_random,oracle_improvement_fraction,cutoff_score,strictly_selected_count,cutoff_tied_count,selected_from_cutoff_tie
loco_iso834,global_stats,42,J,50%,158,79,True,0.35748590910257094,0.0033406185367406693,0.0033406185367406693,0.004885136353378672,0.593883044004463,0.36104694282015165,78,1,1
loco_iso834,global_stats,43,terminal,10%,158,15,True,0.044720955193042755,0.002588706215222676,0.002588706215222676,0.010463656739720814,0.8016676195598574,0.05341826006770134,14,1,1
loco_iso834,global_stats,43,terminal,25%,158,39,True,0.04850052201595062,0.0024268677792488036,0.0024268677792488036,0.006684089916812949,0.7336319780852647,0.05544945225119591,38,1,1
loco_iso834,global_stats,43,terminal,50%,158,79,True,0.05177349083219902,0.0019883647372450977,0.0019883647372450977,0.003411121100564546,0.6317492448407461,0.057298265397548676,78,1,1
loco_iso834,global_stats,43,J,10%,158,15,True,0.3468591614812613,0.005206219930615763,0.005206219930615763,0.015511883974688334,0.7487115638375139,0.3552407845544318,14,1,1
loco_iso834,global_stats,43,J,25%,158,39,True,0.3522647897657166,0.003393558667510954,0.003393558667510954,0.01010625569023299,0.7486218271168821,0.35758284516632555,38,1,1
loco_iso834,global_stats,43,J,50%,158,79,True,0.35748590910257094,0.0033406185367406693,0.0033406185367406693,0.004885136353378672,0.593883044004463,0.3617738269579907,78,1,1
loco_iso834,global_stats,44,terminal,10%,158,15,True,0.044954122106234236,0.002821873128414157,0.002821873128414157,0.010230489826529333,0.7838036577625669,0.049381278455257416,14,1,1
loco_iso834,global_stats,44,terminal,25%,158,39,True,0.04850052201595062,0.0024268677792488036,0.0024268677792488036,0.006684089916812949,0.7336319780852647,0.05075196921825409,38,1,1
loco_iso834,global_stats,44,terminal,50%,158,79,True,0.0518446209121354,0.0020594948171814773,0.0020594948171814773,0.0033399910206281663,0.6185757534986086,0.05442214012145996,78,1,1
loco_iso834,global_stats,44,J,10%,158,15,True,0.34799603945472174,0.0063430979040762225,0.0063430979040762225,0.014375006001227875,0.6938379142672265,0.35537186345706384,14,1,1
loco_iso834,global_stats,44,J,25%,158,39,True,0.3521999842972837,0.0033287531990780495,0.0033287531990780495,0.010171061158665895,0.7534222981985996,0.35726920096203685,38,1,1
loco_iso834,global_stats,44,J,50%,158,79,True,0.35732573441618787,0.003180443850357595,0.003180443850357595,0.005045311039761746,0.6133553828381273,0.3615970159570376,78,1,1
loco_iso834,global_stats,45,terminal,10%,158,15,True,0.044720955193042755,0.002588706215222676,0.002588706215222676,0.010463656739720814,0.8016676195598574,0.04883626848459244,14,1,1
loco_iso834,global_stats,45,terminal,25%,158,39,True,0.04850052201595062,0.0024268677792488036,0.0024268677792488036,0.006684089916812949,0.7336319780852647,0.050891466438770294,38,1,1
loco_iso834,global_stats,45,terminal,50%,158,79,True,0.051945776218854926,0.0021606501239010006,0.0021606501239010006,0.003238835713908643,0.5998415055057371,0.053945958614349365,78,1,1
loco_iso834,global_stats,45,J,10%,158,15,True,0.34761977672990824,0.0059668351792627194,0.0059668351792627194,0.014751268726041378,0.7119989741080923,0.354185008443892,14,1,1
loco_iso834,global_stats,45,J,25%,158,39,True,0.3521999842972837,0.0033287531990780495,0.0033287531990780495,0.010171061158665895,0.7534222981985996,0.3563405046860377,38,1,1
loco_iso834,global_stats,45,J,50%,158,79,True,0.35748590910257094,0.0033406185367406693,0.0033406185367406693,0.004885136353378672,0.593883044004463,0.3607409865905841,78,1,1
loco_iso834,global_stats,46,terminal,10%,158,15,True,0.044954122106234236,0.002821873128414157,0.002821873128414157,0.010230489826529333,0.7838036577625669,0.04900386929512024,14,1,1
loco_iso834,global_stats,46,terminal,25%,158,39,True,0.04840667459827203,0.0023330203615702164,0.0023330203615702164,0.006777937334491536,0.743932477858099,0.05029168352484703,38,1,1
loco_iso834,global_stats,46,terminal,50%,158,79,True,0.051817168351970144,0.0020320422570162186,0.0020320422570162186,0.003367443580793425,0.6236600450385592,0.05348929017782211,78,1,1
loco_iso834,global_stats,46,J,10%,158,15,True,0.34736181869895927,0.005708877148313751,0.005708877148313751,0.015009226756990346,0.7244498254083857,0.3550160587144395,14,1,1
loco_iso834,global_stats,46,J,25%,158,39,True,0.3528460712076571,0.003974840109451427,0.003974840109451427,0.009524974248292517,0.7055633504196058,0.3570185017461578,38,1,1
loco_iso834,global_stats,46,J,50%,158,79,True,0.35748590910257094,0.0033406185367406693,0.0033406185367406693,0.004885136353378672,0.593883044004463,0.36106106132889787,78,1,1
loco_astm_e119,fire_only,42,terminal,10%,95,9,True,0.05950611880735347,0.015378432237265406,0.015378432237265406,0.0,0.0,0.06062694638967514,0,95,9
loco_astm_e119,fire_only,42,terminal,25%,95,23,True,0.05950611880735347,0.010677916548072063,0.010677916548072063,0.0,0.0,0.06062694638967514,0,95,23
loco_astm_e119,fire_only,42,terminal,50%,95,47,True,0.059506118807353466,0.006502036911342601,0.006502036911342601,6.938893903907228e-18,1.0671877134075532e-15,0.06062694638967514,0,95,47
loco_astm_e119,fire_only,42,J,10%,95,9,True,0.3633959943680257,0.019541985687471286,0.019541985687471286,-2.220446049250313e-16,-1.1362438212580954e-14,0.3638171143208941,0,95,9
loco_astm_e119,fire_only,42,J,25%,95,23,True,0.36339599436802555,0.01373497921304273,0.01373497921304273,-5.551115123125783e-17,-4.041589751992102e-15,0.3638171143208941,0,95,23
loco_astm_e119,fire_only,42,J,50%,95,47,True,0.3633959943680256,0.008619285332009063,0.008619285332009063,-1.1102230246251565e-16,-1.288068536845142e-14,0.3638171143208941,0,95,47
loco_astm_e119,fire_only,43,terminal,10%,95,9,True,0.05950611880735347,0.015378432237265406,0.015378432237265406,0.0,0.0,0.060944050550460815,0,95,9
loco_astm_e119,fire_only,43,terminal,25%,95,23,True,0.05950611880735347,0.010677916548072063,0.010677916548072063,0.0,0.0,0.060944050550460815,0,95,23
loco_astm_e119,fire_only,43,terminal,50%,95,47,True,0.059506118807353466,0.006502036911342601,0.006502036911342601,6.938893903907228e-18,1.0671877134075532e-15,0.060944050550460815,0,95,47
loco_astm_e119,fire_only,43,J,10%,95,9,True,0.3633959943680257,0.019541985687471286,0.019541985687471286,-2.220446049250313e-16,-1.1362438212580954e-14,0.36430717768768467,0,95,9
loco_astm_e119,fire_only,43,J,25%,95,23,True,0.36339599436802555,0.01373497921304273,0.01373497921304273,-5.551115123125783e-17,-4.041589751992102e-15,0.36430717768768467,0,95,23
loco_astm_e119,fire_only,43,J,50%,95,47,True,0.3633959943680256,0.008619285332009063,0.008619285332009063,-1.1102230246251565e-16,-1.288068536845142e-14,0.36430717768768467,0,95,47
loco_astm_e119,fire_only,44,terminal,10%,95,9,True,0.05950611880735347,0.015378432237265406,0.015378432237265406,0.0,0.0,0.06070786714553833,0,95,9
loco_astm_e119,fire_only,44,terminal,25%,95,23,True,0.05950611880735347,0.010677916548072063,0.010677916548072063,0.0,0.0,0.06070786714553833,0,95,23
loco_astm_e119,fire_only,44,terminal,50%,95,47,True,0.059506118807353466,0.006502036911342601,0.006502036911342601,6.938893903907228e-18,1.0671877134075532e-15,0.06070786714553833,0,95,47
loco_astm_e119,fire_only,44,J,10%,95,9,True,0.3633959943680257,0.019541985687471286,0.019541985687471286,-2.220446049250313e-16,-1.1362438212580954e-14,0.3636521571626266,0,95,9
loco_astm_e119,fire_only,44,J,25%,95,23,True,0.36339599436802555,0.01373497921304273,0.01373497921304273,-5.551115123125783e-17,-4.041589751992102e-15,0.3636521571626266,0,95,23
loco_astm_e119,fire_only,44,J,50%,95,47,True,0.3633959943680256,0.008619285332009063,0.008619285332009063,-1.1102230246251565e-16,-1.288068536845142e-14,0.3636521571626266,0,95,47
loco_astm_e119,fire_only,45,terminal,10%,95,9,True,0.05950611880735347,0.015378432237265406,0.015378432237265406,0.0,0.0,0.061308734118938446,0,95,9
loco_astm_e119,fire_only,45,terminal,25%,95,23,True,0.05950611880735347,0.010677916548072063,0.010677916548072063,0.0,0.0,0.061308734118938446,0,95,23
loco_astm_e119,fire_only,45,terminal,50%,95,47,True,0.059506118807353466,0.006502036911342601,0.006502036911342601,6.938893903907228e-18,1.0671877134075532e-15,0.061308734118938446,0,95,47
loco_astm_e119,fire_only,45,J,10%,95,9,True,0.3633959943680257,0.019541985687471286,0.019541985687471286,-2.220446049250313e-16,-1.1362438212580954e-14,0.3635218639547626,0,95,9
loco_astm_e119,fire_only,45,J,25%,95,23,True,0.36339599436802555,0.01373497921304273,0.01373497921304273,-5.551115123125783e-17,-4.041589751992102e-15,0.3635218639547626,0,95,23
loco_astm_e119,fire_only,45,J,50%,95,47,True,0.3633959943680256,0.008619285332009063,0.008619285332009063,-1.1102230246251565e-16,-1.288068536845142e-14,0.3635218639547626,0,95,47
loco_astm_e119,fire_only,46,terminal,10%,95,9,True,0.05950611880735347,0.015378432237265406,0.015378432237265406,0.0,0.0,0.06041589006781578,0,95,9
loco_astm_e119,fire_only,46,terminal,25%,95,23,True,0.05950611880735347,0.010677916548072063,0.010677916548072063,0.0,0.0,0.06041589006781578,0,95,23
loco_astm_e119,fire_only,46,terminal,50%,95,47,True,0.059506118807353466,0.006502036911342601,0.006502036911342601,6.938893903907228e-18,1.0671877134075532e-15,0.06041589006781578,0,95,47
loco_astm_e119,fire_only,46,J,10%,95,9,True,0.3633959943680257,0.019541985687471286,0.019541985687471286,-2.220446049250313e-16,-1.1362438212580954e-14,0.3638198102203508,0,95,9
loco_astm_e119,fire_only,46,J,25%,95,23,True,0.36339599436802555,0.01373497921304273,0.01373497921304273,-5.551115123125783e-17,-4.041589751992102e-15,0.3638198102203508,0,95,23
loco_astm_e119,fire_only,46,J,50%,95,47,True,0.3633959943680256,0.008619285332009063,0.008619285332009063,-1.1102230246251565e-16,-1.288068536845142e-14,0.3638198102203508,0,95,47
loco_astm_e119,global_stats,42,terminal,10%,95,9,True,0.04962186680899726,0.005494180238909192,0.005494180238909192,0.009884251998356214,0.642734697910522,0.054310716688632965,8,1,1
loco_astm_e119,global_stats,42,terminal,25%,95,23,True,0.052229728711688,0.0034015264524065933,0.0034015264524065933,0.007276390095665469,0.6814428697683771,0.056836266070604324,22,1,1
loco_astm_e119,global_stats,42,terminal,50%,95,47,True,0.05470295012631315,0.0016988682303022834,0.0016988682303022834,0.004803168681040325,0.7387175352175164,0.059193797409534454,46,1,1
loco_astm_e119,global_stats,42,J,10%,95,9,True,0.35287691107088764,0.00902290239033321,0.00902290239033321,0.010519083297137855,0.5382811893001204,0.3513625502586365,8,1,1
loco_astm_e119,global_stats,42,J,25%,95,23,True,0.35525422193029005,0.0055932067753072245,0.0055932067753072245,0.00814177243773545,0.5927764659449983,0.3561712863544623,22,1,1
loco_astm_e119,global_stats,42,J,50%,95,47,True,0.35853771104259385,0.0037610020065773075,0.0037610020065773075,0.004858283325431645,0.5636526856106866,0.360219767006735,46,1,1
loco_astm_e119,global_stats,43,terminal,10%,95,9,True,0.04962186680899726,0.005494180238909192,0.005494180238909192,0.009884251998356214,0.642734697910522,0.06001888960599899,8,1,1
loco_astm_e119,global_stats,43,terminal,25%,95,23,True,0.052229728711688,0.0034015264524065933,0.0034015264524065933,0.007276390095665469,0.6814428697683771,0.06314831227064133,22,1,1
loco_astm_e119,global_stats,43,terminal,50%,95,47,True,0.054655460838941815,0.0016513789429309506,0.0016513789429309506,0.004850657968411658,0.746021290643526,0.06597834825515747,46,1,1
loco_astm_e119,global_stats,43,J,10%,95,9,True,0.35260163393147564,0.00874762525092121,0.00874762525092121,0.010794360436549855,0.552367635980331,0.3541411801241338,8,1,1
loco_astm_e119,global_stats,43,J,25%,95,23,True,0.3555751864514921,0.005914171296509285,0.005914171296509285,0.00782080791653339,0.5694080635452863,0.35827964805066587,22,1,1
loco_astm_e119,global_stats,43,J,50%,95,47,True,0.3578279097769278,0.003051200740911253,0.003051200740911253,0.0055680845910976995,0.6460030474243402,0.36158937166134514,46,1,1
loco_astm_e119,global_stats,44,terminal,10%,95,9,True,0.05094282908572091,0.006815142515632845,0.006815142515632845,0.008563289721632561,0.5568376274976704,0.054428305476903915,8,1,1
loco_astm_e119,global_stats,44,terminal,25%,95,23,True,0.05199342787913654,0.003165225619855133,0.003165225619855133,0.007512690928216929,0.7035727329760199,0.05609330162405968,22,1,1
loco_astm_e119,global_stats,44,terminal,50%,95,47,True,0.05489671230316162,0.0018926304071507569,0.0018926304071507569,0.004609406504191851,0.7089173080747788,0.05897201597690582,46,1,1
loco_astm_e119,global_stats,44,J,10%,95,9,True,0.35260163393147564,0.00874762525092121,0.00874762525092121,0.010794360436549855,0.552367635980331,0.3561944318935275,8,1,1
loco_astm_e119,global_stats,44,J,25%,95,23,True,0.3548512223041684,0.005190207149185555,0.005190207149185555,0.00854477206385712,0.6221175825110127,0.3595928736962378,22,1,1
loco_astm_e119,global_stats,44,J,50%,95,47,True,0.358326113537773,0.003549404501756448,0.003549404501756448,0.0050698808302525045,0.5882019952889568,0.36280407281592486,46,1,1
loco_astm_e119,global_stats,45,terminal,10%,95,9,True,0.0498880363172955,0.005760349747207433,0.005760349747207433,0.009618082490057973,0.6254267237170765,0.05423921346664429,8,1,1
loco_astm_e119,global_stats,45,terminal,25%,95,23,True,0.05199342787913654,0.003165225619855133,0.003165225619855133,0.007512690928216929,0.7035727329760199,0.056672487407922745,22,1,1
loco_astm_e119,global_stats,45,terminal,50%,95,47,True,0.05480804286421614,0.0018039609682052732,0.0018039609682052732,0.004698075943137335,0.7225544867242575,0.0592796690762043,46,1,1
loco_astm_e119,global_stats,45,J,10%,95,9,True,0.3525267065640677,0.00867269788351327,0.00867269788351327,0.010869287803957794,0.5562018096721058,0.35529811965922514,8,1,1
loco_astm_e119,global_stats,45,J,25%,95,23,True,0.3548512223041684,0.005190207149185555,0.005190207149185555,0.00854477206385712,0.6221175825110127,0.357880730740726,22,1,1
loco_astm_e119,global_stats,45,J,50%,95,47,True,0.35800770225584616,0.0032309932198296143,0.0032309932198296143,0.005388292112179338,0.625143721854658,0.36150072505697606,46,1,1
loco_astm_e119,global_stats,46,terminal,10%,95,9,True,0.04962186680899726,0.005494180238909192,0.005494180238909192,0.009884251998356214,0.642734697910522,0.053533680737018585,8,1,1
loco_astm_e119,global_stats,46,terminal,25%,95,23,True,0.052229728711688,0.0034015264524065933,0.0034015264524065933,0.007276390095665469,0.6814428697683771,0.05584542453289032,22,1,1
loco_astm_e119,global_stats,46,terminal,50%,95,47,True,0.05489671230316162,0.0018926304071507569,0.0018926304071507569,0.004609406504191851,0.7089173080747788,0.0596977137029171,46,1,1
loco_astm_e119,global_stats,46,J,10%,95,9,True,0.35260163393147564,0.00874762525092121,0.00874762525092121,0.010794360436549855,0.552367635980331,0.35654519287248454,8,1,1
loco_astm_e119,global_stats,46,J,25%,95,23,True,0.35525422193029005,0.0055932067753072245,0.0055932067753072245,0.00814177243773545,0.5927764659449983,0.3602827866561711,22,1,1
loco_astm_e119,global_stats,46,J,50%,95,47,True,0.3578048103825843,0.0030281013465677797,0.0030281013465677797,0.005591183985441173,0.6486830137386808,0.36375418457513053,46,1,1
loco_perturbed_iso,fire_only,42,terminal,10%,111,11,True,0.05054133114489642,0.011470503766428344,0.011470503766428344,0.0032316261626334566,0.21980666598827148,0.05256574600934982,10,1,1
loco_perturbed_iso,fire_only,42,terminal,25%,111,27,True,0.05105042181633137,0.00723717651433415,0.00723717651433415,0.0027225354911985106,0.2733548409518399,0.0553467757999897,26,1,1
loco_perturbed_iso,fire_only,42,terminal,50%,111,55,True,0.053065120967838796,0.005146012587867899,0.005146012587867899,0.0007078363396910842,0.1209181084873414,0.05766797438263893,42,24,13
loco_perturbed_iso,fire_only,42,J,10%,111,11,True,0.3575838128782131,0.01800860827224271,0.01800860827224271,0.0022344470155047924,0.11038091749209589,0.36051703710108995,10,1,1
loco_perturbed_iso,fire_only,42,J,25%,111,27,True,0.35749892562261637,0.011410905090350865,0.011410905090350865,0.0023193342711015363,0.16892161964874838,0.3611149387434125,19,26,8
loco_perturbed_iso,fire_only,42,J,50%,111,55,True,0.3587493488446555,0.006785536464868014,0.006785536464868014,0.0010689110490624265,0.1360899092096082,0.3617220129507283,54,1,1
loco_perturbed_iso,fire_only,43,terminal,10%,111,11,True,0.0475912212648175,0.008520393886349419,0.008520393886349419,0.006181736042712382,0.42046533886854737,0.05543644726276398,10,1,1
loco_perturbed_iso,fire_only,43,terminal,25%,111,27,True,0.051268708098817756,0.007455462796820536,0.007455462796820536,0.002504249208712124,0.25143791379921465,0.056313406676054,26,1,1
loco_perturbed_iso,fire_only,43,terminal,50%,111,55,True,0.05277644589712674,0.004857337517155842,0.004857337517155842,0.0009965114104031406,0.17023182913240628,0.056710224598646164,34,24,21
loco_perturbed_iso,fire_only,43,J,10%,111,11,True,0.35896108823574396,0.01938588362977356,0.01938588362977356,0.000857171657973943,0.04234398640865061,0.35959979298835,10,1,1
loco_perturbed_iso,fire_only,43,J,25%,111,27,True,0.3571013598089926,0.011013339276727097,0.011013339276727097,0.0027169000847253044,0.19787711001987277,0.3599990924509863,18,26,9
loco_perturbed_iso,fire_only,43,J,50%,111,55,True,0.35892514095557004,0.006961328575782577,0.006961328575782577,0.0008931189381478633,0.1137086900846751,0.3605230707054337,54,1,1
loco_perturbed_iso,fire_only,44,terminal,10%,111,11,True,0.04872803660956296,0.00965720923109488,0.00965720923109488,0.005044920697966922,0.3431421652718898,0.053698308765888214,10,1,1
loco_perturbed_iso,fire_only,44,terminal,25%,111,27,True,0.051222859571377434,0.0074096142693802144,0.0074096142693802144,0.0025500977361524457,0.2560413127142488,0.05480522662401199,26,1,1
loco_perturbed_iso,fire_only,44,terminal,50%,111,55,True,0.05269268236941461,0.004773573989443711,0.004773573989443711,0.001080274938115272,0.18454096637675613,0.05537820979952812,33,24,22
loco_perturbed_iso,fire_only,44,J,10%,111,11,True,0.35739699003540654,0.017821785429436132,0.017821785429436132,0.00242126985831137,0.11960990195866777,0.35978039319937427,10,1,1
loco_perturbed_iso,fire_only,44,J,25%,111,27,True,0.35739827338599045,0.011310252853724945,0.011310252853724945,0.0024199865077274563,0.17625231753217355,0.36019764421507716,20,26,7
loco_perturbed_iso,fire_only,44,J,50%,111,55,True,0.3584570347207287,0.00649322234094124,0.00649322234094124,0.0013612251729892,0.17330629182701482,0.3605005028657615,54,1,1
loco_perturbed_iso,fire_only,45,terminal,10%,111,11,True,0.04847489737651565,0.00940406999804757,0.00940406999804757,0.005298059931014232,0.3603600265116363,0.05280853435397148,10,1,1
loco_perturbed_iso,fire_only,45,terminal,25%,111,27,True,0.05107539616249226,0.007262150860495038,0.007262150860495038,0.002697561145037622,0.2708473039721546,0.05410858988761902,26,1,1
loco_perturbed_iso,fire_only,45,terminal,50%,111,55,True,0.052677702440908455,0.0047585940609375585,0.0047585940609375585,0.0010952548666214243,0.18709995426515705,0.05466054752469063,35,24,20
loco_perturbed_iso,fire_only,45,J,10%,111,11,True,0.3595565723255277,0.019981367719557275,0.019981367719557275,0.00026168756819022754,0.012927276266869604,0.3594469831014673,10,1,1
loco_perturbed_iso,fire_only,45,J,25%,111,27,True,0.35753045977860093,0.011442439246335423,0.011442439246335423,0.002287800115116978,0.16662492582175725,0.35995352631434796,17,26,10
loco_perturbed_iso,fire_only,45,J,50%,111,55,True,0.357929729853164,0.005965917473376547,0.005965917473376547,0.001888530040553893,0.24044085051233025,0.36058474086845915,54,1,1
loco_perturbed_iso,fire_only,46,terminal,10%,111,11,True,0.04827332361177965,0.009202496233311569,0.009202496233311569,0.005499633695750232,0.37407054095468634,0.0533868707716465,10,1,1
loco_perturbed_iso,fire_only,46,terminal,25%,111,27,True,0.05109202089133086,0.007278775589333639,0.007278775589333639,0.0026809364161990215,0.26917810622533567,0.05452141538262367,26,1,1
loco_perturbed_iso,fire_only,46,terminal,50%,111,55,True,0.05277644589712674,0.004857337517155842,0.004857337517155842,0.0009965114104031406,0.17023182913240628,0.05525617673993111,34,24,21
loco_perturbed_iso,fire_only,46,J,10%,111,11,True,0.3591216914525086,0.019546486846538202,0.019546486846538202,0.0006965684412092998,0.03441024249095991,0.3604055220882098,10,1,1
loco_perturbed_iso,fire_only,46,J,25%,111,27,True,0.3578592847511774,0.011771264218911892,0.011771264218911892,0.001958975142540509,0.14267596441474464,0.36070843661824864,18,26,9
loco_perturbed_iso,fire_only,46,J,50%,111,55,True,0.3580722392356078,0.006108426855820359,0.006108426855820359,0.0017460206581100812,0.22229706863702192,0.36123000970110297,54,1,1
loco_perturbed_iso,global_stats,42,terminal,10%,111,11,True,0.04512085257606073,0.006050025197592651,0.006050025197592651,0.00865210473146915,0.588493284525154,0.049126822501420975,10,1,1
loco_perturbed_iso,global_stats,42,terminal,25%,111,27,True,0.04696148675349024,0.0031482414514930196,0.0031482414514930196,0.006811470554039641,0.6839023608570048,0.05382959172129631,26,1,1
loco_perturbed_iso,global_stats,42,terminal,50%,111,55,True,0.04979335333813321,0.0018742449581623105,0.0018742449581623105,0.003979603969396672,0.6798268999839293,0.05769580975174904,54,1,1
loco_perturbed_iso,global_stats,42,J,10%,111,11,True,0.3496395077217709,0.010064303115800477,0.010064303115800477,0.010178752171947025,0.5028268720931622,0.3550589864142239,10,1,1
loco_perturbed_iso,global_stats,42,J,25%,111,27,True,0.3501365615399899,0.004048541007724393,0.004048541007724393,0.009681698353728008,0.7051368952029592,0.35749477297067644,26,1,1
loco_perturbed_iso,global_stats,42,J,50%,111,55,True,0.35335890280195703,0.0013950904221695648,0.0013950904221695648,0.006459357091760876,0.8223821064823121,0.3611876784202953,54,1,1
loco_perturbed_iso,global_stats,43,terminal,10%,111,11,True,0.04470295086503029,0.00563212348656221,0.00563212348656221,0.009070006442499591,0.6169178538254411,0.05146728456020355,10,1,1
loco_perturbed_iso,global_stats,43,terminal,25%,111,27,True,0.046050546759808506,0.002237301457811286,0.002237301457811286,0.007722410547721374,0.7753648442275785,0.05382634326815605,26,1,1
loco_perturbed_iso,global_stats,43,terminal,50%,111,55,True,0.04892391779206016,0.0010048094120892609,0.0010048094120892609,0.004849039515469722,0.8283506416848615,0.05621417239308357,54,1,1
loco_perturbed_iso,global_stats,43,J,10%,111,11,True,0.35085380453277715,0.011278599926806743,0.011278599926806743,0.00896445536094076,0.4428410254042367,0.35427839461093147,10,1,1
loco_perturbed_iso,global_stats,43,J,25%,111,27,True,0.3510658793450322,0.004977858812766689,0.004977858812766689,0.008752380548685712,0.6374528745112769,0.35643194305400056,26,1,1
loco_perturbed_iso,global_stats,43,J,50%,111,55,True,0.3534887840587533,0.001524971678965814,0.001524971678965814,0.006329475834964626,0.8058460921330031,0.36152856930469474,54,1,1
loco_perturbed_iso,global_stats,44,terminal,10%,111,11,True,0.04470295086503029,0.00563212348656221,0.00563212348656221,0.009070006442499591,0.6169178538254411,0.05254039540886879,10,1,1
loco_perturbed_iso,global_stats,44,terminal,25%,111,27,True,0.04620092113812765,0.0023876758361304276,0.0023876758361304276,0.0075720361694022326,0.7602665785110991,0.055920593440532684,26,1,1
loco_perturbed_iso,global_stats,44,terminal,50%,111,55,True,0.049688674915920605,0.0017695665359497084,0.0017695665359497084,0.004084282391609274,0.6977088821648826,0.05868474766612053,54,1,1
loco_perturbed_iso,global_stats,44,J,10%,111,11,True,0.3509479893738347,0.011372784767864297,0.011372784767864297,0.008870270519883205,0.4381883265048486,0.3553218025714159,10,1,1
loco_perturbed_iso,global_stats,44,J,25%,111,27,True,0.35143748333125757,0.005349462798992066,0.005349462798992066,0.008380776562460335,0.6103882344534601,0.35783541469524305,26,1,1
loco_perturbed_iso,global_stats,44,J,50%,111,55,True,0.35352656632323154,0.001562753943444073,0.001562753943444073,0.0062916935704863675,0.8010357901466126,0.3616756825397412,54,1,1
loco_perturbed_iso,global_stats,45,terminal,10%,111,11,True,0.04432782259854404,0.005256995220075958,0.005256995220075958,0.009445134708985843,0.6424330865363651,0.05037389695644379,10,1,1
loco_perturbed_iso,global_stats,45,terminal,25%,111,27,True,0.04689469505791311,0.0030814497559158924,0.0030814497559158924,0.006878262249616768,0.6906085482989734,0.05428547039628029,26,1,1
loco_perturbed_iso,global_stats,45,terminal,50%,111,55,True,0.04963448013771664,0.0017153717577457414,0.0017153717577457414,0.004138477169813241,0.7069668556579849,0.05745094269514084,54,1,1
loco_perturbed_iso,global_stats,45,J,10%,111,11,True,0.35085380453277715,0.011278599926806743,0.011278599926806743,0.00896445536094076,0.4428410254042367,0.3548948768215875,10,1,1
loco_perturbed_iso,global_stats,45,J,25%,111,27,True,0.3510658793450322,0.004977858812766689,0.004977858812766689,0.008752380548685712,0.6374528745112769,0.35693539039542277,26,1,1
loco_perturbed_iso,global_stats,45,J,50%,111,55,True,0.35332263647155326,0.0013588240917657979,0.0013588240917657979,0.0064956234221646425,0.8269994051961231,0.36139212020983297,54,1,1
loco_perturbed_iso,global_stats,46,terminal,10%,111,11,True,0.04470295086503029,0.00563212348656221,0.00563212348656221,0.009070006442499591,0.6169178538254411,0.04840546101331711,10,1,1
loco_perturbed_iso,global_stats,46,terminal,25%,111,27,True,0.045729939446405125,0.0019166941444079058,0.0019166941444079058,0.008043017861124754,0.807555264314553,0.051321692764759064,26,1,1
loco_perturbed_iso,global_stats,46,terminal,50%,111,55,True,0.04929541572928429,0.001376307349313391,0.001376307349313391,0.004477541578245592,0.7648884748572932,0.053953126072883606,54,1,1
loco_perturbed_iso,global_stats,46,J,10%,111,11,True,0.34967278885006,0.010097584244089575,0.010097584244089575,0.010145471043657928,0.501182795751127,0.35430225062494475,10,1,1
loco_perturbed_iso,global_stats,46,J,25%,111,27,True,0.35102181136148214,0.004933790829216633,0.004933790829216633,0.008796448532235768,0.6406624313434598,0.3567929000593722,26,1,1
loco_perturbed_iso,global_stats,46,J,50%,111,55,True,0.35332263647155326,0.0013588240917657979,0.0013588240917657979,0.0064956234221646425,0.8269994051961231,0.3608477226148049,54,1,1
loco_plateau,fire_only,42,terminal,10%,103,10,True,0.02895383443683386,0.0022532660514116287,0.0022532660514116287,0.09688236297659794,0.9772708755317929,0.05333137512207031,9,1,1
loco_plateau,fire_only,42,terminal,25%,103,25,True,0.042219527626508165,0.0016634644960102293,0.0016634644960102293,0.08361666978692364,0.980494114954236,0.05594588816165924,13,19,12
loco_plateau,fire_only,42,terminal,50%,103,51,True,0.0572696286162325,0.00013835961912192496,0.00013835961912192496,0.0685665687971993,0.9979861762131018,0.1071656122803688,50,1,1
loco_plateau,fire_only,42,J,10%,103,10,True,0.32354684266106537,0.002267347564920752,0.002267347564920752,0.06559799269301364,0.9665904929334578,0.3480416842115422,9,1,1
loco_plateau,fire_only,42,J,25%,103,25,True,0.34029749769286105,0.00429091749033117,0.00429091749033117,0.04884733766121796,0.9192499362635531,0.35413601764788233,16,19,9
loco_plateau,fire_only,42,J,50%,103,51,True,0.3498039039411867,0.00042199451305879876,0.00042199451305879876,0.0393409314128923,0.9893872368988976,0.3802317187190056,50,1,1
loco_plateau,fire_only,43,terminal,10%,103,10,True,0.02744301352649927,0.0007424451410770402,0.0007424451410770402,0.09839318388693252,0.9925108142414946,0.051375776529312134,9,1,1
loco_plateau,fire_only,43,terminal,25%,103,25,True,0.042219527626508165,0.0016634644960102293,0.0016634644960102293,0.08361666978692364,0.980494114954236,0.05596989020705223,13,19,12
loco_plateau,fire_only,43,terminal,50%,103,51,True,0.0572696286162325,0.00013835961912192496,0.00013835961912192496,0.0685665687971993,0.9979861762131018,0.11203492432832718,50,1,1
loco_plateau,fire_only,43,J,10%,103,10,True,0.322008358843935,0.0007288637477904092,0.0007288637477904092,0.06713647651014398,0.9892601474475744,0.3434649941821893,9,1,1
loco_plateau,fire_only,43,J,25%,103,25,True,0.34029749769286105,0.00429091749033117,0.00429091749033117,0.04884733766121796,0.9192499362635531,0.3531598835873107,16,19,9
