protocol,model,seed,stratum,group,case_count,geometry_count,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
loco_astm_e119,fire_only,42,fire_family,astm_e119,95,95,0.012032401833017906,0.01576575450424498,0.014842789755887901,0.9963007856135447,0.0738065242767334,0.09060817956924438,0.0268245667219162,0.042011720538139376,0.010624815694621353,0.01838740142153912,0.020205935145743554,0.029474588935492475,0.028712034225463867,0.04715161919593812,0.05149028301239012,0.06305395245552066
loco_astm_e119,fire_only,42,crack_count,1,8,8,0.013748504816875106,0.017142177758803355,0.01672397241865293,0.9955509011224254,0.03341329097747803,0.05541086196899414,0.01688728481531142,0.028617077767848963,0.013746045102350047,0.017455187977337448,0.017935828290513305,0.01832034054105399,0.023544400930404663,0.03171845078468323,0.03256587088108063,0.03324380695819855
loco_astm_e119,fire_only,42,crack_count,10,3,3,0.009511550328607768,0.013172875232279535,0.013060123940258872,0.997457406671077,0.0383661687374115,0.08228141069412231,0.020306840538978577,0.027796348631382032,0.008607620098551766,0.011693542169742898,0.012079282428641789,0.012387874635760902,0.032902538776397705,0.03727344274520874,0.03781980574131012,0.03825689613819122
loco_astm_e119,fire_only,42,crack_count,11,6,6,0.013986917151535142,0.017911721647580987,0.017230431372317362,0.9953392018949128,0.055981457233428955,0.08491164445877075,0.02938823401927948,0.04888596385717402,0.013872916825482102,0.018525392824753385,0.019236596682887585,0.019805559769394944,0.032664328813552856,0.051706865429878235,0.053844161331653595,0.055553998053073886
loco_astm_e119,fire_only,42,crack_count,12,7,7,0.013630622251949488,0.018263581003380974,0.01766478744287709,0.9951543823420954,0.06236761808395386,0.09060817956924438,0.02782424837350845,0.043814347982406625,0.012076117953316111,0.01982713978065819,0.02014257547552468,0.020394924031417877,0.03070831298828125,0.05090757608413697,0.056637597084045394,0.06122161388397216
loco_astm_e119,fire_only,42,crack_count,13,2,2,0.012504647043151934,0.016692875723698864,0.016347353932837608,0.9958559870229053,0.046730637550354004,0.046730637550354004,0.03950690627098082,0.04438061863183973,0.012504647043151934,0.01569886423158841,0.01609814138014297,0.016417563098986617,0.04331889748573303,0.04604828953742981,0.04638946354389191,0.04666240274906158
loco_astm_e119,fire_only,42,crack_count,14,2,2,0.030389865768737482,0.03327152793938611,0.03324100353544426,0.9847202349552525,0.0738065242767334,0.08697515726089478,0.04677338302135466,0.06010057687759396,0.030389865768737482,0.031221935617142038,0.03132594434819261,0.03140915133303306,0.06515046954154968,0.07207531332969666,0.07294091880321503,0.07363340318202972
loco_astm_e119,fire_only,42,crack_count,2,5,5,0.01085110041694563,0.013875724221954749,0.01358480394455459,0.997110698747455,0.03779727220535278,0.04389059543609619,0.007778328657150269,0.02133891344070432,0.012200927392381137,0.0135940854666663,0.013796905220532027,0.013959161023624609,0.032209813594818115,0.03666342496871948,0.03723034858703613,0.03768388748168945
loco_astm_e119,fire_only,42,crack_count,3,14,14,0.012016996850349024,0.015887837629684754,0.01529527503008632,0.9961645367972926,0.054911673069000244,0.061290860176086426,0.02099199444055557,0.04014335393905644,0.009824958003935267,0.018001948162669045,0.018475432932132583,0.018671000896662963,0.03407162427902222,0.04884086847305298,0.05173466801643371,0.05427627205848694
loco_astm_e119,fire_only,42,crack_count,4,8,8,0.011514460263376842,0.014424984117238675,0.01421413932228004,0.9968687902256744,0.04604262113571167,0.04604262113571167,0.026154559850692732,0.04039960384368896,0.010937994895655601,0.014475236112465623,0.015298853735210465,0.01595774783340634,0.027502551674842834,0.042889845371246335,0.044466233253479,0.04572734355926514
