protocol,model,seed,time_s,case_MAE,case_RMSE,maximum_overprediction
loco_astm_e119,fire_only,42,0,0.0023548007011413574,0.0023548007011413574,0.0
loco_astm_e119,fire_only,42,60,0.005929559155514365,0.006029963755605193,0.010354340076446533
loco_astm_e119,fire_only,42,120,0.01623500209105642,0.01706295954873675,0.0003814697265625
loco_astm_e119,fire_only,42,180,0.03046533183047646,0.03686365976044551,0.05002397298812866
loco_astm_e119,fire_only,42,240,0.013670953323966579,0.017839110650352194,0.05362284183502197
loco_astm_e119,fire_only,42,300,0.013889204200945403,0.018551684138373003,0.05466330051422119
loco_astm_e119,fire_only,42,360,0.013792507899434942,0.018430257782603467,0.054911673069000244
loco_astm_e119,fire_only,42,420,0.01134330849898489,0.014957427862897563,0.05207246541976929
loco_astm_e119,fire_only,42,480,0.010498060050763583,0.01333060441022743,0.042621731758117676
loco_astm_e119,fire_only,42,540,0.012272891872807553,0.015044681025717146,0.04052978754043579
loco_astm_e119,fire_only,42,600,0.015185893836774324,0.01888964577279978,0.05158567428588867
loco_astm_e119,fire_only,42,660,0.018015421691693758,0.022424231071843777,0.054342031478881836
loco_astm_e119,fire_only,42,720,0.020586342560617546,0.025511289813426624,0.06236761808395386
loco_astm_e119,fire_only,42,780,0.02140289482317473,0.026497180317463027,0.06105917692184448
loco_astm_e119,fire_only,42,840,0.022458791105370773,0.02739896153060617,0.0738065242767334
loco_astm_e119,fire_only,42,900,0.020251165565691495,0.024631407675076517,0.051905930042266846
loco_astm_e119,fire_only,42,960,0.015311743083753084,0.0187968078384012,0.047432273626327515
loco_astm_e119,fire_only,42,1020,0.011254224024320903,0.01344822609697921,0.027022957801818848
loco_astm_e119,fire_only,42,1080,0.010101537955434699,0.012112750863805472,0.02911415696144104
loco_astm_e119,fire_only,42,1140,0.010152224176808408,0.012544508798828775,0.04035294055938721
loco_astm_e119,fire_only,42,1200,0.010491655374828138,0.01263440340231574,0.033915430307388306
loco_astm_e119,fire_only,42,1260,0.009563019401148745,0.011462659681538923,0.03155478835105896
loco_astm_e119,fire_only,42,1320,0.010205113574078209,0.012635729925806577,0.039319634437561035
loco_astm_e119,fire_only,42,1380,0.010465680611760992,0.01323950020702048,0.037556469440460205
loco_astm_e119,fire_only,42,1440,0.01262965202331543,0.01563445322154104,0.0383661687374115
loco_astm_e119,fire_only,42,1500,0.013878881617596275,0.01719152982022872,0.0496554970741272
loco_astm_e119,fire_only,42,1560,0.014513921737670899,0.017672935744553888,0.04826292395591736
loco_astm_e119,fire_only,42,1620,0.01383509635925293,0.01650129972039726,0.04619535803794861
loco_astm_e119,fire_only,42,1680,0.013571844916594656,0.016554885623203064,0.04872897267341614
loco_astm_e119,fire_only,42,1740,0.014345389290859824,0.017230658705892424,0.04822307825088501
