protocol,model,seed,rule,same_trained_checkpoint,refitting,checkpoint_sha256,directed_edge_total,mean_abs_prediction_change,MAE_change_vs_complete,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
loco_plateau,gnn,42,radius,True,False,0f41d02292ed3a1796f3f529256ce840770a30baf5d2123a014bc982df5e2f8c,2156,0.004817344713956118,0.00043604264995455305,0.010347201261528875,0.013669166426098448,0.01314223294336416,0.9968155787891341,0.07528680562973022,0.07528680562973022,0.025282280147075648,0.03914188027381909,0.009480226723874201,0.015958328032102738,0.017160026936746033,0.02103977033837897,0.03349721431732178,0.052674388885498045,0.05419001579284667,0.06918653011322025
loco_plateau,gnn,42,symmetric_knn,True,False,0f41d02292ed3a1796f3f529256ce840770a30baf5d2123a014bc982df5e2f8c,2138,0.003132204059511423,-0.0002675440610664659,0.009643614550507856,0.012810012586064776,0.012339665942853186,0.9972033020858733,0.07172662019729614,0.07172662019729614,0.023414387553930258,0.036151468157768304,0.009020460738998945,0.013595533077834081,0.016141332172956623,0.01815505667543802,0.030649125576019287,0.04787566661834716,0.052437698841094955,0.06756776571273806
loco_plateau,gnn,43,radius,True,False,6e10d1f9c32c44b5dbc79edcaa7918abcdb3b84e91a4373ba8cc5f3024349e8d,2156,0.005111719947308302,0.0006918694726742117,0.0099640885378662,0.01316207289734201,0.01266868688679481,0.9970474651724262,0.07305246591567993,0.07305246591567993,0.02304847687482834,0.03406675517559053,0.008897706866264343,0.014522715486952517,0.015755476399523308,0.020301983781525347,0.029640555381774902,0.048153197765350333,0.05415416359901426,0.05973746180534363
loco_plateau,gnn,43,symmetric_knn,True,False,6e10d1f9c32c44b5dbc79edcaa7918abcdb3b84e91a4373ba8cc5f3024349e8d,2138,0.0037143907975405455,0.00021386492867559413,0.009486083993867583,0.012658142655394293,0.012079670131473985,0.9972692218627558,0.06325209140777588,0.06668788194656372,0.020297299791127443,0.0326219654083252,0.00908909420498082,0.01304111932633353,0.015115532108017653,0.02236398171694553,0.027874231338500977,0.04585418701171875,0.053847724199295025,0.059640015363693254
loco_plateau,gnn,44,radius,True,False,e72fd2c0d9cf631a2ddc64d516faa7d0250d8f8110c649daa30f28c77954f5bd,2156,0.003538736840710044,0.0008620519393210992,0.009910613763113935,0.012968063239749318,0.01238187202143372,0.9971338647197721,0.05790579319000244,0.08780068159103394,0.02098535560071468,0.030455102920532242,0.009039493735696449,0.014102843953449217,0.01765209053505638,0.02282351401497107,0.026234090328216553,0.03959769010543823,0.04416607618331909,0.04788210868835449
loco_plateau,gnn,44,symmetric_knn,True,False,e72fd2c0d9cf631a2ddc64d516faa7d0250d8f8110c649daa30f28c77954f5bd,2138,0.0023258933797478676,0.00042791944990278746,0.009476481273695624,0.012422141742327,0.0118619228424791,0.9973700989620553,0.0572320818901062,0.08854871988296509,0.019513909518718717,0.028792679309844988,0.008725115021721262,0.012999636130254776,0.01591550558805465,0.023370265897180227,0.023767828941345215,0.0392760157585144,0.04062680602073669,0.047079404592514036
loco_plateau,gnn,45,radius,True,False,93d227ccb2a7985f7f7267906768810ab228b6845be3b990032b320da5e76f1e,2156,0.003534144489094615,0.0007874248393701742,0.010006320327206126,0.013191875637079947,0.01264439198077737,0.9970340792492162,0.06650346517562866,0.08079904317855835,0.024419379234313962,0.03503394097089775,0.009129446244142095,0.014474148242200006,0.017733087329590894,0.022133582750121603,0.02823185920715332,0.041855025291442874,0.0494287073612213,0.057862747907638554
loco_plateau,gnn,45,symmetric_knn,True,False,93d227ccb2a7985f7f7267906768810ab228b6845be3b990032b320da5e76f1e,2138,0.0019747428596019745,-3.607237965613276e-05,0.009182823108179819,0.012202941096110906,0.011740219921524785,0.9974620943332047,0.06578940153121948,0.08495450019836426,0.02221257090568542,0.03271548151969912,0.008359774947166443,0.01295691767676932,0.015154348655802289,0.017743714622786788,0.02622932195663452,0.04085630178451538,0.047611641883850066,0.06132200092077259
loco_plateau,gnn,46,radius,True,False,9d2fd540afe37fead1d4e4cab77e4bad627e205c13f7782880da2f4f095b6667,2156,0.003541218116879463,0.0014852072516482618,0.010672161686609937,0.014081760439080023,0.013303390726809647,0.9966204385376822,0.07307857275009155,0.07307857275009155,0.02681533098220825,0.03755558967590334,0.009402831069758682,0.01638362754563816,0.020738692483941053,0.02411817222345072,0.02966219186782837,0.047893160581588747,0.05108101367950439,0.0615757751464844
loco_plateau,gnn,46,symmetric_knn,True,False,9d2fd540afe37fead1d4e4cab77e4bad627e205c13f7782880da2f4f095b6667,2138,0.00181349937338382,0.0004904132870595275,0.009677367722021202,0.012911748453809898,0.012226282739488356,0.9971587034845784,0.07377773523330688,0.07377773523330688,0.024153330922126764,0.035285745561122905,0.008514599477658506,0.014872926669042618,0.017069783269381907,0.022257388637202696,0.028235673904418945,0.044381731748580934,0.04911892414093017,0.06195706486701967
loco_plateau,gnn_zero_edge_features,42,radius,True,False,63be5425c0634a79758e74b27b025ddc34745a99a8563536f60141807a227360,2156,0.0024508454371243715,0.0002871948242016732,0.00979756769628879,0.012938183783135658,0.012310324219359459,0.9971470571146758,0.06919801235198975,0.07131630182266235,0.023904296755790706,0.03623179912567141,0.008871325703917956,0.014001113133596591,0.017143267136616777,0.022117523770840454,0.027947843074798584,0.046465003490448,0.05055131912231445,0.05634539157152176
loco_plateau,gnn_zero_edge_features,42,symmetric_knn,True,False,63be5425c0634a79758e74b27b025ddc34745a99a8563536f60141807a227360,2138,0.0013868424575775862,0.00018917958333805954,0.009699552455425177,0.012830772229416813,0.012194022846633724,0.9971942301985449,0.06829953193664551,0.07313388586044312,0.022454670071601866,0.03510632187128068,0.008949596373761286,0.013927708053198016,0.017252864090145596,0.0206746601557634,0.026563082821667194,0.04376438856124878,0.05074494183063507,0.05795617133378984
