protocol,model,seed,stratum,group,case_count,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
loco_log_variant,capacity_matched_deepsets,42,fire_family,log_variant,69,0.013928691497277032,0.019941074520102808,0.018548479250987855,0.9935984594395486,0.09738099575042725,0.15382009744644165,0.03477432727813721,0.049923645257949845,0.013298066271865954,0.02040691326876156,0.025488794542329947,0.03335316409830184,0.03691834211349487,0.056451261043548584,0.06239479780197141,0.07964464187622053
loco_log_variant,capacity_matched_deepsets,42,crack_count,1,2,0.016745871207753164,0.023850448524382555,0.023850430587009416,0.9838627119350479,0.05957534909248352,0.0948285460472107,0.04613946378231047,0.055271394848823506,0.016745871207753164,0.017582632088270343,0.01768722719833499,0.017770903286386707,0.053068146109580994,0.05827390849590301,0.058924628794193266,0.05944520503282547
loco_log_variant,capacity_matched_deepsets,42,crack_count,10,4,0.009077823823928589,0.012497316109247853,0.01203767932791098,0.9976095752445904,0.032002806663513184,0.08747005462646484,0.018033733870834113,0.023833186924457544,0.008836293982372422,0.010908089439216695,0.01125672617545504,0.011535635564445715,0.022596284747123718,0.029644823074340822,0.030823814868926998,0.031767008304595945
loco_log_variant,capacity_matched_deepsets,42,crack_count,11,3,0.014663557618693574,0.01952283450216145,0.018587466700348436,0.9941888829068551,0.052353501319885254,0.1051710844039917,0.02998763918876649,0.03887844562530519,0.015277639275691549,0.019924175055300603,0.020504992027751735,0.02096964560571264,0.0401495099067688,0.04991270303726196,0.05113310217857361,0.052109421491622926
loco_log_variant,capacity_matched_deepsets,42,crack_count,12,3,0.010463224937681292,0.013692390914909152,0.012989882075950377,0.996861537386136,0.04292944073677063,0.04812735319137573,0.02689032554626465,0.0348612588644028,0.010879847358484736,0.01468281599341846,0.015158187072785176,0.015538483936278548,0.034147560596466064,0.04117306470870972,0.04205125272274017,0.04275380313396454
loco_log_variant,capacity_matched_deepsets,42,crack_count,13,1,0.015738405409406443,0.02155230096790492,0.02155230096790492,0.9898522756741562,0.05241966247558594,0.05241966247558594,0.0477752685546875,0.05167418718338013,0.015738405409406443,0.015738405409406443,0.015738405409406443,0.015738405409406443,0.05241966247558594,0.05241966247558594,0.05241966247558594,0.05241966247558594
loco_log_variant,capacity_matched_deepsets,42,crack_count,14,4,0.016014775436860126,0.01947787472471767,0.019370008086756534,0.9941075676282786,0.04761147499084473,0.04898726940155029,0.03476173877716064,0.0436482810974121,0.016394777742565654,0.017743556787733174,0.01785751838908821,0.01794868767017224,0.0437866747379303,0.0466783344745636,0.04714490473270416,0.04751816093921661
loco_log_variant,capacity_matched_deepsets,42,crack_count,15,3,0.011809172322515582,0.01809077784454582,0.016358668210371255,0.9939230287656727,0.05684095621109009,0.10773766040802002,0.03247207403182985,0.05356813073158266,0.008674484418063868,0.01662519635235677,0.017619035344143382,0.018414106537572673,0.038923799991607666,0.053257524967193604,0.055049240589141846,0.05648261308670044
loco_log_variant,capacity_matched_deepsets,42,crack_count,2,8,0.012492029683389624,0.019277958893427267,0.017841933945739144,0.9934001809443765,0.04927951097488403,0.1490822434425354,0.03075111955404281,0.04231104582548141,0.012061950857522059,0.018709290858174934,0.01910522758472161,0.019421976965958956,0.02866300940513611,0.046398895978927615,0.04783920347690582,0.04899144947528839
loco_log_variant,capacity_matched_deepsets,42,crack_count,3,4,0.010575928627971376,0.017656326726828573,0.015404616993760466,0.9959412458204687,0.03379674023017287,0.15382009744644165,0.025212556123733514,0.0312854179739952,0.010476869595863046,0.015442564252183818,0.01561600429074625,0.015754756321596196,0.030488774180412292,0.0328435777220875,0.033320158976130186,0.033701423979364334
loco_log_variant,capacity_matched_deepsets,42,crack_count,4,4,0.010674205715539023,0.016561128480187967,0.0162385403270789,0.9950444948517058,0.032825976610183716,0.09960019588470459,0.020868396759033202,0.030006764531135557,0.009872092819604716,0.013498806171729917,0.014120133734140238,0.014617195784068497,0.020368516445159912,0.02999300062656403,0.031409488618373865,0.03254267901182174
loco_log_variant,capacity_matched_deepsets,42,crack_count,5,7,0.014333895065187011,0.02142912070619224,0.020613689069744923,0.9888433571135443,0.05330103635787964,0.14114874601364136,0.032431820034980754,0.04861209988594057,0.012911926771773666,0.019191719664901984,0.020773708673774215,0.022039299880872006,0.025887399911880493,0.04947395324707032,0.051387494802474974,0.052918328046798704
loco_log_variant,capacity_matched_deepsets,42,crack_count,6,8,0.01625565598889628,0.02152190914196,0.01994830943962216,0.9922444211409119,0.05591917037963867,0.09763175249099731,0.03670924901962279,0.04913199007511138,0.016488333339573908,0.023672610423603996,0.02768060169259055,0.0308869947077798,0.03446184849599376,0.051925128698349,0.05392214953899383,0.055519766211509704
loco_log_variant,capacity_matched_deepsets,42,crack_count,7,6,0.016173321814810643,0.021952178322116656,0.02119958736876211,0.9929163978945822,0.07129812240600586,0.10544610023498535,0.042689286172389984,0.04972840100526818,0.013329792737227971,0.023947499417623537,0.02583593036979437,0.027346675131531037,0.04646195471286774,0.06382597982883453,0.0675620511174202,0.07055090814828872
loco_log_variant,capacity_matched_deepsets,42,crack_count,8,6,0.013929041977870009,0.020327736485872824,0.018887318032085144,0.992728725778336,0.058481842279434204,0.12973856925964355,0.036432377994060516,0.0506365671753884,0.011473119258880615,0.021899213067820812,0.02434637385313628,0.026304102481388654,0.03561079502105713,0.05407451093196869,0.05627817660570145,0.05804110914468765
loco_log_variant,capacity_matched_deepsets,42,crack_count,9,6,0.017456305473775708,0.023796256707753136,0.02124021221633536,0.9923578632351291,0.09738099575042725,0.13405370712280273,0.04740378260612488,0.060512012243270984,0.014422630395007427,0.030211031080994634,0.0335507044224183,0.03622244309555724,0.05474713444709778,0.0817466676235199,0.08956383168697357,0.09581756293773652
loco_log_variant,capacity_matched_deepsets,42,source_batch,batch_004,14,0.017928971025647826,0.02431084648792389,0.02370240208462365,0.9844237373142508,0.05635383725166321,0.09763175249099731,0.04231973290443419,0.050448799729347245,0.01739835690279476,0.026113762230169583,0.02911184239582937,0.031173242848427565,0.0398339182138443,0.05513373017311096,0.05607130378484726,0.05629733055830002
loco_log_variant,capacity_matched_deepsets,42,source_batch,batch_005,55,0.01291043852641901,0.01866614030352218,0.017236571620607835,0.994683319446483,0.09738099575042725,0.15382009744644165,0.032295663841068745,0.04932736396789553,0.011857484696341342,0.018515691210011967,0.021819571619586187,0.03143808247613126,0.034147560596466064,0.05782548785209656,0.06482580304145813,0.08329624414443972
loco_log_variant,capacity_matched_deepsets,42,retained_or_restored,retained911,69,0.013928691497277032,0.019941074520102808,0.018548479250987855,0.9935984594395486,0.09738099575042725,0.15382009744644165,0.03477432727813721,0.049923645257949845,0.013298066271865954,0.02040691326876156,0.025488794542329947,0.03335316409830184,0.03691834211349487,0.056451261043548584,0.06239479780197141,0.07964464187622053
loco_log_variant,capacity_matched_deepsets,42,flat_response,nonflat,69,0.013928691497277032,0.019941074520102808,0.018548479250987855,0.9935984594395486,0.09738099575042725,0.15382009744644165,0.03477432727813721,0.049923645257949845,0.013298066271865954,0.02040691326876156,0.025488794542329947,0.03335316409830184,0.03691834211349487,0.056451261043548584,0.06239479780197141,0.07964464187622053
loco_log_variant,capacity_matched_deepsets,43,fire_family,log_variant,69,0.013858651422217745,0.01853084572898055,0.017717934967542624,0.9944718748078972,0.09616321325302124,0.1443275809288025,0.030301105976104734,0.04305353403091433,0.013703053603406812,0.019812373401688746,0.02090487235882243,0.024022909567355477,0.03461757302284241,0.051434230804443364,0.05756840705871579,0.07846260786056501
loco_log_variant,capacity_matched_deepsets,43,crack_count,1,2,0.015703570891599187,0.019421918629770062,0.019395081834429482,0.9892990653755651,0.04348263144493103,0.04873085021972656,0.03186297118663786,0.0416269540786743,0.015703570891599187,0.016086837551632868,0.016134745884137075,0.016173072550140444,0.04031200706958771,0.04284850656986237,0.043165569007396695,0.04341921895742416
loco_log_variant,capacity_matched_deepsets,43,crack_count,10,4,0.013659229162378144,0.01737431255876938,0.016755967050344156,0.9953798420006459,0.033079594373703,0.06357616186141968,0.02086520493030548,0.028876149421557765,0.01142367084709103,0.01842212310579957,0.019802980369231737,0.02090766617997748,0.028686220292001963,0.03216857314109802,0.03262408375740051,0.0329884922504425
loco_log_variant,capacity_matched_deepsets,43,crack_count,11,3,0.011601419579950187,0.01814061277170061,0.01723104480967463,0.9949826108414817,0.05132704973220825,0.08008605241775513,0.01928405165672303,0.034652565121650714,0.013723114474875028,0.015094892118797928,0.01526636432428829,0.015403542088680581,0.03662160038948059,0.04838595986366272,0.049856504797935484,0.0510329407453537
loco_log_variant,capacity_matched_deepsets,43,crack_count,12,3,0.011440705731918252,0.015201567534988419,0.01477540699549012,0.9961315665781183,0.0450311005115509,0.05127602815628052,0.024242505431175232,0.03661513447761537,0.012377822741133268,0.013438007430952104,0.013570530517179458,0.013676548986161342,0.023971468210220337,0.04081917405128479,0.04292513728141784,0.04460990786552429
loco_log_variant,capacity_matched_deepsets,43,crack_count,13,1,0.016262068855957906,0.02103174193335461,0.02103174193335461,0.9903365575916298,0.05186295509338379,0.05186295509338379,0.03195321559906006,0.04804813861846923,0.016262068855957906,0.016262068855957906,0.016262068855957906,0.016262068855957906,0.05186295509338379,0.05186295509338379,0.05186295509338379,0.05186295509338379
loco_log_variant,capacity_matched_deepsets,43,crack_count,14,4,0.014357306612808197,0.018172437451378476,0.017794560179915014,0.9948709393367354,0.046940386295318604,0.046940386295318604,0.027400596439838408,0.04062919616699217,0.013149362668150762,0.01823590947467773,0.019072897158196715,0.019742487305011904,0.036712199449539185,0.04465115666389465,0.045795771479606624,0.046711463332176205
