protocol,model,seed,stratum,group,case_count,geometry_count,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
loco_external_fire,fire_only,42,fire_family,external_fire,49,49,0.016103408874257746,0.02119248105577656,0.020060063109813668,0.9893004128896044,0.06991010904312134,0.1027679443359375,0.032359343767166135,0.05028732299804686,0.015869847330890717,0.02420932850876793,0.028106403448542594,0.03430491870543993,0.03039783239364624,0.057455599308013916,0.05865160822868347,0.0671745705604553
loco_external_fire,fire_only,42,crack_count,1,2,2,0.021261619861985815,0.0247468220663782,0.024738758113771922,0.9843044426779257,0.009640097618103027,0.05119961500167847,0.0016663625836372345,0.00564955741167067,0.021261619861985815,0.021881243073549425,0.021958695974994877,0.022020658296151237,0.006750166416168213,0.009062111377716064,0.009351104497909546,0.00958229899406433
loco_external_fire,fire_only,42,crack_count,10,3,3,0.016175462899963713,0.020902403529710047,0.020523742717673345,0.9896136179370619,0.03818511962890625,0.0904199481010437,0.02636116743087769,0.033895945549011236,0.01602132423002212,0.020629121680728724,0.02120509636206705,0.02166587610713771,0.025608539581298828,0.035669803619384766,0.03692746162414551,0.0379335880279541
loco_external_fire,fire_only,42,crack_count,11,3,3,0.017005424844762668,0.022515465953244843,0.021591413260671672,0.9882975115205007,0.05171763896942139,0.10105955600738525,0.036326718330383305,0.04801819443702698,0.019639909267425537,0.022532747612624873,0.02289435240577479,0.023183636240294722,0.03717756271362305,0.04880962371826172,0.05026363134384155,0.05142683744430542
loco_external_fire,fire_only,42,crack_count,12,2,2,0.013525320980392518,0.01981699990518608,0.01979024871359792,0.9909221223462519,0.04119068384170532,0.09865081310272217,0.03133316934108733,0.04105216562747955,0.013525320980392518,0.015226839824778134,0.015439529680326336,0.015609681564764897,0.03889128565788269,0.040730804204940796,0.04096074402332306,0.04114469587802887
loco_external_fire,fire_only,42,crack_count,13,5,5,0.018920310647761236,0.02387659441119027,0.023531222823370643,0.9870614716536414,0.05791360139846802,0.10007160902023315,0.035947787761688235,0.04410148262977599,0.01939869781986612,0.0252837103898408,0.025847867131233215,0.026299192524347148,0.043842703104019165,0.05314606428146362,0.05552983283996582,0.05743684768676758
loco_external_fire,fire_only,42,crack_count,14,2,2,0.018901416634927032,0.024180278113061737,0.024049664804286035,0.9865820052623865,0.031234055757522583,0.1027679443359375,0.02579058557748794,0.029412276744842522,0.018901416634927032,0.020105660181553638,0.020256190624881966,0.020376614979544627,0.024911746382713318,0.02996959388256073,0.030601824820041656,0.0311076095700264
loco_external_fire,fire_only,42,crack_count,15,3,3,0.025531970819488898,0.03163487077728513,0.029818614840233654,0.9771393159972043,0.06991010904312134,0.09363937377929688,0.057819664478302,0.06467768907546999,0.029235989832487264,0.03594966374459814,0.036788872983612,0.03746024037482308,0.06421107053756714,0.0687703013420105,0.06934020519256592,0.06979612827301025
loco_external_fire,fire_only,42,crack_count,2,4,4,0.015781093022373856,0.01863633989612835,0.018086705950886753,0.9911631253594344,0.034026920795440674,0.0485188364982605,0.012560579180717466,0.024911440014839165,0.017201837824016318,0.019574362088422306,0.01979733361083953,0.01997571082877331,0.024642959237098694,0.03145843744277954,0.03274267911911011,0.033770072460174556
loco_external_fire,fire_only,42,crack_count,3,2,2,0.018012549544944138,0.021589656744768773,0.021557754547283182,0.9880430189789459,0.03688836097717285,0.05065792798995972,0.017940346896648328,0.03426799595355987,0.018012549544944138,0.018976043970858465,0.019096480774097754,0.01919283021668919,0.03505587577819824,0.03652186393737793,0.03670511245727539,0.03685171127319336
loco_external_fire,fire_only,42,crack_count,4,4,4,0.010493884076837634,0.013369010662909792,0.012959755841684628,0.9956233354754089,0.03238248825073242,0.07527583837509155,0.016402181982994077,0.02190341770648956,0.009461906356889694,0.013806799884702339,0.014679640531539915,0.015377913049009978,0.0260276198387146,0.03178709149360657,0.03208478987216949,0.032322948575019834
loco_external_fire,fire_only,42,crack_count,5,5,5,0.016095066559119305,0.020304680853117915,0.020158307279800915,0.9898848991422722,0.05868855118751526,0.08889085054397583,0.02665480375289917,0.04358102798461908,0.016825312473734873,0.01988814365668375,0.020167510333608408,0.020391003675148133,0.023461461067199707,0.047672671079635624,0.05318061113357543,0.05758696317672729
loco_external_fire,fire_only,42,crack_count,6,2,2,0.016767050399154913,0.02174171722130031,0.02026217321293278,0.9889663319296139,0.04720565676689148,0.0810425877571106,0.03695874810218811,0.045781313776969895,0.016767050399154913,0.02335901123578431,0.024183006340362984,0.024842202424025926,0.04208393394947052,0.046181312203407286,0.046693484485149386,0.047103222310543064
loco_external_fire,fire_only,42,crack_count,7,2,2,0.008993404321983213,0.014117172919307138,0.014070317178796843,0.9952397066283374,0.021633565425872803,0.08405393362045288,0.013086427003145216,0.019089493155479406,0.008993404321983213,0.010417579529715367,0.010595601430681886,0.0107380189514551,0.020679742097854614,0.021442800760269165,0.021538183093070984,0.02161448895931244
loco_external_fire,fire_only,42,crack_count,8,4,4,0.009330658944415263,0.0133894029062997,0.012951230768937283,0.9957572879592631,0.03986018896102905,0.07851243019104004,0.01941833198070526,0.03303019165992733,0.00900688425439303,0.012013573797999836,0.012651518194890412,0.013161873712402874,0.0249597430229187,0.03651862144470215,0.038189405202865595,0.03952603220939636
loco_external_fire,fire_only,42,crack_count,9,6,6,0.016751050908383126,0.022301378521760538,0.020627587670317315,0.9881608540302973,0.05859619379043579,0.10014736652374268,0.035276859998703,0.05392343699932099,0.016211793681637186,0.02735736758493986,0.029031096240047547,0.030370079164133697,0.02810835838317871,0.05796864628791809,0.05828242003917694,0.05853343904018402
loco_external_fire,fire_only,42,source_batch,batch_005,49,49,0.016103408874257746,0.02119248105577656,0.020060063109813668,0.9893004128896044,0.06991010904312134,0.1027679443359375,0.032359343767166135,0.05028732299804686,0.015869847330890717,0.02420932850876793,0.028106403448542594,0.03430491870543993,0.03039783239364624,0.057455599308013916,0.05865160822868347,0.0671745705604553
loco_external_fire,fire_only,42,retained_or_restored,retained911,49,49,0.016103408874257746,0.02119248105577656,0.020060063109813668,0.9893004128896044,0.06991010904312134,0.1027679443359375,0.032359343767166135,0.05028732299804686,0.015869847330890717,0.02420932850876793,0.028106403448542594,0.03430491870543993,0.03039783239364624,0.057455599308013916,0.05865160822868347,0.0671745705604553
loco_external_fire,fire_only,42,flat_response,nonflat,49,49,0.016103408874257746,0.02119248105577656,0.020060063109813668,0.9893004128896044,0.06991010904312134,0.1027679443359375,0.032359343767166135,0.05028732299804686,0.015869847330890717,0.02420932850876793,0.028106403448542594,0.03430491870543993,0.03039783239364624,0.057455599308013916,0.05865160822868347,0.0671745705604553
loco_external_fire,fire_only,43,fire_family,external_fire,49,49,0.01598228256951291,0.020970602861820703,0.019816628875131765,0.9895232822684286,0.06966835260391235,0.10065299272537231,0.032602244615554804,0.04829218149185172,0.01590201063234298,0.02420550428453039,0.028110751509666427,0.03431159693686686,0.029686570167541504,0.05426733493804932,0.055568856000900266,0.06772958040237426
loco_external_fire,fire_only,43,crack_count,1,2,2,0.021387141625412175,0.024815528910295898,0.02480678073023439,0.9842171676958517,0.011761963367462158,0.0505182147026062,0.0021217629313468925,0.007077372372150399,0.021387141625412175,0.02204475429702978,0.02212695588098198,0.022192717148143738,0.00835314393043518,0.011080199480056762,0.01142108142375946,0.011693786978721619
loco_external_fire,fire_only,43,crack_count,10,3,3,0.015826095567374934,0.02050396466876721,0.02010245630722064,0.990005811686803,0.03540545701980591,0.08830499649047852,0.02532665729522705,0.03161361187696458,0.01590201063234298,0.020170646319623852,0.020704225780533964,0.02113108934926205,0.02533543109893799,0.03339145183563232,0.03439845442771911,0.035204056501388546
loco_external_fire,fire_only,43,crack_count,11,3,3,0.016698304176981982,0.022175742048614822,0.021176026919923124,0.9886479925735128,0.048197031021118164,0.09893769025802612,0.03436417579650879,0.04589106917381287,0.019429571560171784,0.02249789653254337,0.02288143715408982,0.023188269651326976,0.03818356990814209,0.04619433879852295,0.047195684909820554,0.047996761798858645
loco_external_fire,fire_only,43,crack_count,12,2,2,0.013489844979809932,0.019470433666520872,0.019441503552711792,0.9912368597973027,0.038749873638153076,0.09653586149215698,0.031339430809020984,0.03815368473529815,0.013489844979809932,0.015258810290547669,0.015479930954389884,0.015656827485463657,0.03626999258995056,0.038253897428512575,0.03850188553333282,0.03870027601718903
