model,sample_id,seed_mean_case_MAE,MAE_percentage_points,cumulative_fraction
fire_only,b005_0516,0.017178112732582358,1.7178112732582358,0.875
fire_only,b005_0033,0.017187197140005737,1.7187197140005737,0.88125
fire_only,b004_0022,0.0172074612413273,1.72074612413273,0.8875
fire_only,b004_0282,0.0173160259840918,1.73160259840918,0.89375
fire_only,b005_0554,0.01733444870495398,1.733444870495398,0.9
fire_only,b004_0115,0.01774619236344192,1.774619236344192,0.90625
fire_only,b004_0388,0.01776479116228756,1.776479116228756,0.9125
fire_only,b005_0002,0.01776780991769222,1.7767809917692219,0.91875
fire_only,b005_0361,0.01807850462491388,1.807850462491388,0.925
fire_only,b005_0004,0.0181336385671232,1.81336385671232,0.93125
fire_only,b004_0241,0.0185495123022892,1.8549512302289202,0.9375
fire_only,b005_0303,0.01867191105981764,1.867191105981764,0.94375
fire_only,b005_0654,0.0191989215182476,1.9198921518247598,0.95
fire_only,b005_0460,0.0204961137693436,2.04961137693436,0.95625
fire_only,b005_0709,0.020867101530559658,2.0867101530559657,0.9625
fire_only,b005_0185,0.0215577833965176,2.1557783396517602,0.96875
fire_only,b004_0168,0.0249146031551673,2.49146031551673,0.975
fire_only,b005_0310,0.0264572960431458,2.64572960431458,0.98125
fire_only,b005_0629,0.02755270238782534,2.755270238782534,0.9875
fire_only,b005_0019,0.02923299675105042,2.923299675105042,0.99375
fire_only,b005_0431,0.04491863025993596,4.491863025993596,1.0
global_stats,b005_0799,0.00173148190388908,0.173148190388908,0.00625
global_stats,b005_0773,0.0017429619538978799,0.174296195389788,0.0125
global_stats,b005_0757,0.00175570347270026,0.175570347270026,0.01875
global_stats,b005_0792,0.00179128021490374,0.179128021490374,0.025
global_stats,b005_0736,0.00183050222084166,0.183050222084166,0.03125
global_stats,b005_0714,0.0018372781941147598,0.18372781941147598,0.0375
global_stats,b005_0786,0.0018768304684122603,0.18768304684122603,0.04375
global_stats,b005_0723,0.0019654514359645605,0.19654514359645606,0.05
global_stats,b005_0784,0.00198893175750476,0.19889317575047602,0.05625
global_stats,b005_0805,0.00200550692980402,0.200550692980402,0.0625
global_stats,b005_0758,0.00200686747910542,0.200686747910542,0.06875
global_stats,b005_0774,0.0020876663630125603,0.20876663630125603,0.075
global_stats,b005_0733,0.00210206274126392,0.210206274126392,0.08125
global_stats,b005_0727,0.0021594704174603997,0.21594704174603996,0.0875
global_stats,b005_0737,0.00251694370488648,0.251694370488648,0.09375
global_stats,b005_0783,0.00290282456601248,0.290282456601248,0.1
global_stats,b004_0277,0.0040312932040847006,0.40312932040847005,0.10625
global_stats,b004_0326,0.00456696448267478,0.456696448267478,0.1125
global_stats,b004_0349,0.00473977534985928,0.47397753498592804,0.11875
global_stats,b005_0198,0.0048855793280679,0.48855793280679005,0.125
global_stats,b004_0029,0.004995308755362559,0.4995308755362559,0.13125
global_stats,b004_0084,0.00502863541001172,0.502863541001172,0.1375
global_stats,b005_0298,0.0050323454815833,0.50323454815833,0.14375
global_stats,b004_0217,0.00507214802210442,0.507214802210442,0.15
global_stats,b004_0012,0.00508381774435272,0.508381774435272,0.15625
global_stats,b005_0092,0.00523080691450928,0.5230806914509281,0.1625
global_stats,b005_0199,0.00525307362196868,0.525307362196868,0.16875
global_stats,b005_0222,0.00526072060475578,0.526072060475578,0.175
global_stats,b005_0107,0.00537007822365052,0.5370078223650521,0.18125
global_stats,b004_0008,0.0055896601593885,0.5589660159388501,0.1875
