family,protocol,model,seed,test_cases,MAE,MAE_percentage_points
astm_e119,loco_astm_e119,global_stats,45,95,0.009556466140450802,0.9556466140450801
astm_e119,loco_astm_e119,global_stats,46,95,0.009751136586185725,0.9751136586185726
astm_e119,loco_astm_e119,deepsets,42,95,0.008265695686840161,0.8265695686840161
astm_e119,loco_astm_e119,deepsets,43,95,0.00859469065283572,0.859469065283572
astm_e119,loco_astm_e119,deepsets,44,95,0.007716109677570617,0.7716109677570617
astm_e119,loco_astm_e119,deepsets,45,95,0.008172633759259508,0.8172633759259508
astm_e119,loco_astm_e119,deepsets,46,95,0.00790167356856529,0.7901673568565291
astm_e119,loco_astm_e119,capacity_matched_deepsets,42,95,0.008294730593640762,0.8294730593640762
astm_e119,loco_astm_e119,capacity_matched_deepsets,43,95,0.007879039195203028,0.7879039195203028
astm_e119,loco_astm_e119,capacity_matched_deepsets,44,95,0.008169706509070066,0.8169706509070066
astm_e119,loco_astm_e119,capacity_matched_deepsets,45,95,0.008404486346105914,0.8404486346105914
astm_e119,loco_astm_e119,capacity_matched_deepsets,46,95,0.008133530891898126,0.8133530891898126
astm_e119,loco_astm_e119,gnn,42,95,0.007883746662949317,0.7883746662949318
astm_e119,loco_astm_e119,gnn,43,95,0.008122962804525603,0.8122962804525603
astm_e119,loco_astm_e119,gnn,44,95,0.00818620475524963,0.8186204755249629
astm_e119,loco_astm_e119,gnn,45,95,0.0073967776054755414,0.7396777605475542
astm_e119,loco_astm_e119,gnn,46,95,0.007606195573589692,0.7606195573589691
astm_e119,loco_astm_e119,gnn_zero_edge_features,42,95,0.008294106494696364,0.8294106494696365
astm_e119,loco_astm_e119,gnn_zero_edge_features,43,95,0.008192553452189525,0.8192553452189525
astm_e119,loco_astm_e119,gnn_zero_edge_features,44,95,0.008331134634428288,0.8331134634428288
astm_e119,loco_astm_e119,gnn_zero_edge_features,45,95,0.00810328200909467,0.8103282009094669
astm_e119,loco_astm_e119,gnn_zero_edge_features,46,95,0.008008576205082196,0.8008576205082196
astm_e119,loco_astm_e119,gnn_mean,42,95,0.00805485418919755,0.805485418919755
astm_e119,loco_astm_e119,gnn_mean,43,95,0.008299144560582016,0.8299144560582016
astm_e119,loco_astm_e119,gnn_mean,44,95,0.007924118000335744,0.7924118000335745
astm_e119,loco_astm_e119,gnn_mean,45,95,0.007694299024070877,0.7694299024070878
astm_e119,loco_astm_e119,gnn_mean,46,95,0.008264993128589302,0.8264993128589302
external_fire,loco_external_fire,fire_only,42,49,0.016103408874257697,1.6103408874257696
external_fire,loco_external_fire,fire_only,43,49,0.01598228256951287,1.5982282569512871
external_fire,loco_external_fire,fire_only,44,49,0.016032446418848625,1.6032446418848625
external_fire,loco_external_fire,fire_only,45,49,0.015876664863896193,1.5876664863896193
external_fire,loco_external_fire,fire_only,46,49,0.015955162755260058,1.5955162755260057
external_fire,loco_external_fire,global_stats,42,49,0.012311866343041284,1.2311866343041284
external_fire,loco_external_fire,global_stats,43,49,0.012632773074269363,1.2632773074269363
external_fire,loco_external_fire,global_stats,44,49,0.012419534137353432,1.2419534137353432
external_fire,loco_external_fire,global_stats,45,49,0.012359387412363124,1.2359387412363123
external_fire,loco_external_fire,global_stats,46,49,0.012181529664961324,1.2181529664961324
external_fire,loco_external_fire,deepsets,42,49,0.011491357412733844,1.1491357412733845
external_fire,loco_external_fire,deepsets,43,49,0.010550486130154413,1.0550486130154413
external_fire,loco_external_fire,deepsets,44,49,0.01071235094831391,1.0712350948313911
external_fire,loco_external_fire,deepsets,45,49,0.01088639508525273,1.0886395085252731
external_fire,loco_external_fire,deepsets,46,49,0.010878895578594928,1.087889557859493
external_fire,loco_external_fire,capacity_matched_deepsets,42,49,0.010194728080545895,1.0194728080545894
external_fire,loco_external_fire,capacity_matched_deepsets,43,49,0.009720874120854853,0.9720874120854853
external_fire,loco_external_fire,capacity_matched_deepsets,44,49,0.011116289362615417,1.1116289362615417
external_fire,loco_external_fire,capacity_matched_deepsets,45,49,0.01107330530054311,1.107330530054311
external_fire,loco_external_fire,capacity_matched_deepsets,46,49,0.010526567941806309,1.0526567941806309
external_fire,loco_external_fire,gnn,42,49,0.010376197701913883,1.0376197701913883
external_fire,loco_external_fire,gnn,43,49,0.010107568646203111,1.0107568646203111
external_fire,loco_external_fire,gnn,44,49,0.010457501189291495,1.0457501189291496
external_fire,loco_external_fire,gnn,45,49,0.010149758410078855,1.0149758410078855
external_fire,loco_external_fire,gnn,46,49,0.010174001652127916,1.0174001652127915
external_fire,loco_external_fire,gnn_zero_edge_features,42,49,0.010468477397588747,1.0468477397588747
external_fire,loco_external_fire,gnn_zero_edge_features,43,49,0.010433548008889041,1.0433548008889042
external_fire,loco_external_fire,gnn_zero_edge_features,44,49,0.010376961933565394,1.0376961933565394
external_fire,loco_external_fire,gnn_zero_edge_features,45,49,0.01022750654719907,1.022750654719907
external_fire,loco_external_fire,gnn_zero_edge_features,46,49,0.010389275597106132,1.0389275597106131
external_fire,loco_external_fire,gnn_mean,42,49,0.010164737781181293,1.0164737781181294
external_fire,loco_external_fire,gnn_mean,43,49,0.010006885832270902,1.0006885832270902
external_fire,loco_external_fire,gnn_mean,44,49,0.009885897616272775,0.9885897616272775
external_fire,loco_external_fire,gnn_mean,45,49,0.010639798954283717,1.0639798954283717
external_fire,loco_external_fire,gnn_mean,46,49,0.010224001743235888,1.0224001743235889
linear,loco_linear,fire_only,42,125,0.05131395029435387,5.131395029435387
linear,loco_linear,fire_only,43,125,0.03186480615764363,3.186480615764363
linear,loco_linear,fire_only,44,125,0.02553992607652159,2.553992607652159
linear,loco_linear,fire_only,45,125,0.049195379373480015,4.919537937348002
linear,loco_linear,fire_only,46,125,0.04424958021621231,4.424958021621231
linear,loco_linear,global_stats,42,125,0.02186101740989524,2.186101740989524
linear,loco_linear,global_stats,43,125,0.042133262395858725,4.213326239585872
linear,loco_linear,global_stats,44,125,0.031832430574737565,3.1832430574737565
linear,loco_linear,global_stats,45,125,0.035765755238103034,3.576575523810303
linear,loco_linear,global_stats,46,125,0.03127407907169368,3.1274079071693683
linear,loco_linear,deepsets,42,125,0.04416877781856251,4.416877781856251
linear,loco_linear,deepsets,43,125,0.03987020375982655,3.987020375982655
linear,loco_linear,deepsets,44,125,0.022912531293806434,2.2912531293806433
linear,loco_linear,deepsets,45,125,0.035013930726246714,3.5013930726246714
linear,loco_linear,deepsets,46,125,0.04714657796992625,4.7146577969926255
linear,loco_linear,capacity_matched_deepsets,42,125,0.023830201737216214,2.3830201737216212
linear,loco_linear,capacity_matched_deepsets,43,125,0.03962306123287947,3.962306123287947
linear,loco_linear,capacity_matched_deepsets,44,125,0.02589178303128378,2.589178303128378
linear,loco_linear,capacity_matched_deepsets,45,125,0.022303678977684847,2.2303678977684847
linear,loco_linear,capacity_matched_deepsets,46,125,0.019815922146937837,1.9815922146937837
linear,loco_linear,gnn,42,125,0.02031753761260231,2.031753761260231
linear,loco_linear,gnn,43,125,0.022447485101027523,2.2447485101027524
linear,loco_linear,gnn,44,125,0.02446299122396058,2.446299122396058
linear,loco_linear,gnn,45,125,0.037068494196797926,3.7068494196797928
linear,loco_linear,gnn,46,125,0.02239313468972186,2.239313468972186
linear,loco_linear,gnn_zero_edge_features,42,125,0.020658802161451197,2.0658802161451195
linear,loco_linear,gnn_zero_edge_features,43,125,0.024730803195570295,2.4730803195570297
linear,loco_linear,gnn_zero_edge_features,44,125,0.022182083687821326,2.2182083687821326
linear,loco_linear,gnn_zero_edge_features,45,125,0.03195189511678253,3.1951895116782527
linear,loco_linear,gnn_zero_edge_features,46,125,0.030567315430426165,3.0567315430426163
linear,loco_linear,gnn_mean,42,125,0.02478025728659547,2.478025728659547
linear,loco_linear,gnn_mean,43,125,0.02057093347340329,2.057093347340329
linear,loco_linear,gnn_mean,44,125,0.02454834058831945,2.454834058831945
linear,loco_linear,gnn_mean,45,125,0.04389177541459189,4.389177541459189
linear,loco_linear,gnn_mean,46,125,0.024466608793031926,2.4466608793031925
bilinear,loco_bilinear,fire_only,42,77,0.04188864796636758,4.188864796636758
bilinear,loco_bilinear,fire_only,43,77,0.03391298841409839,3.391298841409839
bilinear,loco_bilinear,fire_only,44,77,0.036406520332951484,3.640652033295148
bilinear,loco_bilinear,fire_only,45,77,0.03887662491869206,3.887662491869206
bilinear,loco_bilinear,fire_only,46,77,0.031018918726338614,3.1018918726338613
bilinear,loco_bilinear,global_stats,42,77,0.026992879444699507,2.6992879444699507
bilinear,loco_bilinear,global_stats,43,77,0.021817063288166294,2.181706328816629
bilinear,loco_bilinear,global_stats,44,77,0.02198639629761255,2.198639629761255
bilinear,loco_bilinear,global_stats,45,77,0.03615781811575746,3.615781811575746
bilinear,loco_bilinear,global_stats,46,77,0.030470562009436243,3.0470562009436244
bilinear,loco_bilinear,deepsets,42,77,0.027208568707143343,2.7208568707143344
bilinear,loco_bilinear,deepsets,43,77,0.035158946310709864,3.5158946310709864
bilinear,loco_bilinear,deepsets,44,77,0.027927009005330287,2.7927009005330286
bilinear,loco_bilinear,deepsets,45,77,0.03067160658070396,3.0671606580703963
bilinear,loco_bilinear,deepsets,46,77,0.03084851905135665,3.084851905135665
bilinear,loco_bilinear,capacity_matched_deepsets,42,77,0.027315926285012823,2.731592628501282
bilinear,loco_bilinear,capacity_matched_deepsets,43,77,0.029182806079669835,2.9182806079669836
bilinear,loco_bilinear,capacity_matched_deepsets,44,77,0.030909977864401837,3.090997786440184
bilinear,loco_bilinear,capacity_matched_deepsets,45,77,0.029270266965332956,2.9270266965332956
bilinear,loco_bilinear,capacity_matched_deepsets,46,77,0.041333829732252844,4.1333829732252845
bilinear,loco_bilinear,gnn,42,77,0.036376263393489254,3.6376263393489254
bilinear,loco_bilinear,gnn,43,77,0.030024713008790005,3.0024713008790007
bilinear,loco_bilinear,gnn,44,77,0.03582922534845418,3.582922534845418
bilinear,loco_bilinear,gnn,45,77,0.029238787691263687,2.9238787691263686
bilinear,loco_bilinear,gnn,46,77,0.0235481584182515,2.35481584182515
bilinear,loco_bilinear,gnn_zero_edge_features,42,77,0.04673798282824854,4.673798282824854
bilinear,loco_bilinear,gnn_zero_edge_features,43,77,0.040960915511989895,4.09609155119899
bilinear,loco_bilinear,gnn_zero_edge_features,44,77,0.030460030868354398,3.04600308683544
bilinear,loco_bilinear,gnn_zero_edge_features,45,77,0.03507755798451663,3.507755798451663
bilinear,loco_bilinear,gnn_zero_edge_features,46,77,0.026249905669463246,2.6249905669463245
bilinear,loco_bilinear,gnn_mean,42,77,0.04816983393850489,4.816983393850489
bilinear,loco_bilinear,gnn_mean,43,77,0.030346233314444467,3.034623331444447
bilinear,loco_bilinear,gnn_mean,44,77,0.032434367097094075,3.2434367097094077
bilinear,loco_bilinear,gnn_mean,45,77,0.029445151965973918,2.9445151965973917
bilinear,loco_bilinear,gnn_mean,46,77,0.02743881306661955,2.743881306661955
plateau,loco_plateau,fire_only,42,103,0.013741564413984072,1.3741564413984073
plateau,loco_plateau,fire_only,43,103,0.013259453412169641,1.3259453412169642
plateau,loco_plateau,fire_only,44,103,0.013803190254943776,1.3803190254943776
plateau,loco_plateau,fire_only,45,103,0.013328104624122964,1.3328104624122963
plateau,loco_plateau,fire_only,46,103,0.013806498264702621,1.380649826470262
plateau,loco_plateau,global_stats,42,103,0.011270616722792528,1.1270616722792528
plateau,loco_plateau,global_stats,43,103,0.011241361123961607,1.1241361123961606
plateau,loco_plateau,global_stats,44,103,0.011794553370145726,1.1794553370145726
plateau,loco_plateau,global_stats,45,103,0.010972776529074527,1.0972776529074528
plateau,loco_plateau,global_stats,46,103,0.01166364342640098,1.166364342640098
plateau,loco_plateau,deepsets,42,103,0.010299702590002615,1.0299702590002615
plateau,loco_plateau,deepsets,43,103,0.009932619495518586,0.9932619495518586
plateau,loco_plateau,deepsets,44,103,0.009791553408095977,0.9791553408095977
plateau,loco_plateau,deepsets,45,103,0.010071061841358463,1.0071061841358464
plateau,loco_plateau,deepsets,46,103,0.009531864960006839,0.953186496000684
plateau,loco_plateau,capacity_matched_deepsets,42,103,0.009570517650159533,0.9570517650159532
plateau,loco_plateau,capacity_matched_deepsets,43,103,0.009749184080658774,0.9749184080658774
plateau,loco_plateau,capacity_matched_deepsets,44,103,0.01057728003685601,1.057728003685601
plateau,loco_plateau,capacity_matched_deepsets,45,103,0.009839952485785538,0.9839952485785538
plateau,loco_plateau,capacity_matched_deepsets,46,103,0.009245242705749756,0.9245242705749757
plateau,loco_plateau,gnn,42,103,0.009911158611574275,0.9911158611574276
plateau,loco_plateau,gnn,43,103,0.009272219065191946,0.9272219065191946
plateau,loco_plateau,gnn,44,103,0.009048561823792788,0.9048561823792788
plateau,loco_plateau,gnn,45,103,0.009218895487835903,0.9218895487835903
plateau,loco_plateau,gnn,46,103,0.009186954434961626,0.9186954434961626
plateau,loco_plateau,gnn_zero_edge_features,42,103,0.009510372872087064,0.9510372872087064
plateau,loco_plateau,gnn_zero_edge_features,43,103,0.009495169553267107,0.9495169553267107
plateau,loco_plateau,gnn_zero_edge_features,44,103,0.009733045098527241,0.9733045098527241
plateau,loco_plateau,gnn_zero_edge_features,45,103,0.010147121463954575,1.0147121463954574
plateau,loco_plateau,gnn_zero_edge_features,46,103,0.009538487073513667,0.9538487073513667
plateau,loco_plateau,gnn_mean,42,103,0.009111068891273852,0.9111068891273851
plateau,loco_plateau,gnn_mean,43,103,0.009288435977514942,0.9288435977514942
plateau,loco_plateau,gnn_mean,44,103,0.00939667643349214,0.9396676433492139
plateau,loco_plateau,gnn_mean,45,103,0.008624878146060234,0.8624878146060234
plateau,loco_plateau,gnn_mean,46,103,0.009471929836979658,0.9471929836979658
decay,loco_decay,fire_only,42,113,0.014762854637289212,1.476285463728921
decay,loco_decay,fire_only,43,113,0.015100234865182393,1.5100234865182394
decay,loco_decay,fire_only,44,113,0.01615522787175947,1.6155227871759472
decay,loco_decay,fire_only,45,113,0.014389033912617899,1.43890339126179
decay,loco_decay,fire_only,46,113,0.016447722024423284,1.6447722024423284
decay,loco_decay,global_stats,42,113,0.013036440313727058,1.3036440313727058
decay,loco_decay,global_stats,43,113,0.013108168864706699,1.3108168864706697
decay,loco_decay,global_stats,44,113,0.011879418054469886,1.1879418054469886
decay,loco_decay,global_stats,45,113,0.012207904715730291,1.2207904715730291
decay,loco_decay,global_stats,46,113,0.012362279552395059,1.236227955239506
decay,loco_decay,deepsets,42,113,0.01421515618952333,1.421515618952333
decay,loco_decay,deepsets,43,113,0.015994017076054717,1.5994017076054718
decay,loco_decay,deepsets,44,113,0.0122152123031155,1.22152123031155
decay,loco_decay,deepsets,45,113,0.013845303975046717,1.3845303975046717
decay,loco_decay,deepsets,46,113,0.01203760654642151,1.2037606546421509
decay,loco_decay,capacity_matched_deepsets,42,113,0.013385244062983437,1.3385244062983437
decay,loco_decay,capacity_matched_deepsets,43,113,0.013861495711262769,1.3861495711262768
decay,loco_decay,capacity_matched_deepsets,44,113,0.01302852260885707,1.302852260885707
decay,loco_decay,capacity_matched_deepsets,45,113,0.013831130870580447,1.3831130870580446
decay,loco_decay,capacity_matched_deepsets,46,113,0.015185154212432507,1.5185154212432506
decay,loco_decay,gnn,42,113,0.012206694389287112,1.2206694389287112
decay,loco_decay,gnn,43,113,0.016809602318706887,1.6809602318706887
decay,loco_decay,gnn,44,113,0.012574484492098793,1.2574484492098792
decay,loco_decay,gnn,45,113,0.016527255207200692,1.652725520720069
decay,loco_decay,gnn,46,113,0.016013147312394897,1.6013147312394898
decay,loco_decay,gnn_zero_edge_features,42,113,0.01282167815490223,1.282167815490223
decay,loco_decay,gnn_zero_edge_features,43,113,0.014231446265188496,1.4231446265188497
decay,loco_decay,gnn_zero_edge_features,44,113,0.012804795097114855,1.2804795097114856
decay,loco_decay,gnn_zero_edge_features,45,113,0.01325545668381483,1.325545668381483
decay,loco_decay,gnn_zero_edge_features,46,113,0.013808667265234312,1.3808667265234311
decay,loco_decay,gnn_mean,42,113,0.014941768668593005,1.4941768668593005
decay,loco_decay,gnn_mean,43,113,0.014144619927080439,1.414461992708044
decay,loco_decay,gnn_mean,44,113,0.014161252564076764,1.4161252564076763
decay,loco_decay,gnn_mean,45,113,0.014213802177017405,1.4213802177017405
decay,loco_decay,gnn_mean,46,113,0.015448766117533095,1.5448766117533095
perturbed_iso,loco_perturbed_iso,fire_only,42,111,0.01238041394985046,1.238041394985046
perturbed_iso,loco_perturbed_iso,fire_only,43,111,0.012054537175510104,1.2054537175510103
perturbed_iso,loco_perturbed_iso,fire_only,44,111,0.012032662587783046,1.2032662587783045
perturbed_iso,loco_perturbed_iso,fire_only,45,111,0.012196109163749648,1.2196109163749647
perturbed_iso,loco_perturbed_iso,fire_only,46,111,0.012130901802305303,1.2130901802305303
perturbed_iso,loco_perturbed_iso,global_stats,42,111,0.009690164021565513,0.9690164021565513
perturbed_iso,loco_perturbed_iso,global_stats,43,111,0.009503621847348513,0.9503621847348512
perturbed_iso,loco_perturbed_iso,global_stats,44,111,0.009487811458936474,0.9487811458936475
perturbed_iso,loco_perturbed_iso,global_stats,45,111,0.009665147989125591,0.9665147989125591
perturbed_iso,loco_perturbed_iso,global_stats,46,111,0.009513450168890693,0.9513450168890693
perturbed_iso,loco_perturbed_iso,deepsets,42,111,0.008949648209819536,0.8949648209819536
perturbed_iso,loco_perturbed_iso,deepsets,43,111,0.008728865847671519,0.8728865847671519
perturbed_iso,loco_perturbed_iso,deepsets,44,111,0.008680500091772719,0.8680500091772718
perturbed_iso,loco_perturbed_iso,deepsets,45,111,0.009167155825573222,0.9167155825573222
perturbed_iso,loco_perturbed_iso,deepsets,46,111,0.0084673249869856,0.8467324986985599
perturbed_iso,loco_perturbed_iso,capacity_matched_deepsets,42,111,0.008691499210270145,0.8691499210270145
perturbed_iso,loco_perturbed_iso,capacity_matched_deepsets,43,111,0.008848561375360463,0.8848561375360463
perturbed_iso,loco_perturbed_iso,capacity_matched_deepsets,44,111,0.008839938263080743,0.8839938263080743
perturbed_iso,loco_perturbed_iso,capacity_matched_deepsets,45,111,0.008789083861412023,0.8789083861412023
perturbed_iso,loco_perturbed_iso,capacity_matched_deepsets,46,111,0.008867885453070505,0.8867885453070505
perturbed_iso,loco_perturbed_iso,gnn,42,111,0.008933474177285797,0.8933474177285797
perturbed_iso,loco_perturbed_iso,gnn,43,111,0.0085993527875325,0.85993527875325
perturbed_iso,loco_perturbed_iso,gnn,44,111,0.008942265783163794,0.8942265783163794
perturbed_iso,loco_perturbed_iso,gnn,45,111,0.00848467126235597,0.848467126235597
perturbed_iso,loco_perturbed_iso,gnn,46,111,0.008665668294372863,0.8665668294372862
perturbed_iso,loco_perturbed_iso,gnn_zero_edge_features,42,111,0.009171084106505403,0.9171084106505403
perturbed_iso,loco_perturbed_iso,gnn_zero_edge_features,43,111,0.008979823328075925,0.8979823328075925
perturbed_iso,loco_perturbed_iso,gnn_zero_edge_features,44,111,0.00877855357050609,0.877855357050609
perturbed_iso,loco_perturbed_iso,gnn_zero_edge_features,45,111,0.009073551915879743,0.9073551915879743
perturbed_iso,loco_perturbed_iso,gnn_zero_edge_features,46,111,0.00866732906355949,0.866732906355949
perturbed_iso,loco_perturbed_iso,gnn_mean,42,111,0.009494557085425919,0.9494557085425919
perturbed_iso,loco_perturbed_iso,gnn_mean,43,111,0.008877506489799271,0.8877506489799271
perturbed_iso,loco_perturbed_iso,gnn_mean,44,111,0.008839448338715288,0.8839448338715288
perturbed_iso,loco_perturbed_iso,gnn_mean,45,111,0.008745144335782704,0.8745144335782704
perturbed_iso,loco_perturbed_iso,gnn_mean,46,111,0.008775462678824357,0.8775462678824357
log_variant,loco_log_variant,fire_only,42,69,0.01624471961153743,1.624471961153743
log_variant,loco_log_variant,fire_only,43,69,0.01595284152661159,1.595284152661159
log_variant,loco_log_variant,fire_only,44,69,0.01573497401018254,1.573497401018254
log_variant,loco_log_variant,fire_only,45,69,0.018053838169626118,1.8053838169626117
log_variant,loco_log_variant,fire_only,46,69,0.017052818413938405,1.7052818413938404
log_variant,loco_log_variant,global_stats,42,69,0.015173233382416636,1.5173233382416635
log_variant,loco_log_variant,global_stats,43,69,0.014790640423741662,1.4790640423741663
log_variant,loco_log_variant,global_stats,44,69,0.014225264339251704,1.4225264339251704
log_variant,loco_log_variant,global_stats,45,69,0.013318151888601477,1.3318151888601477
log_variant,loco_log_variant,global_stats,46,69,0.014170024179182786,1.4170024179182787
log_variant,loco_log_variant,deepsets,42,69,0.012519718512078847,1.2519718512078848
log_variant,loco_log_variant,deepsets,43,69,0.015163098166807979,1.5163098166807978
log_variant,loco_log_variant,deepsets,44,69,0.013256515341807069,1.325651534180707
log_variant,loco_log_variant,deepsets,45,69,0.013374160282036302,1.3374160282036303
log_variant,loco_log_variant,deepsets,46,69,0.01275021518568662,1.275021518568662
log_variant,loco_log_variant,capacity_matched_deepsets,42,69,0.013928691497276977,1.3928691497276977
log_variant,loco_log_variant,capacity_matched_deepsets,43,69,0.013858651422217688,1.3858651422217687
log_variant,loco_log_variant,capacity_matched_deepsets,44,69,0.014308968687520254,1.4308968687520254
log_variant,loco_log_variant,capacity_matched_deepsets,45,69,0.013140979092017144,1.3140979092017144
log_variant,loco_log_variant,capacity_matched_deepsets,46,69,0.013612938870749495,1.3612938870749496
log_variant,loco_log_variant,gnn,42,69,0.013197227759153066,1.3197227759153065
log_variant,loco_log_variant,gnn,43,69,0.013721683274644292,1.3721683274644292
log_variant,loco_log_variant,gnn,44,69,0.013085683085341611,1.308568308534161
log_variant,loco_log_variant,gnn,45,69,0.013743884954236386,1.3743884954236385
log_variant,loco_log_variant,gnn,46,69,0.015398206770162026,1.5398206770162026
log_variant,loco_log_variant,gnn_zero_edge_features,42,69,0.014642277653996155,1.4642277653996154
log_variant,loco_log_variant,gnn_zero_edge_features,43,69,0.013604215730455572,1.360421573045557
log_variant,loco_log_variant,gnn_zero_edge_features,44,69,0.013173289322494489,1.3173289322494488
log_variant,loco_log_variant,gnn_zero_edge_features,45,69,0.013252775471630467,1.3252775471630467
log_variant,loco_log_variant,gnn_zero_edge_features,46,69,0.013426900023982112,1.3426900023982111
log_variant,loco_log_variant,gnn_mean,42,69,0.013675237517309542,1.3675237517309542
log_variant,loco_log_variant,gnn_mean,43,69,0.012542083738464618,1.2542083738464618
log_variant,loco_log_variant,gnn_mean,44,69,0.01445286085400535,1.445286085400535
log_variant,loco_log_variant,gnn_mean,45,69,0.011737413228057712,1.1737413228057711
log_variant,loco_log_variant,gnn_mean,46,69,0.013153224618641633,1.3153224618641632
smoldering,loco_smoldering,fire_only,42,97,0.010132935263930401,1.01329352639304
smoldering,loco_smoldering,fire_only,43,97,0.00591665215240004,0.591665215240004
smoldering,loco_smoldering,fire_only,44,97,0.006735958439767447,0.6735958439767447
smoldering,loco_smoldering,fire_only,45,97,0.00746663007176923,0.7466630071769229
smoldering,loco_smoldering,fire_only,46,97,0.006027433423752548,0.6027433423752548
smoldering,loco_smoldering,global_stats,42,97,0.01511313049136852,1.511313049136852
smoldering,loco_smoldering,global_stats,43,97,0.00941905789788715,0.941905789788715
smoldering,loco_smoldering,global_stats,44,97,0.008291791253785328,0.8291791253785328
smoldering,loco_smoldering,global_stats,45,97,0.011997567684601616,1.1997567684601615
smoldering,loco_smoldering,global_stats,46,97,0.008832364322487593,0.8832364322487593
smoldering,loco_smoldering,deepsets,42,97,0.008749633659799852,0.8749633659799851
smoldering,loco_smoldering,deepsets,43,97,0.012023241179042146,1.2023241179042146
smoldering,loco_smoldering,deepsets,44,97,0.00802695297884618,0.802695297884618
smoldering,loco_smoldering,deepsets,45,97,0.010345841443314994,1.0345841443314994
smoldering,loco_smoldering,deepsets,46,97,0.01227657499195692,1.227657499195692
smoldering,loco_smoldering,capacity_matched_deepsets,42,97,0.007957044386351928,0.7957044386351928
smoldering,loco_smoldering,capacity_matched_deepsets,43,97,0.015574698303526261,1.5574698303526262
smoldering,loco_smoldering,capacity_matched_deepsets,44,97,0.011131335437066077,1.1131335437066077
smoldering,loco_smoldering,capacity_matched_deepsets,45,97,0.01029535659124702,1.029535659124702
smoldering,loco_smoldering,capacity_matched_deepsets,46,97,0.015567395812819967,1.5567395812819966
smoldering,loco_smoldering,gnn,42,97,0.011886936517831133,1.1886936517831133
