example,sample_id,time_s,reference,prescribed_temperature_C,capacity_matched_deepsets_seed42,gnn_seed42,capacity_matched_deepsets_min,gnn_min,capacity_matched_deepsets_max,gnn_max
2,b005_0622,1080.0,0.6957575678825378,646.0,0.6643425226211548,0.6636431217193604,0.6643425226211548,0.6612752676010132,0.6878486275672913,0.6731159687042236
2,b005_0622,1140.0,0.6703421473503113,646.0,0.6382134556770325,0.6384357810020447,0.6382134556770325,0.6321913003921509,0.656696081161499,0.6423466801643372
2,b005_0622,1200.0,0.6449266672134399,646.0,0.614625871181488,0.6188108325004578,0.614625871181488,0.6090365648269653,0.632463812828064,0.6188108325004578
2,b005_0622,1260.0,0.6269243359565735,646.0,0.5935489535331726,0.6020915508270264,0.5935489535331726,0.5907087922096252,0.6132704019546509,0.6020915508270264
2,b005_0622,1320.0,0.608922004699707,646.0,0.5754042267799377,0.5872629284858704,0.5754042267799377,0.572357177734375,0.5968111753463745,0.5872629284858704
2,b005_0622,1380.0,0.5940059423446655,646.0,0.5595928430557251,0.5737358927726746,0.5595928430557251,0.5554433465003967,0.5807106494903564,0.5737358927726746
2,b005_0622,1440.0,0.5790898203849792,646.0,0.5451940894126892,0.5613189935684204,0.5451940894126892,0.5396604537963867,0.5646636486053467,0.5613189935684204
2,b005_0622,1500.0,0.5628120303153992,646.0,0.5318445563316345,0.5487538576126099,0.5318445563316345,0.5270153284072876,0.5485193729400635,0.5487538576126099
2,b005_0622,1560.0,0.5465342402458191,646.0,0.5192874670028687,0.5366359949111938,0.5192874670028687,0.5153167247772217,0.5322539210319519,0.5366359949111938
2,b005_0622,1620.0,0.5346581935882568,623.6428833007812,0.5129629969596863,0.5289644598960876,0.5129275918006897,0.5090020895004272,0.5192455649375916,0.5289644598960876
2,b005_0622,1680.0,0.5227821469306946,601.2857055664062,0.5110936760902405,0.527285099029541,0.5066274404525757,0.5062919855117798,0.517183780670166,0.527285099029541
2,b005_0622,1740.0,0.5227821469306946,578.9285888671875,0.5120856761932373,0.5276432037353516,0.5028533339500427,0.5034833550453186,0.5175621509552002,0.5276432037353516
2,b005_0622,1800.0,0.5227821469306946,556.5714111328125,0.5148482918739319,0.5286428332328796,0.5012229681015015,0.5019620060920715,0.5206219553947449,0.5286428332328796
2,b005_0622,1860.0,0.5227821469306946,534.2142944335938,0.5193830728530884,0.5313027501106262,0.5005103945732117,0.5018756985664368,0.5254426598548889,0.5313027501106262
2,b005_0622,1920.0,0.5227821469306946,511.8571472167969,0.522767186164856,0.5338243842124939,0.5017445087432861,0.5025302171707153,0.5321336388587952,0.5338243842124939
2,b005_0622,1980.0,0.5227821469306946,489.5,0.5242295861244202,0.5319172143936157,0.5045130848884583,0.503748893737793,0.5404292941093445,0.5371171236038208
2,b005_0622,2040.0,0.5227821469306946,467.1428527832031,0.5266387462615967,0.5293001532554626,0.5020178556442261,0.5052856802940369,0.5501324534416199,0.5446053147315979
2,b005_0622,2100.0,0.5227821469306946,444.78570556640625,0.5287163257598877,0.5274977684020996,0.4999238848686218,0.5069110989570618,0.5613144040107727,0.5527915954589844
2,b005_0622,2160.0,0.5227821469306946,422.4285583496094,0.529895544052124,0.5261861085891724,0.4985601305961609,0.5088918209075928,0.572737455368042,0.5618148446083069
2,b005_0622,2220.0,0.5227821469306946,400.0714111328125,0.530414342880249,0.5254521369934082,0.4959895610809326,0.5099402666091919,0.5838501453399658,0.5710580348968506
2,b005_0622,2280.0,0.5227821469306946,377.71429443359375,0.5271958112716675,0.5251667499542236,0.4934656322002411,0.5081679821014404,0.5951354503631592,0.5805009603500366
2,b005_0622,2340.0,0.5227821469306946,355.3571472167969,0.5235117077827454,0.5245389938354492,0.4916430115699768,0.5066397786140442,0.6067093014717102,0.5895594954490662
2,b005_0622,2400.0,0.5227821469306946,333.0,0.5149784088134766,0.5233475565910339,0.48965758085250854,0.505244791507721,0.618655264377594,0.5984979271888733
