protocol,contrast,metric,baseline,candidate,effect,ci95_low,ci95_high,status,paired_seed_count,valid_bootstrap,bootstrap_repetitions
iid997,attention_vs_sum_GNN,q0.8_conditional_timing_bias_s,gnn,set_attention,0.833333333333333,-0.5070422535211261,2.3666312946170165,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_recall,gnn,set_attention,0.0,0.0,0.0,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_false_positive_rate,gnn,set_attention,0.0,0.0,0.0,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_balanced_accuracy,gnn,set_attention,0.0,0.0,0.0,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_conditional_timing_MAE_s,gnn,set_attention,-2.3829787234042605,-7.000352112676053,2.523140096618362,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_conditional_timing_median_abs_s,gnn,set_attention,0.0,-48.0,18.149999999999864,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,q0.6_conditional_timing_bias_s,gnn,set_attention,-0.5106382978723412,-11.489713866471016,6.992820048596882,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,final_spearman,gnn,set_attention,0.0015282256987411147,-0.004616343749517643,0.008104563764828461,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,final_equal_family_spearman,gnn,set_attention,0.009727906665058406,-0.07202416172528588,0.09508719141823713,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,final_pairwise_order_agreement,gnn,set_attention,0.0023781212841855748,-0.004373251404720638,0.009257747932542651,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,final_equal_family_pairwise_order_agreement,gnn,set_attention,0.0036093912623325064,-0.034960798170923464,0.04141699649780578,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,time_average_spearman,gnn,set_attention,0.005215429244994407,-0.0019795323533702944,0.014876655676026914,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,time_average_equal_family_spearman,gnn,set_attention,0.056445544585980834,-0.027765677418818187,0.14541428500142958,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,time_average_pairwise_order_agreement,gnn,set_attention,0.006738010305192388,-0.002615536386224093,0.016599786717624233,ESTIMATED,5,1000,1000
iid997,attention_vs_sum_GNN,time_average_equal_family_pairwise_order_agreement,gnn,set_attention,0.025068985434929747,-0.017296464836388806,0.06825556481551326,ESTIMATED,5,1000,1000
