protocol,model,threshold,test_geometries,seeds,reference_events,reference_censored,max_false_negative_over_seeds,max_false_positive_over_seeds,min_both_event_count_over_seeds,min_both_event_reference_event_fraction_over_seeds,seed_extrema_can_come_from_different_checkpoints,false_negative_mean_over_all5_seeds,false_negative_defined_seed_count,false_positive_mean_over_all5_seeds,false_positive_defined_seed_count,both_event_count_mean_over_all5_seeds,both_event_count_defined_seed_count,recall_mean_over_all5_seeds,recall_defined_seed_count,false_positive_rate_mean_over_all5_seeds,false_positive_rate_defined_seed_count,balanced_accuracy_mean_over_all5_seeds,balanced_accuracy_defined_seed_count,conditional_timing_MAE_s_mean_over_all5_seeds,conditional_timing_MAE_s_defined_seed_count,conditional_timing_bias_s_mean_over_all5_seeds,conditional_timing_bias_s_defined_seed_count
loco_bilinear,gnn,0.6,77,5,73,4,0,4,73,1.0,True,0.0,5,3.4,5,73.0,5,1.0,5,0.85,5,0.575,5,28.93150684931507,5,-14.136986301369864,5
loco_bilinear,gnn_zero_edge_features,0.8,77,5,77,0,0,0,77,1.0,True,0.0,5,0.0,5,77.0,5,1.0,5,NA,0,NA,0,18.38961038961039,5,6.545454545454545,5
loco_bilinear,gnn_zero_edge_features,0.6,77,5,73,4,0,4,73,1.0,True,0.0,5,3.4,5,73.0,5,1.0,5,0.85,5,0.575,5,29.753424657534243,5,-11.67123287671233,5
loco_bilinear,gnn_mean,0.8,77,5,77,0,0,0,77,1.0,True,0.0,5,0.0,5,77.0,5,1.0,5,NA,0,NA,0,20.1038961038961,5,10.44155844155844,5
loco_bilinear,gnn_mean,0.6,77,5,73,4,0,4,73,1.0,True,0.0,5,3.2,5,73.0,5,1.0,5,0.8,5,0.6,5,25.150684931506845,5,-6.410958904109589,5
loco_linear,fire_only,0.8,125,5,122,3,37,0,85,0.6967213114754098,True,23.8,5,0.0,5,98.2,5,0.8049180327868853,5,0.0,5,0.9024590163934427,5,335.2523122188346,5,335.2523122188346,5
loco_linear,fire_only,0.6,125,5,92,33,14,0,78,0.8478260869565217,True,7.8,5,0.0,5,84.2,5,0.9152173913043479,5,0.0,5,0.9576086956521739,5,125.75948647795433,5,116.7576975691887,5
loco_linear,global_stats,0.8,125,5,122,3,30,0,92,0.7540983606557377,True,13.8,5,0.0,5,108.2,5,0.8868852459016395,5,0.0,5,0.9434426229508197,5,346.5096453096453,5,346.5096453096453,5
loco_linear,global_stats,0.6,125,5,92,33,6,0,86,0.9347826086956522,True,4.0,5,0.0,5,88.0,5,0.9565217391304348,5,0.0,5,0.9782608695652174,5,89.99312302539373,5,86.44702710406918,5
loco_linear,deepsets,0.8,125,5,122,3,30,0,92,0.7540983606557377,True,22.2,5,0.0,5,99.8,5,0.8180327868852458,5,0.0,5,0.909016393442623,5,369.59461029853736,5,369.59461029853736,5
loco_linear,deepsets,0.6,125,5,92,33,6,0,86,0.9347826086956522,True,3.6,5,0.0,5,88.4,5,0.9608695652173912,5,0.0,5,0.9804347826086957,5,68.4474539048618,5,53.418017963223086,5
loco_linear,capacity_matched_deepsets,0.8,125,5,122,3,12,0,110,0.9016393442622951,True,9.2,5,0.0,5,112.8,5,0.9245901639344261,5,0.0,5,0.962295081967213,5,324.69364931973627,5,324.48495366756237,5
loco_linear,capacity_matched_deepsets,0.6,125,5,92,33,3,0,89,0.967391304347826,True,1.8,5,0.0,5,90.2,5,0.9804347826086957,5,0.0,5,0.9902173913043478,5,57.27730995596164,5,21.262394534304647,5
loco_linear,gnn,0.8,125,5,122,3,12,0,110,0.9016393442622951,True,10.2,5,0.0,5,111.8,5,0.9163934426229507,5,0.0,5,0.9581967213114755,5,292.81696705174966,5,292.81696705174966,5
loco_linear,gnn,0.6,125,5,92,33,1,2,91,0.9891304347826086,True,1.0,5,0.4,5,91.0,5,0.9891304347826086,5,0.012121212121212121,5,0.9885046113306982,5,39.42857142857143,5,15.956043956043956,5
loco_linear,gnn_zero_edge_features,0.8,125,5,122,3,12,0,110,0.9016393442622951,True,9.8,5,0.0,5,112.2,5,0.9196721311475409,5,0.0,5,0.9598360655737705,5,280.0044692027451,5,280.0044692027451,5
loco_linear,gnn_zero_edge_features,0.6,125,5,92,33,4,2,88,0.9565217391304348,True,1.6,5,0.8,5,90.4,5,0.9826086956521738,5,0.024242424242424242,5,0.9791831357048748,5,63.33416583416583,5,25.34715284715285,5
loco_linear,gnn_mean,0.8,125,5,122,3,30,0,92,0.7540983606557377,True,13.0,5,0.0,5,109.0,5,0.8934426229508198,5,0.0,5,0.9467213114754098,5,309.2169069409354,5,309.2169069409354,5
loco_linear,gnn_mean,0.6,125,5,92,33,3,1,89,0.967391304347826,True,1.6,5,0.2,5,90.4,5,0.9826086956521738,5,0.006060606060606061,5,0.988274044795784,5,44.506432892949746,5,12.748536856402024,5
loco_smoldering,fire_only,0.8,97,5,1,96,0,19,1,1.0,True,0.0,5,9.2,5,1.0,5,1.0,5,0.09583333333333333,5,0.9520833333333334,5,588.0,5,-588.0,5
loco_smoldering,fire_only,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,global_stats,0.8,97,5,1,96,0,12,1,1.0,True,0.0,5,11.6,5,1.0,5,1.0,5,0.12083333333333335,5,0.9395833333333332,5,732.0,5,-732.0,5
loco_smoldering,global_stats,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,deepsets,0.8,97,5,1,96,0,14,1,1.0,True,0.0,5,11.8,5,1.0,5,1.0,5,0.12291666666666667,5,0.9385416666666666,5,780.0,5,-780.0,5
loco_smoldering,deepsets,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,capacity_matched_deepsets,0.8,97,5,1,96,0,25,1,1.0,True,0.0,5,16.0,5,1.0,5,1.0,5,0.16666666666666666,5,0.9166666666666666,5,888.0,5,-888.0,5
loco_smoldering,capacity_matched_deepsets,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,gnn,0.8,97,5,1,96,0,25,1,1.0,True,0.0,5,16.8,5,1.0,5,1.0,5,0.175,5,0.9125,5,912.0,5,-912.0,5
loco_smoldering,gnn,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,gnn_zero_edge_features,0.8,97,5,1,96,0,19,1,1.0,True,0.0,5,16.2,5,1.0,5,1.0,5,0.16875,5,0.915625,5,888.0,5,-888.0,5
loco_smoldering,gnn_zero_edge_features,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
loco_smoldering,gnn_mean,0.8,97,5,1,96,0,25,1,1.0,True,0.0,5,19.6,5,1.0,5,1.0,5,0.2041666666666667,5,0.8979166666666666,5,936.0,5,-936.0,5
loco_smoldering,gnn_mean,0.6,97,5,0,97,0,0,0,NA,True,0.0,5,0.0,5,0.0,5,NA,0,0.0,5,NA,0,NA,0,NA,0
