protocol,model,seed,test_geometries,threshold,reference_events,reference_censored,predicted_events,predicted_censored,true_positive,false_negative,false_positive,true_negative,recall,false_positive_rate,balanced_accuracy,both_event_count,both_event_population_fraction,both_event_reference_event_fraction,conditional_timing_MAE_s,conditional_timing_median_abs_s,conditional_timing_bias_s,optimistic_late_or_missed_count,recross_above_threshold_count,recross_fraction_all_cases,recross_fraction_predicted_event_cases
lcro_9_15,gnn_zero_edge_features,43,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,33.1858407079646,60.0,-23.097345132743364,17,0,0.0,0.0
lcro_9_15,gnn_zero_edge_features,43,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,32.32876712328767,0.0,15.342465753424657,74,2,0.007575757575757576,0.0091324200913242
lcro_9_15,gnn_zero_edge_features,44,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,32.389380530973455,60.0,-26.01769911504425,12,0,0.0,0.0
lcro_9_15,gnn_zero_edge_features,44,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,38.35616438356164,0.0,29.041095890410958,92,2,0.007575757575757576,0.0091324200913242
lcro_9_15,gnn_zero_edge_features,45,264,0.8,226,38,225,39,225,1,0,38,0.995575221238938,0.0,0.997787610619469,225,0.8522727272727273,0.995575221238938,34.13333333333333,60.0,-24.0,16,1,0.003787878787878788,0.0044444444444444444
lcro_9_15,gnn_zero_edge_features,45,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,33.97260273972603,0.0,27.397260273972602,90,1,0.003787878787878788,0.0045662100456621
lcro_9_15,gnn_zero_edge_features,46,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,32.123893805309734,60.0,-25.75221238938053,11,1,0.003787878787878788,0.004424778761061947
lcro_9_15,gnn_zero_edge_features,46,264,0.6,219,45,218,46,218,1,0,45,0.9954337899543378,0.0,0.9977168949771689,218,0.8257575757575758,0.9954337899543378,33.30275229357798,0.0,14.587155963302752,73,3,0.011363636363636364,0.013761467889908258
lcro_9_15,gnn_mean,42,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,31.858407079646017,60.0,-26.548672566371682,10,1,0.003787878787878788,0.004424778761061947
lcro_9_15,gnn_mean,42,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,28.767123287671232,0.0,7.397260273972603,56,4,0.015151515151515152,0.0182648401826484
lcro_9_15,gnn_mean,43,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,32.65486725663717,60.0,-24.15929203539823,14,0,0.0,0.0
lcro_9_15,gnn_mean,43,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,32.32876712328767,0.0,14.794520547945206,79,2,0.007575757575757576,0.0091324200913242
lcro_9_15,gnn_mean,44,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,31.5929203539823,60.0,-25.75221238938053,11,0,0.0,0.0
lcro_9_15,gnn_mean,44,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,30.410958904109588,0.0,12.32876712328767,69,2,0.007575757575757576,0.0091324200913242
lcro_9_15,gnn_mean,45,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,31.5929203539823,60.0,-25.221238938053098,12,2,0.007575757575757576,0.008849557522123894
lcro_9_15,gnn_mean,45,264,0.6,219,45,218,46,218,1,0,45,0.9954337899543378,0.0,0.9977168949771689,218,0.8257575757575758,0.9954337899543378,38.53211009174312,60.0,28.623853211009173,99,4,0.015151515151515152,0.01834862385321101
lcro_9_15,gnn_mean,46,264,0.8,226,38,226,38,226,0,0,38,1.0,0.0,1.0,226,0.8560606060606061,1.0,31.858407079646017,60.0,-26.01769911504425,11,1,0.003787878787878788,0.004424778761061947
lcro_9_15,gnn_mean,46,264,0.6,219,45,219,45,219,0,0,45,1.0,0.0,1.0,219,0.8295454545454546,1.0,30.684931506849313,0.0,16.986301369863014,72,2,0.007575757575757576,0.0091324200913242
loco_iso834,fire_only,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,-6.075949367088608,0,0,0.0,0.0
loco_iso834,fire_only,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,44.43037974683544,60.0,-4.177215189873418,40,0,0.0,0.0
loco_iso834,fire_only,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,-6.075949367088608,0,0,0.0,0.0
loco_iso834,fire_only,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,44.43037974683544,60.0,-4.177215189873418,40,0,0.0,0.0
loco_iso834,fire_only,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,-6.075949367088608,0,0,0.0,0.0
loco_iso834,fire_only,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,44.43037974683544,60.0,-4.177215189873418,40,0,0.0,0.0
loco_iso834,fire_only,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,-6.075949367088608,0,0,0.0,0.0
loco_iso834,fire_only,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,44.43037974683544,60.0,-4.177215189873418,40,0,0.0,0.0
loco_iso834,fire_only,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,-6.075949367088608,0,0,0.0,0.0
loco_iso834,fire_only,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,44.43037974683544,60.0,-4.177215189873418,40,0,0.0,0.0
loco_iso834,global_stats,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,global_stats,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,27.341772151898734,0.0,-1.518987341772152,29,0,0.0,0.0
loco_iso834,global_stats,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,global_stats,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,30.0,0.0,-4.177215189873418,29,0,0.0,0.0
loco_iso834,global_stats,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,global_stats,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,26.962025316455698,0.0,-0.379746835443038,30,0,0.0,0.0
loco_iso834,global_stats,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,global_stats,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,27.72151898734177,0.0,0.379746835443038,32,0,0.0,0.0
loco_iso834,global_stats,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,global_stats,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,29.240506329113924,0.0,1.139240506329114,35,0,0.0,0.0
loco_iso834,deepsets,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.4177215189873418,0.0,-1.139240506329114,3,0,0.0,0.0
loco_iso834,deepsets,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.40506329113924,0.0,-2.6582278481012658,26,0,0.0,0.0
loco_iso834,deepsets,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.4177215189873418,0.0,-0.379746835443038,4,0,0.0,0.0
loco_iso834,deepsets,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.78481012658228,0.0,-6.8354430379746836,21,0,0.0,0.0
loco_iso834,deepsets,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,deepsets,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.164556962025316,0.0,-4.936708860759493,23,0,0.0,0.0
loco_iso834,deepsets,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,6.075949367088608,0.0,2.278481012658228,11,0,0.0,0.0
loco_iso834,deepsets,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.924050632911392,0.0,-7.215189873417722,22,0,0.0,0.0
loco_iso834,deepsets,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,-0.759493670886076,5,0,0.0,0.0
loco_iso834,deepsets,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,24.303797468354432,0.0,-0.759493670886076,30,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,-1.139240506329114,4,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,21.645569620253166,0.0,1.139240506329114,29,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,-0.379746835443038,5,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.78481012658228,0.0,-1.518987341772152,27,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,21.645569620253166,0.0,-3.4177215189873418,23,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,5.3164556962025316,0.0,1.518987341772152,9,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.924050632911392,0.0,-7.215189873417722,21,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,-2.278481012658228,3,0,0.0,0.0
loco_iso834,capacity_matched_deepsets,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.544303797468356,0.0,-12.151898734177216,15,0,0.0,0.0
loco_iso834,gnn,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,0.379746835443038,6,0,0.0,0.0
loco_iso834,gnn,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.544303797468356,0.0,-0.759493670886076,29,0,0.0,0.0
loco_iso834,gnn,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,-0.379746835443038,5,0,0.0,0.0
loco_iso834,gnn,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.544303797468356,0.0,-8.354430379746836,20,0,0.0,0.0
loco_iso834,gnn,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,0.0,6,0,0.0,0.0
loco_iso834,gnn,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.924050632911392,0.0,-5.69620253164557,24,0,0.0,0.0
loco_iso834,gnn,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,-0.759493670886076,4,0,0.0,0.0
loco_iso834,gnn,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.025316455696203,0.0,-3.7974683544303796,23,0,0.0,0.0
loco_iso834,gnn,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,-1.518987341772152,3,0,0.0,0.0
loco_iso834,gnn,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.164556962025316,0.0,-8.734177215189874,18,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.936708860759493,0.0,0.379746835443038,7,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,20.88607594936709,0.0,-6.455696202531645,19,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,0.0,6,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.78481012658228,0.0,-4.556962025316456,23,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,3.7974683544303796,0.0,0.0,5,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,23.164556962025316,0.0,1.139240506329114,30,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,0.0,6,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,24.303797468354432,0.0,-0.759493670886076,28,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,-0.759493670886076,5,0,0.0,0.0
loco_iso834,gnn_zero_edge_features,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,24.68354430379747,0.0,-0.379746835443038,31,0,0.0,0.0
loco_iso834,gnn_mean,42,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,-0.379746835443038,5,0,0.0,0.0
loco_iso834,gnn_mean,42,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,24.303797468354432,0.0,0.759493670886076,32,0,0.0,0.0
loco_iso834,gnn_mean,43,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,-2.278481012658228,3,0,0.0,0.0
loco_iso834,gnn_mean,43,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,25.82278481012658,0.0,-1.518987341772152,32,0,0.0,0.0
loco_iso834,gnn_mean,44,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.556962025316456,0.0,0.759493670886076,7,0,0.0,0.0
loco_iso834,gnn_mean,44,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,20.126582278481013,0.0,-7.215189873417722,17,0,0.0,0.0
loco_iso834,gnn_mean,45,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.177215189873418,0.0,0.379746835443038,6,0,0.0,0.0
loco_iso834,gnn_mean,45,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,22.78481012658228,0.0,-2.278481012658228,27,0,0.0,0.0
loco_iso834,gnn_mean,46,158,0.8,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,4.936708860759493,0.0,1.139240506329114,8,0,0.0,0.0
loco_iso834,gnn_mean,46,158,0.6,158,0,158,0,158,0,0,0,1.0,NA,NA,158,1.0,1.0,24.68354430379747,0.0,-4.177215189873418,26,0,0.0,0.0
loco_astm_e119,fire_only,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,8.842105263157896,0.0,-8.842105263157896,0,0,0.0,0.0
loco_astm_e119,fire_only,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,47.36842105263158,60.0,5.684210526315789,32,0,0.0,0.0
loco_astm_e119,fire_only,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,8.842105263157896,0.0,-8.842105263157896,0,0,0.0,0.0
loco_astm_e119,fire_only,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,47.36842105263158,60.0,5.684210526315789,32,0,0.0,0.0
loco_astm_e119,fire_only,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,8.842105263157896,0.0,-8.842105263157896,0,0,0.0,0.0
loco_astm_e119,fire_only,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,47.36842105263158,60.0,5.684210526315789,32,0,0.0,0.0
loco_astm_e119,fire_only,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,8.842105263157896,0.0,-8.842105263157896,0,0,0.0,0.0
loco_astm_e119,fire_only,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,47.36842105263158,60.0,5.684210526315789,32,0,0.0,0.0
loco_astm_e119,fire_only,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,8.842105263157896,0.0,-8.842105263157896,0,0,0.0,0.0
loco_astm_e119,fire_only,46,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,47.36842105263158,60.0,5.684210526315789,32,0,0.0,0.0
loco_astm_e119,global_stats,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,16.42105263157895,0.0,11.368421052631579,22,0,0.0,0.0
loco_astm_e119,global_stats,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,28.42105263157895,0.0,0.631578947368421,21,0,0.0,0.0
loco_astm_e119,global_stats,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,11.368421052631579,0.0,6.315789473684211,14,0,0.0,0.0
loco_astm_e119,global_stats,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,35.36842105263158,60.0,-11.368421052631579,19,0,0.0,0.0
loco_astm_e119,global_stats,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,15.789473684210526,0.0,10.736842105263158,21,0,0.0,0.0
loco_astm_e119,global_stats,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,30.31578947368421,0.0,3.789473684210526,24,0,0.0,0.0
loco_astm_e119,global_stats,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,15.789473684210526,0.0,10.736842105263158,21,0,0.0,0.0
loco_astm_e119,global_stats,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,28.42105263157895,0.0,6.947368421052632,25,0,0.0,0.0
loco_astm_e119,global_stats,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,16.42105263157895,0.0,11.368421052631579,22,0,0.0,0.0
loco_astm_e119,global_stats,46,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,30.31578947368421,0.0,1.263157894736842,23,0,0.0,0.0
loco_astm_e119,deepsets,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.894736842105264,0.0,10.105263157894736,19,0,0.0,0.0
loco_astm_e119,deepsets,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,23.36842105263158,0.0,3.1578947368421053,20,0,0.0,0.0
loco_astm_e119,deepsets,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.263157894736842,0.0,8.210526315789474,17,0,0.0,0.0
loco_astm_e119,deepsets,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,21.473684210526315,0.0,1.263157894736842,17,0,0.0,0.0
loco_astm_e119,deepsets,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,10.105263157894736,0.0,6.315789473684211,13,0,0.0,0.0
loco_astm_e119,deepsets,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,24.0,0.0,1.263157894736842,19,0,0.0,0.0
loco_astm_e119,deepsets,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,14.526315789473685,0.0,10.736842105263158,20,0,0.0,0.0
loco_astm_e119,deepsets,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,20.842105263157894,0.0,-3.1578947368421053,13,0,0.0,0.0
loco_astm_e119,deepsets,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,10.736842105263158,0.0,6.947368421052632,14,0,0.0,0.0
loco_astm_e119,deepsets,46,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,22.736842105263158,0.0,1.263157894736842,19,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,15.157894736842104,0.0,11.368421052631579,21,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,24.0,0.0,3.789473684210526,20,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,10.105263157894736,0.0,5.052631578947368,12,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,20.210526315789473,0.0,-3.789473684210526,13,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.894736842105264,0.0,10.105263157894736,19,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,20.842105263157894,0.0,-12.0,7,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,11.368421052631579,0.0,6.315789473684211,14,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,26.526315789473685,0.0,1.263157894736842,21,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,12.0,0.0,5.684210526315789,14,0,0.0,0.0
loco_astm_e119,capacity_matched_deepsets,46,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,22.105263157894736,0.0,-13.263157894736842,7,0,0.0,0.0
loco_astm_e119,gnn,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,15.789473684210526,0.0,12.0,22,0,0.0,0.0
loco_astm_e119,gnn,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,17.05263157894737,0.0,3.1578947368421053,16,0,0.0,0.0
loco_astm_e119,gnn,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,14.526315789473685,0.0,10.736842105263158,20,0,0.0,0.0
loco_astm_e119,gnn,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,19.57894736842105,0.0,-3.1578947368421053,13,0,0.0,0.0
loco_astm_e119,gnn,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,15.157894736842104,0.0,11.368421052631579,21,0,0.0,0.0
loco_astm_e119,gnn,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,18.94736842105263,0.0,5.052631578947368,19,0,0.0,0.0
loco_astm_e119,gnn,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,12.631578947368421,0.0,8.842105263157896,17,0,0.0,0.0
loco_astm_e119,gnn,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,18.94736842105263,0.0,6.315789473684211,20,0,0.0,0.0
loco_astm_e119,gnn,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.263157894736842,0.0,8.210526315789474,17,0,0.0,0.0
loco_astm_e119,gnn,46,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,21.473684210526315,0.0,-7.578947368421052,11,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,42,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.263157894736842,0.0,9.473684210526315,18,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,42,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,25.263157894736842,0.0,2.526315789473684,21,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,43,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,12.631578947368421,0.0,8.842105263157896,17,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,43,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,25.894736842105264,0.0,9.473684210526315,27,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,44,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,13.894736842105264,0.0,12.631578947368421,21,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,44,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,23.36842105263158,0.0,-1.894736842105263,17,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,45,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,12.631578947368421,0.0,8.842105263157896,17,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,45,95,0.6,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,19.57894736842105,0.0,-3.1578947368421053,13,0,0.0,0.0
loco_astm_e119,gnn_zero_edge_features,46,95,0.8,95,0,95,0,95,0,0,0,1.0,NA,NA,95,1.0,1.0,12.0,0.0,8.210526315789474,16,0,0.0,0.0
