protocol,model,seed,test_geometries,final_MAE,final_bias,time_average_MAE,time_average_bias
loco_decay,global_stats,43,113,0.02174847322491418,0.005339958564897554,0.007548800843237597,-0.0006960916423560174
loco_decay,global_stats,44,113,0.015844940150206068,-0.004197761746106949,0.0077048615373912855,-0.0022677473212897236
loco_decay,global_stats,45,113,0.017661915877751545,-0.0057892680036283175,0.008016329565824487,-0.0024154540013994457
loco_decay,global_stats,46,113,0.01867851727040468,-0.013993532850151568,0.008429267826135713,-0.003946634634208366
loco_decay,deepsets,42,113,0.028606800642688716,-0.0035525804336092115,0.009510229531247002,-0.0022391640869653204
loco_decay,deepsets,43,113,0.03180815919046908,0.009605091955281992,0.011371085248272145,-0.00029739694048960255
loco_decay,deepsets,44,113,0.025636456181517744,-0.00882085775379586,0.00834658964699173,-0.0028681008348510643
loco_decay,deepsets,45,113,0.023353447231043756,-0.000552128967458168,0.009627459394391117,-0.00043453836983899086
loco_decay,deepsets,46,113,0.020602086344651417,-0.0029942911546842186,0.007356484125541373,-0.0026330786886292574
loco_decay,capacity_matched_deepsets,42,113,0.02564234200832063,-0.0038159285235193977,0.008944166479165213,-0.004254658631211186
loco_decay,capacity_matched_deepsets,43,113,0.02296623185408854,-0.010925449035336486,0.009986086243043767,-0.005322373520505988
loco_decay,capacity_matched_deepsets,44,113,0.028974264728284516,-0.005733356539127046,0.008860148365298904,-0.0019730806119937798
loco_decay,capacity_matched_deepsets,45,113,0.025183141099668183,-0.00806729363656677,0.009760585628383974,-0.0029046782635833604
loco_decay,capacity_matched_deepsets,46,113,0.0357253709725574,0.006912141774607971,0.010033886211547865,-0.0013606810090640265
loco_decay,gnn,42,113,0.01969706563822991,0.004054408421558617,0.007117466819761067,5.411023169668351e-05
loco_decay,gnn,43,113,0.03349825660739325,0.003092161058324628,0.012136407792128644,0.00079152727483122
loco_decay,gnn,44,113,0.020100603127374057,-0.013397558666436018,0.008855035511507561,-0.006352838530455188
loco_decay,gnn,45,113,0.04022991472640924,-0.005584078288711278,0.010353723627715675,-0.00029691581814865784
loco_decay,gnn,46,113,0.029427155720449127,0.005417905550087448,0.011198272670352697,-0.003679229839976909
loco_decay,gnn_zero_edge_features,42,113,0.02206021046216509,0.011237682098835971,0.008165776394417488,0.001309782813871856
loco_decay,gnn_zero_edge_features,43,113,0.021864274500218113,-0.0019269107585459684,0.009964428353604133,-0.0031341606652182732
loco_decay,gnn_zero_edge_features,44,113,0.020063700665414862,-0.013422596639236518,0.008513074189116813,-0.00487731684296004
loco_decay,gnn_zero_edge_features,45,113,0.021582140793315076,0.004187295856201543,0.008669695142206007,-0.0028249186362005216
loco_decay,gnn_zero_edge_features,46,113,0.02458336586709571,-0.015931651062142532,0.009435617856153876,-0.0051380387949688565
loco_decay,gnn_mean,42,113,0.024916709656209016,0.0059814330487124685,0.010276633237315485,0.0008098247809923576
