protocol,contrast,metric,baseline,candidate,effect,ci95_low,ci95_high,status,paired_seed_count,valid_bootstrap,bootstrap_repetitions,effect_direction
loco_astm_e119,graph_vs_capacity_matched,time_average_pairwise_order_agreement,capacity_matched_deepsets,gnn,-0.008824188129899047,-0.031172140430351044,0.012290471485278915,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,graph_vs_capacity_matched,time_average_equal_family_pairwise_order_agreement,capacity_matched_deepsets,gnn,-0.008824188129899047,-0.031172140430351044,0.012290471485278915,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,final_MAE,gnn,gnn_mean,-0.0005320291299568988,-0.0009396369545475433,-0.0001593493593758647,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,final_bias,gnn,gnn_mean,-3.40310837093153e-05,-0.00279482581407616,0.001969249806513912,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_astm_e119,mean_vs_sum,time_average_MAE,gnn,gnn_mean,-0.0002993752704116299,-0.000789820248975102,0.00012645487694331516,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,time_average_bias,gnn,gnn_mean,-0.0001540685578396454,-0.0014583196313986365,0.0012193853265066695,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_astm_e119,mean_vs_sum,q0.8_recall,gnn,gnn_mean,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,q0.8_false_positive_rate,gnn,gnn_mean,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.8_balanced_accuracy,gnn,gnn_mean,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,q0.8_conditional_timing_MAE_s,gnn,gnn_mean,1.768421052631581,-0.25578947368421273,4.424210526315788,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.8_conditional_timing_median_abs_s,gnn,gnn_mean,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.8_conditional_timing_bias_s,gnn,gnn_mean,1.2631578947368425,-0.8842105263157869,3.666315789473682,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_astm_e119,mean_vs_sum,q0.6_recall,gnn,gnn_mean,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,q0.6_false_positive_rate,gnn,gnn_mean,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.6_balanced_accuracy,gnn,gnn_mean,,,,NOT_ESTIMABLE_ON_ALL_PAIRED_SEEDS,5,0,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,q0.6_conditional_timing_MAE_s,gnn,gnn_mean,-0.2526315789473692,-4.0421052631578895,3.9157894736842103,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.6_conditional_timing_median_abs_s,gnn,gnn_mean,0.0,0.0,0.0,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors candidate for this lower-is-better metric
loco_astm_e119,mean_vs_sum,q0.6_conditional_timing_bias_s,gnn,gnn_mean,1.0105263157894737,-5.687368421052632,9.729473684210523,ESTIMATED,5,1000,1000,Neither sign of a signed-bias change is automatically better
loco_astm_e119,mean_vs_sum,final_spearman,gnn,gnn_mean,0.013812989921612395,-0.01764480098204269,0.051027222820307847,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,final_equal_family_spearman,gnn,gnn_mean,0.013812989921612395,-0.01764480098204269,0.051027222820307847,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,final_pairwise_order_agreement,gnn,gnn_mean,0.004613661814109604,-0.015336863919974417,0.027295014983824684,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,final_equal_family_pairwise_order_agreement,gnn,gnn_mean,0.004613661814109604,-0.015336863919974417,0.027295014983824684,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,time_average_spearman,gnn,gnn_mean,0.0008062709966406567,-0.023467178042865147,0.028149485350506195,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,time_average_equal_family_spearman,gnn,gnn_mean,0.0008062709966406567,-0.023467178042865147,0.028149485350506195,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,time_average_pairwise_order_agreement,gnn,gnn_mean,0.0013437849944007985,-0.014997040197797625,0.018382462437362856,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
loco_astm_e119,mean_vs_sum,time_average_equal_family_pairwise_order_agreement,gnn,gnn_mean,0.0013437849944007985,-0.014997040197797625,0.018382462437362856,ESTIMATED,5,1000,1000,Positive baseline-minus-candidate effect favors baseline for this higher-is-better metric
