protocol,model,seed,time_s,case_MAE,case_RMSE,maximum_overprediction
loco_decay,capacity_matched_deepsets,42,0.0,0.0017386458616341109,0.001746849068475187,0.0
loco_decay,capacity_matched_deepsets,42,60.0,0.01002479654497805,0.013497371291713512,0.030856847763061523
loco_decay,capacity_matched_deepsets,42,120.0,0.006184647568559225,0.007610292960918068,0.017665743827819824
loco_decay,capacity_matched_deepsets,42,180.0,0.024347426089565312,0.031500624430085084,0.06268680095672607
loco_decay,capacity_matched_deepsets,42,240.0,0.012138774964661725,0.015331092186050966,0.04915982484817505
loco_decay,capacity_matched_deepsets,42,300.0,0.012221889685740513,0.015482956964715825,0.04611992835998535
loco_decay,capacity_matched_deepsets,42,360.0,0.012349425691418944,0.015941580741859546,0.045320332050323486
loco_decay,capacity_matched_deepsets,42,420.0,0.010625586045526825,0.013791030580866273,0.0417364239692688
loco_decay,capacity_matched_deepsets,42,480.0,0.010267326789619648,0.01326350286708603,0.033808231353759766
loco_decay,capacity_matched_deepsets,42,540.0,0.00918621721520888,0.01207837014807916,0.03895139694213867
loco_decay,capacity_matched_deepsets,42,600.0,0.008677036361356753,0.011764748432389668,0.04571157693862915
loco_decay,capacity_matched_deepsets,42,660.0,0.008460570225673439,0.01142904984252649,0.04424816370010376
loco_decay,capacity_matched_deepsets,42,720.0,0.009078980547136965,0.01140202372104433,0.04419010877609253
loco_decay,capacity_matched_deepsets,42,780.0,0.010619482107922039,0.012926835894346555,0.048496127128601074
loco_decay,capacity_matched_deepsets,42,840.0,0.01044045771117759,0.013459079975489799,0.051174700260162354
loco_decay,capacity_matched_deepsets,42,900.0,0.011917667051332187,0.014431502915927642,0.03976103663444519
loco_decay,capacity_matched_deepsets,42,960.0,0.010529523929663463,0.013200584401945381,0.0292988121509552
loco_decay,capacity_matched_deepsets,42,1020.0,0.008788191902953966,0.011151346988692405,0.02928692102432251
loco_decay,capacity_matched_deepsets,42,1080.0,0.008711213295438648,0.011022979275804186,0.030414044857025146
loco_decay,capacity_matched_deepsets,42,1140.0,0.008808945396305185,0.010993868433223758,0.031486451625823975
loco_decay,capacity_matched_deepsets,42,1200.0,0.008495842988512158,0.011074422104170522,0.037604302167892456
loco_decay,capacity_matched_deepsets,42,1260.0,0.008644994381254753,0.011224927929914775,0.03482958674430847
loco_decay,capacity_matched_deepsets,42,1320.0,0.009947855915643473,0.012818167257557935,0.035787731409072876
loco_decay,capacity_matched_deepsets,42,1380.0,0.009758928180795856,0.0125943310873228,0.03570675849914551
loco_decay,capacity_matched_deepsets,42,1440.0,0.00977346617563636,0.012882979253359165,0.034673720598220825
loco_decay,capacity_matched_deepsets,42,1500.0,0.009942759982252542,0.012900645302711015,0.03604349493980408
loco_decay,capacity_matched_deepsets,42,1560.0,0.009995065431679245,0.012798028680912038,0.03865894675254822
loco_decay,capacity_matched_deepsets,42,1620.0,0.009595806092287587,0.012333321599458429,0.03696620464324951
loco_decay,capacity_matched_deepsets,42,1680.0,0.010446197427479566,0.013055263674883189,0.03456223011016846
loco_decay,capacity_matched_deepsets,42,1740.0,0.010515249408451856,0.013357644683752806,0.034147799015045166
loco_decay,capacity_matched_deepsets,42,1800.0,0.010620471914257624,0.013816450546513277,0.034221991896629333
