protocol,model,seed,stratum,group,case_count,geometry_count,equal_case_MAE,equal_case_RMSE,mean_case_RMSE,R2_pooled,maximum_positive_error,maximum_absolute_error,case_time_positive_error_q95,case_time_positive_error_q99,per_case_MAE_q50,per_case_MAE_q90,per_case_MAE_q95,per_case_MAE_q99,per_case_max_positive_error_q50,per_case_max_positive_error_q90,per_case_max_positive_error_q95,per_case_max_positive_error_q99
loco_decay,fire_only,42,fire_family,decay,113,113,0.014762854637289262,0.01946035755813549,0.018156316708282355,0.9922731622550134,0.08247095346450806,0.0992438793182373,0.030761742591857898,0.04983771681785582,0.013748262016499629,0.02228909486629924,0.026463537675435425,0.04059232062492213,0.028144419193267822,0.046664535999298096,0.055005419254302926,0.07831053018569943
loco_decay,fire_only,42,crack_count,1,11,11,0.015000854325987363,0.018447644691206994,0.017799016998019043,0.9911168834477712,0.03312879800796509,0.05643928050994873,0.0202854722738266,0.03127304911613463,0.015250068707544296,0.022078037750525553,0.022259666050066712,0.022404968689699642,0.020334571599960327,0.032842397689819336,0.03298559784889221,0.03310015797615051
loco_decay,fire_only,42,crack_count,10,6,6,0.016620563536556693,0.021577744054043262,0.020681245125523152,0.9916892139266763,0.0585254430770874,0.08739906549453735,0.03592143952846527,0.046804547309875495,0.017204398625209685,0.023089917956805622,0.024004610346966104,0.02473636425909449,0.03141723573207855,0.05249187350273132,0.05550865828990936,0.0579220861196518
loco_decay,fire_only,42,crack_count,11,6,6,0.01247287093778777,0.017617329410119495,0.017167167800953054,0.9937046746575349,0.04600793123245239,0.09079688787460327,0.025028366595506668,0.03620734512805939,0.013321938817618322,0.016592097453406597,0.01716766842320317,0.017628125199040428,0.032288819551467896,0.04463672637939453,0.04532232880592346,0.045870810747146606
loco_decay,fire_only,42,crack_count,12,5,5,0.013533816889661257,0.020382293804804066,0.020228060334003123,0.9906360557231756,0.06721359491348267,0.0992438793182373,0.02861424684524537,0.05759099006652822,0.013163877925911888,0.015853119287334502,0.01650862938067952,0.017033037455355532,0.03234940767288208,0.05632830858230591,0.06177095174789428,0.06612506628036499
loco_decay,fire_only,42,crack_count,13,6,6,0.021459189961191085,0.027412323140046,0.025914729669829436,0.9861642834689839,0.07911884784698486,0.08651113510131836,0.05586649477481842,0.06649697422981264,0.01722388164918931,0.032092611931386544,0.03487395470748182,0.03709902892835805,0.04564336687326431,0.07575085759162903,0.07743485271930695,0.07878204882144928
loco_decay,fire_only,42,crack_count,14,2,2,0.02815675295767237,0.033725983391628245,0.03175162880792118,0.9590845018126383,0.06887602806091309,0.08949434757232666,0.04652267545461654,0.06582361876964567,0.02815675295767237,0.038425609615982556,0.03970921669827133,0.04073610236410235,0.04714691638946533,0.06453020572662353,0.0667031168937683,0.06844144582748413
loco_decay,fire_only,42,crack_count,15,2,2,0.02137771981661437,0.026138914470493487,0.02564740137321638,0.9748135606781032,0.04057878255844116,0.08628308773040771,0.027195683121681184,0.034035020470619196,0.02137771981661437,0.02641313349614378,0.027042560206084955,0.027546101574037897,0.03735065460205078,0.03993315696716308,0.04025596976280212,0.04051421999931335
loco_decay,fire_only,42,crack_count,2,9,9,0.015990057278200576,0.01973568571760383,0.019222222806808555,0.9926501439560508,0.028144419193267822,0.06546169519424438,0.012931716442108157,0.020516214370727467,0.01689740172663673,0.019823140101354633,0.021082499623298646,0.022089987240853856,0.02313816547393799,0.025892174243927004,0.02701829671859741,0.02791919469833374
loco_decay,fire_only,42,crack_count,3,7,7,0.013760304911633565,0.017631737235953668,0.0171013962399112,0.9938301349332902,0.05265873670578003,0.061569929122924805,0.016173577308654784,0.025299085974693308,0.014403594444032575,0.019327184435774067,0.019690917151384664,0.019981903323873146,0.02356851100921631,0.04623613357543946,0.04944743514060973,0.05201647639274597
