protocol,model,endpoint,budget,N,k,actual_budget_fraction,independent_seed_count,U_defined_seeds,U_mean,U_sample_sd,U_min,U_max,regret_raw_defined_seeds,regret_raw_mean,regret_raw_sample_sd,regret_raw_min,regret_raw_max,regret_display_defined_seeds,regret_display_mean,regret_display_sample_sd,regret_display_min,regret_display_max,improvement_over_random_defined_seeds,improvement_over_random_mean,improvement_over_random_sample_sd,improvement_over_random_min,improvement_over_random_max,oracle_improvement_fraction_defined_seeds,oracle_improvement_fraction_mean,oracle_improvement_fraction_sample_sd,oracle_improvement_fraction_min,oracle_improvement_fraction_max
loco_astm_e119,fire_only,J,25%,95,23,0.24210526315789474,5,5,0.36339599436802555,0.0,0.36339599436802555,0.36339599436802555,5,0.01373497921304273,0.0,0.01373497921304273,0.01373497921304273,5,0.01373497921304273,0.0,0.01373497921304273,0.01373497921304273,5,-5.551115123125783e-17,0.0,-5.551115123125783e-17,-5.551115123125783e-17,5,-4.041589751992102e-15,0.0,-4.041589751992102e-15,-4.041589751992102e-15
loco_astm_e119,fire_only,J,50%,95,47,0.49473684210526314,5,5,0.3633959943680256,0.0,0.3633959943680256,0.3633959943680256,5,0.008619285332009063,0.0,0.008619285332009063,0.008619285332009063,5,0.008619285332009063,0.0,0.008619285332009063,0.008619285332009063,5,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,5,-1.2880685368451418e-14,1.7639466088662012e-30,-1.288068536845142e-14,-1.288068536845142e-14
loco_astm_e119,global_stats,terminal,10%,95,9,0.09473684210526316,5,5,0.04993929316600164,0.0005727106780629525,0.04962186680899726,0.05094282908572091,5,0.005811606595913571,0.0005727106780629525,0.005494180238909192,0.006815142515632845,5,0.005811606595913571,0.0005727106780629525,0.005494180238909192,0.006815142515632845,5,0.009566825641351836,0.0005727106780629525,0.008563289721632561,0.009884251998356214,5,0.6220936889892625,0.03724116146736632,0.5568376274976704,0.642734697910522
loco_astm_e119,global_stats,terminal,25%,95,23,0.24210526315789474,5,5,0.05213520837866742,0.00012942729634568575,0.05199342787913654,0.052229728711688,5,0.0033070061193860092,0.00012942729634568575,0.003165225619855133,0.0034015264524065933,5,0.0033070061193860092,0.00012942729634568575,0.003165225619855133,0.0034015264524065933,5,0.007370910428686053,0.00012942729634568575,0.007276390095665469,0.007512690928216929,5,0.6902948150514342,0.012121025273329573,0.6814428697683771,0.7035727329760199
loco_astm_e119,global_stats,terminal,50%,95,47,0.49473684210526314,5,5,0.054791975687158864,0.00011040779627094512,0.054655460838941815,0.05489671230316162,5,0.0017878937911480041,0.00011040779627094512,0.0016513789429309506,0.0018926304071507569,5,0.0017878937911480041,0.00011040779627094512,0.0016513789429309506,0.0018926304071507569,5,0.004714143120194604,0.00011040779627094512,0.004609406504191851,0.004850657968411658,5,0.7250255857469716,0.016980493617060544,0.7089173080747788,0.746021290643526
loco_astm_e119,global_stats,J,10%,95,9,0.09473684210526316,5,5,0.35264170388587646,0.00013542858601595377,0.3525267065640677,0.35287691107088764,5,0.008787695205322021,0.00013542858601595377,0.00867269788351327,0.00902290239033321,5,0.008787695205322021,0.00013542858601595377,0.00867269788351327,0.00902290239033321,5,0.010754290482149043,0.00013542858601595377,0.010519083297137855,0.010869287803957794,5,0.5503171813826437,0.006930134336490752,0.5382811893001204,0.5562018096721058
loco_astm_e119,global_stats,J,25%,95,23,0.24210526315789474,5,5,0.3551572149840818,0.00030853844295145044,0.3548512223041684,0.3555751864514921,5,0.0054961998290989685,0.00030853844295145044,0.005190207149185555,0.005914171296509285,5,0.0054961998290989685,0.00030853844295145044,0.005190207149185555,0.005914171296509285,5,0.008238779383943707,0.00030853844295145044,0.00782080791653339,0.00854477206385712,5,0.5998392320914616,0.022463699301303923,0.5694080635452863,0.6221175825110127
loco_astm_e119,global_stats,J,50%,95,47,0.49473684210526314,5,5,0.358100849399145,0.0003210932709804347,0.3578048103825843,0.35853771104259385,5,0.0033241403631284806,0.0003210932709804347,0.0030281013465677797,0.0037610020065773075,5,0.0033241403631284806,0.0003210932709804347,0.0030281013465677797,0.0037610020065773075,5,0.005295144968880472,0.0003210932709804347,0.004858283325431645,0.005591183985441173,5,0.6143368927834645,0.03725288798457675,0.5636526856106866,0.6486830137386808
loco_astm_e119,deepsets,terminal,10%,95,9,0.09473684210526316,5,5,0.04894730332824919,0.0009330201145448221,0.04785031990872489,0.050191237694687314,5,0.004819616758161125,0.0009330201145448221,0.003722633338636823,0.006063551124599248,5,0.004819616758161125,0.0009330201145448221,0.003722633338636823,0.006063551124599248,5,0.010558815479104281,0.0009330201145448221,0.009314881112666158,0.011655798898628583,5,0.6865989534042288,0.06067069127397164,0.6057107102305332,0.75793154456824
loco_astm_e119,deepsets,terminal,25%,95,23,0.24210526315789474,5,5,0.051324546369521516,0.0006032660148184619,0.050466536827709366,0.0520207247008448,5,0.0024963441102401037,0.0006032660148184619,0.0016383345684279557,0.003192522441563393,5,0.0024963441102401037,0.0006032660148184619,0.0016383345684279557,0.003192522441563393,5,0.00818157243783196,0.0006032660148184619,0.007485394106508669,0.009039581979644107,5,0.7662143079128272,0.05649660325612713,0.701016352095408,0.8465679553635617
loco_astm_e119,deepsets,terminal,50%,95,47,0.49473684210526314,5,5,0.05438539338238696,0.00019862776180792988,0.05417551702641426,0.05464229574228855,5,0.001381311486376094,0.00019862776180792986,0.0011714351304033949,0.0016382138462776863,5,0.001381311486376094,0.00019862776180792986,0.0011714351304033949,0.0016382138462776863,5,0.005120725424966515,0.00019862776180792986,0.004863823065064922,0.005330601780939213,5,0.787557113992011,0.030548544174123293,0.7480460556260652,0.8198356689793838
loco_astm_e119,deepsets,J,10%,95,9,0.09473684210526316,5,5,0.34975379762550196,0.0006257694846047102,0.34872375078223367,0.3502747512250035,5,0.005899788944947493,0.0006257694846047102,0.004869742101679231,0.006420742544449076,5,0.005899788944947493,0.0006257694846047102,0.004869742101679231,0.006420742544449076,5,0.013642196742523571,0.0006257694846047102,0.013121243143021988,0.014672243585791833,5,0.6980967523310582,0.03202179628070804,0.6714385811588429,0.7508061780640151
loco_astm_e119,deepsets,J,25%,95,23,0.24210526315789474,5,5,0.35223630591498123,0.000554166126366594,0.35166189143758114,0.3529509045791044,5,0.0025752907599984275,0.000554166126366594,0.0020008762825983184,0.0032898894241215615,5,0.0025752907599984275,0.000554166126366594,0.0020008762825983184,0.0032898894241215615,5,0.011159688453044247,0.000554166126366594,0.010445089788921114,0.011734102930444357,5,0.8125012990516256,0.04034706698648369,0.760473651026898,0.8543225838523079
loco_astm_e119,deepsets,J,50%,95,47,0.49473684210526314,5,5,0.35611701285849656,0.0003341118609478994,0.35584766932677303,0.356698667269253,5,0.0013403038224800046,0.00033411186094789934,0.0010709602907564841,0.0019219582332364316,5,0.0013403038224800046,0.00033411186094789934,0.0010709602907564841,0.0019219582332364316,5,0.007278981509528948,0.0003341118609478994,0.006697327098772521,0.007548325041252468,5,0.8444994253174803,0.03876329046761302,0.7770165206042126,0.8757483654962298
loco_astm_e119,capacity_matched_deepsets,terminal,10%,95,9,0.09473684210526316,5,5,0.047867565602064135,0.00034585907226102015,0.04746464184588856,0.048300191346142024,5,0.0037398790319760665,0.00034585907226102015,0.003336955275800496,0.004172504776053958,5,0.0037398790319760665,0.00034585907226102015,0.003336955275800496,0.004172504776053958,5,0.01163855320528934,0.00034585907226102015,0.011205927461211448,0.01204147696146491,5,0.7568101237970476,0.022489878482081276,0.7286781440605474,0.7830106980792033
loco_astm_e119,capacity_matched_deepsets,terminal,25%,95,23,0.24210526315789474,5,5,0.05113434088618859,0.0005480683886077453,0.0504611411496349,0.05197862681487332,5,0.002306138626907181,0.0005480683886077452,0.0016329388903534928,0.0031504245555919116,5,0.002306138626907181,0.0005480683886077452,0.0016329388903534928,0.0031504245555919116,5,0.008371777921164881,0.0005480683886077453,0.007527491992480151,0.00904497765771857,5,0.7840272850490143,0.051327277764378176,0.704958870823847,0.8470732672425384
loco_astm_e119,capacity_matched_deepsets,terminal,50%,95,47,0.49473684210526314,5,5,0.054263255539092614,0.00020862682134954887,0.05397846732050814,0.05449735531781582,5,0.001259173643081747,0.00020862682134954887,0.0009743854244972788,0.0014932734218049554,5,0.001259173643081747,0.00020862682134954887,0.0009743854244972788,0.0014932734218049554,5,0.005242863268260861,0.00020862682134954887,0.005008763489537653,0.005527651486845329,5,0.8063416648888664,0.03208637911384442,0.7703375969459686,0.850141511378151
loco_astm_e119,capacity_matched_deepsets,J,10%,95,9,0.09473684210526316,5,5,0.34890718020015843,0.0002666841517372665,0.34869285445246434,0.3492321655016255,5,0.0050531715196040165,0.0002666841517372665,0.004838845771909905,0.005378156821071067,5,0.0050531715196040165,0.0002666841517372665,0.004838845771909905,0.005378156821071067,5,0.014488814167867048,0.0002666841517372665,0.014163828866399997,0.014703139915561159,5,0.7414197512771821,0.013646727410523354,0.7247896448660711,0.7523872011116951
loco_astm_e119,capacity_matched_deepsets,J,25%,95,23,0.24210526315789474,5,5,0.3520431351391734,0.0005360175970728765,0.35117691495874226,0.3524695466785435,5,0.002382119984190556,0.0005360175970728765,0.0015158998037594351,0.002808531523560698,5,0.002382119984190556,0.0005360175970728765,0.0015158998037594351,0.002808531523560698,5,0.01135285922885212,0.0005360175970728765,0.010926447689481977,0.01221907940928324,5,0.8265654467151645,0.039025730491377544,0.7955197834668924,0.8896321734276857
loco_astm_e119,capacity_matched_deepsets,J,50%,95,47,0.49473684210526314,5,5,0.3558111838012247,0.00013892519508191644,0.3556722297478494,0.356039854795639,5,0.00103447476520816,0.00013892519508191642,0.0008955207118328534,0.0012631457596224416,5,0.00103447476520816,0.00013892519508191642,0.0008955207118328534,0.0012631457596224416,5,0.007584810566800793,0.00013892519508191642,0.007356139572386511,0.007723764620176099,5,0.8799813760235446,0.016117948267241822,0.8534512188694382,0.8961026723982314
loco_astm_e119,gnn,terminal,10%,95,9,0.09473684210526316,5,5,0.04703862203492058,0.0011613580913759861,0.04546979897552066,0.0487280682557159,5,0.0029109354648325205,0.0011613580913759861,0.0013421124054325967,0.004600381685627833,5,0.0029109354648325205,0.0011613580913759861,0.0013421124054325967,0.004600381685627833,5,0.012467496772432887,0.0011613580913759861,0.010778050551637573,0.01403631983183281,5,0.8107131195221143,0.07551862722142468,0.7008549626742788,0.9127276184772362
loco_astm_e119,gnn,terminal,25%,95,23,0.24210526315789474,5,5,0.05080858400982359,0.0002624017604593584,0.05054882687071095,0.051108892197194306,5,0.0019803817505421816,0.0002624017604593584,0.0017206246114295429,0.0022806899379128956,5,0.0019803817505421816,0.0002624017604593584,0.0017206246114295429,0.0022806899379128956,5,0.00869753479752988,0.0002624017604593584,0.008397226610159167,0.00895729193664252,5,0.8145348166352033,0.024574247164980526,0.7864105860309722,0.8388613917627772
loco_astm_e119,gnn,terminal,50%,95,47,0.49473684210526314,5,5,0.053844033387747216,0.00012786268972717592,0.05371314517044006,0.05404793011381271,5,0.0008399514917363515,0.00012786268972717592,0.0007090632744291975,0.001043848217801846,5,0.0008399514917363515,0.00012786268972717592,0.0007090632744291975,0.001043848217801846,5,0.005662085419606257,0.00012786268972717592,0.005458188693540762,0.005792973636913411,5,0.8708171757267202,0.019665020588259568,0.8394582756088504,0.8909475162787437
loco_astm_e119,gnn,J,10%,95,9,0.09473684210526316,5,5,0.3484163315007808,0.0010598148878253587,0.3472864721901715,0.3500129061164679,5,0.004562322820226372,0.0010598148878253587,0.0034324635096170675,0.0061588974359134685,5,0.004562322820226372,0.0010598148878253587,0.0034324635096170675,0.0061588974359134685,5,0.014979662867244692,0.0010598148878253587,0.013383088251557596,0.016109522177853997,5,0.7665373983386238,0.05423271231361291,0.684837685667628,0.8243544149242868
loco_astm_e119,gnn,J,25%,95,23,0.24210526315789474,5,5,0.35211223959706833,0.0005341331311421538,0.35131205251251446,0.35257809563148507,5,0.0024512244420855423,0.0005341331311421538,0.0016510373575316373,0.002917080476502243,5,0.0024512244420855423,0.0005341331311421538,0.0016510373575316373,0.002917080476502243,5,0.011283754770957133,0.0005341331311421539,0.010817898736540432,0.012083941855511038,5,0.8215341716893267,0.038888528541415175,0.7876166806475982,0.8797932394419775
loco_astm_e119,gnn,J,50%,95,47,0.49473684210526314,5,5,0.35549681314485193,0.00018336368744416187,0.3553058889582225,0.3557067905189404,5,0.000720104108835351,0.00018336368744416184,0.000529179922205969,0.0009300814829238391,5,0.000720104108835351,0.00018336368744416184,0.000529179922205969,0.0009300814829238391,5,0.007899181223173601,0.00018336368744416184,0.007689203849085113,0.008090105409802983,5,0.9164543136585651,0.02127365325327083,0.8920929697651558,0.9386051277081194
loco_astm_e119,gnn_zero_edge_features,terminal,10%,95,9,0.09473684210526316,5,5,0.04902916931443744,0.0009023813981499302,0.04830131638381216,0.05051926771799723,5,0.004901482744349375,0.0009023813981499302,0.004173629813724093,0.006391581147909164,5,0.004901482744349375,0.0009023813981499302,0.004173629813724093,0.006391581147909164,5,0.01047694949291603,0.0009023813981499302,0.008986851089356242,0.011204802423541313,5,0.6812755247916639,0.05867837398686564,0.5843801858800065,0.7286049872099155
loco_astm_e119,gnn_zero_edge_features,terminal,25%,95,23,0.24210526315789474,5,5,0.0511425683679788,0.00044879442543107863,0.05040599146614904,0.05148684865106707,5,0.0023143661086973896,0.00044879442543107863,0.0015777892068676302,0.00265864639178566,5,0.0023143661086973896,0.00044879442543107863,0.0015777892068676302,0.00265864639178566,5,0.008363550439374673,0.00044879442543107863,0.008019270156286402,0.009100127341204432,5,0.7832567712738626,0.04203014917850334,0.7510144998964533,0.8522381028392185
loco_astm_e119,gnn_zero_edge_features,terminal,50%,95,47,0.49473684210526314,5,5,0.05438739971277562,0.0001695247399764251,0.05418625473976135,0.054599195560242265,5,0.001383317816764751,0.0001695247399764251,0.0011821728437504883,0.0015951136642314012,5,0.001383317816764751,0.0001695247399764251,0.0011821728437504883,0.0015951136642314012,5,0.005118719094577858,0.0001695247399764251,0.004906923247111207,0.00531986406759212,5,0.7872485444751022,0.026072558843936174,0.7546747756155039,0.8181842305926896
loco_astm_e119,gnn_zero_edge_features,J,10%,95,9,0.09473684210526316,5,5,0.3496312211591889,0.0006774292563340939,0.3490525791318052,0.35066208817685646,5,0.00577721247863443,0.0006774292563340939,0.0051985704512507724,0.006808079496302022,5,0.00577721247863443,0.0006774292563340939,0.0051985704512507724,0.006808079496302022,5,0.013764773208836633,0.0006774292563340939,0.012733906191169042,0.014343415236220292,5,0.7043692196367553,0.03466532353303346,0.651617824044008,0.733979415685289
loco_astm_e119,gnn_zero_edge_features,J,25%,95,23,0.24210526315789474,5,5,0.3522906162203762,0.000453651337192711,0.3517022753215354,0.35288408479477834,5,0.0026296010653933943,0.000453651337192711,0.0020412601665525942,0.003223069639795517,5,0.0026296010653933943,0.000453651337192711,0.0020412601665525942,0.003223069639795517,5,0.01110537814764928,0.000453651337192711,0.010511909573247158,0.011693719046490081,5,0.8085471390523592,0.03302890598930981,0.7653385862619358,0.8513823621506305
loco_astm_e119,gnn_zero_edge_features,J,50%,95,47,0.49473684210526314,5,5,0.35573308237808504,0.00022559469918188412,0.35535377790253114,0.35593918504008487,5,0.0009563733420684728,0.00022559469918188412,0.0005770688665145962,0.0011624760040683246,5,0.0009563733420684728,0.00022559469918188412,0.0005770688665145962,0.0011624760040683246,5,0.00766291198994048,0.00022559469918188412,0.007456809327940628,0.008042216465494356,5,0.8890426171974092,0.026173248766241216,0.865130813136989,0.9330491050839717
loco_astm_e119,gnn_mean,terminal,10%,95,9,0.09473684210526316,5,5,0.04668972558445401,0.001122335180600472,0.04516927028695742,0.047795937293105654,5,0.0025620390143659398,0.001122335180600472,0.0010415837168693542,0.003668250723017588,5,0.0025620390143659398,0.001122335180600472,0.0010415837168693542,0.003668250723017588,5,0.012816393222899467,0.001122335180600472,0.011710181514247818,0.014336848520396052,5,0.8334005069673134,0.07298111818451823,0.7614678358351387,0.9322698373410677
loco_astm_e119,gnn_mean,terminal,25%,95,23,0.24210526315789474,5,5,0.050930254031782564,0.0002913707236920377,0.05055126661191816,0.05129468991704609,5,0.002102051772501154,0.0002913707236920377,0.0017230643526367495,0.0024664876577646794,5,0.002102051772501154,0.0002913707236920377,0.0017230643526367495,0.0024664876577646794,5,0.008575864775570909,0.0002913707236920377,0.008211428890307383,0.008954852195435313,5,0.8031402696361504,0.027287226153181146,0.7690104013586796,0.8386329070020823
loco_astm_e119,gnn_mean,terminal,50%,95,47,0.49473684210526314,5,5,0.05390330878026942,0.00012863994723081497,0.05379461235505469,0.05411501426963096,5,0.0008992268842585554,0.00012863994723081497,0.0007905304590438283,0.0011109323736200952,5,0.0008992268842585554,0.00012863994723081497,0.0007905304590438283,0.0011109323736200952,5,0.005602810027084053,0.00012863994723081497,0.005391104537722513,0.00571150645229878,5,0.8617007413953802,0.01978456120518273,0.8291408694278393,0.8784180296385627
loco_astm_e119,gnn_mean,J,10%,95,9,0.09473684210526316,5,5,0.3486284521125533,0.001440666725499676,0.3466501822798616,0.35012403244359624,5,0.004774443431998865,0.001440666725499676,0.0027961735993071724,0.00627002376304181,5,0.004774443431998865,0.001440666725499676,0.0027961735993071724,0.00627002376304181,5,0.014767542255472199,0.001440666725499676,0.013271961924429254,0.01674581208816389,5,0.7556827894383374,0.07372161399254985,0.6791511434244011,0.8569145610878284
loco_astm_e119,gnn_mean,J,25%,95,23,0.24210526315789474,5,5,0.3516201302347084,0.0005493476300123321,0.35130815313373137,0.35259675965306986,5,0.0019591150797255595,0.0005493476300123321,0.0016471379787485474,0.002935744498087034,5,0.0019591150797255595,0.0005493476300123321,0.0016471379787485474,0.002935744498087034,5,0.011775864133317115,0.0005493476300123321,0.010799234714955641,0.012087841234294128,5,0.8573630837485948,0.039996247645622526,0.786257812804022,0.8800771407659335
loco_astm_e119,gnn_mean,J,50%,95,47,0.49473684210526314,5,5,0.3556194561319624,0.0002709514735064091,0.35521837706208653,0.3559445985156963,5,0.0008427470959458394,0.0002709514735064091,0.0004416680260699857,0.0011678894796797734,5,0.0008427470959458394,0.0002709514735064091,0.0004416680260699857,0.0011678894796797734,5,0.007776538236063113,0.0002709514735064091,0.007451395852329179,0.008177617305938967,5,0.9022254092440616,0.031435491815103474,0.8645027476532599,0.9487581616042123
loco_perturbed_iso,fire_only,terminal,10%,111,11,0.0990990990990991,5,5,0.048721762001514436,0.0011012530054498148,0.0475912212648175,0.05054133114489642,5,0.009650934623046356,0.0011012530054498148,0.008520393886349419,0.011470503766428344,5,0.009650934623046356,0.0011012530054498148,0.008520393886349419,0.011470503766428344,5,0.005051195306015445,0.0011012530054498148,0.0032316261626334566,0.006181736042712382,5,0.34356894751900624,0.07490431731751741,0.21980666598827148,0.42046533886854737
loco_perturbed_iso,fire_only,terminal,25%,111,27,0.24324324324324326,5,5,0.05114188130806994,9.735718816380005e-05,0.05105042181633137,0.051268708098817756,5,0.007328636006072716,9.735718816380004e-05,0.00723717651433415,0.007455462796820536,5,0.007328636006072716,9.735718816380004e-05,0.00723717651433415,0.007455462796820536,5,0.0026310759994599446,9.735718816380004e-05,0.002504249208712124,0.0027225354911985106,5,0.26417189553255876,0.009775100736820261,0.25143791379921465,0.2733548409518399
loco_perturbed_iso,fire_only,terminal,50%,111,55,0.4954954954954955,5,5,0.05279767951448307,0.00015640137678513981,0.052677702440908455,0.053065120967838796,5,0.0048785711345121704,0.00015640137678513981,0.0047585940609375585,0.005146012587867899,5,0.0048785711345121704,0.00015640137678513981,0.0047585940609375585,0.005146012587867899,5,0.0009752777930468123,0.00015640137678513981,0.0007078363396910842,0.0010952548666214243,5,0.16660453747881343,0.026717699537619977,0.1209181084873414,0.18709995426515705
loco_perturbed_iso,fire_only,J,10%,111,11,0.0990990990990991,5,5,0.35852403098547997,0.0009706428391972542,0.35739699003540654,0.3595565723255277,5,0.018948826379509575,0.0009706428391972542,0.017821785429436132,0.019981367719557275,5,0.018948826379509575,0.0009706428391972542,0.017821785429436132,0.019981367719557275,5,0.0012942289082379266,0.0009706428391972542,0.00026168756819022754,0.00242126985831137,5,0.06393446492344876,0.04794942390859123,0.012927276266869604,0.11960990195866777
loco_perturbed_iso,fire_only,J,25%,111,27,0.24324324324324326,5,5,0.3574776606694755,0.00027238830842688715,0.3571013598089926,0.3578592847511774,5,0.011389640137210045,0.0002723883084268872,0.011013339276727097,0.011771264218911892,5,0.011389640137210045,0.0002723883084268872,0.011013339276727097,0.011771264218911892,5,0.002340599224242357,0.00027238830842688715,0.001958975142540509,0.0027169000847253044,5,0.1704703874874593,0.019838569543923344,0.14267596441474464,0.19787711001987277
loco_perturbed_iso,fire_only,J,50%,111,55,0.4954954954954955,5,5,0.3584266987219452,0.00042605387533746307,0.357929729853164,0.35892514095557004,5,0.006462886342157748,0.00042605387533746307,0.005965917473376547,0.006961328575782577,5,0.006462886342157748,0.00042605387533746307,0.005965917473376547,0.006961328575782577,5,0.0013915611717726928,0.00042605387533746307,0.0008931189381478633,0.001888530040553893,5,0.17716856205413006,0.0542436466195522,0.1137086900846751,0.24044085051233025
loco_perturbed_iso,global_stats,terminal,10%,111,11,0.0990990990990991,5,5,0.04471150555393913,0.00028062303134610846,0.04432782259854404,0.04512085257606073,5,0.005640678175471048,0.00028062303134610846,0.005256995220075958,0.006050025197592651,5,0.005640678175471048,0.00028062303134610846,0.005256995220075958,0.006050025197592651,5,0.009061451753590754,0.00028062303134610846,0.00865210473146915,0.009445134708985843,5,0.6163359865075685,0.01908723652287954,0.588493284525154,0.6424330865363651
loco_perturbed_iso,global_stats,terminal,25%,111,27,0.24324324324324326,5,5,0.046367517831148924,0.0005397791733688214,0.045729939446405125,0.04696148675349024,5,0.002554272529151706,0.0005397791733688214,0.0019166941444079058,0.0031482414514930196,5,0.002554272529151706,0.0005397791733688214,0.0019166941444079058,0.0031482414514930196,5,0.0074054394763809536,0.0005397791733688215,0.006811470554039641,0.008043017861124754,5,0.7435395192418418,0.05419626321212621,0.6839023608570048,0.807555264314553
loco_perturbed_iso,global_stats,terminal,50%,111,55,0.4954954954954955,5,5,0.04946716838262298,0.0003563969594998663,0.04892391779206016,0.04979335333813321,5,0.0015480600026520825,0.0003563969594998663,0.0010048094120892609,0.0018742449581623105,5,0.0015480600026520825,0.0003563969594998663,0.0010048094120892609,0.0018742449581623105,5,0.004305788924906901,0.0003563969594998663,0.003979603969396672,0.004849039515469722,5,0.7355483508697903,0.06088250037031301,0.6798268999839293,0.8283506416848615
loco_perturbed_iso,global_stats,J,10%,111,11,0.0990990990990991,5,5,0.350393579002244,0.0006743789508792897,0.3496395077217709,0.3509479893738347,5,0.010818374396273566,0.0006743789508792897,0.010064303115800477,0.011372784767864297,5,0.010818374396273566,0.0006743789508792897,0.010064303115800477,0.011372784767864297,5,0.009424680891473936,0.0006743789508792897,0.008870270519883205,0.010178752171947025,5,0.4655760090315223,0.03331408926633078,0.4381883265048486,0.5028268720931622
loco_perturbed_iso,global_stats,J,25%,111,27,0.24324324324324326,5,5,0.3509455229845588,0.0004825025453273225,0.3501365615399899,0.35143748333125757,5,0.0048575024522932945,0.0004825025453273226,0.004048541007724393,0.005349462798992066,5,0.0048575024522932945,0.0004825025453273226,0.004048541007724393,0.005349462798992066,5,0.008872736909159106,0.0004825025453273226,0.008380776562460335,0.009681698353728008,5,0.6462186620044866,0.03514159750790263,0.6103882344534601,0.7051368952029592
loco_perturbed_iso,global_stats,J,50%,111,55,0.4954954954954955,5,5,0.3534039052254096,9.680470041789723e-05,0.35332263647155326,0.35352656632323154,5,0.0014400928456222094,9.680470041789724e-05,0.0013588240917657979,0.001562753943444073,5,0.0014400928456222094,9.680470041789724e-05,0.0013588240917657979,0.001562753943444073,5,0.0064143546683082305,9.680470041789724e-05,0.0062916935704863675,0.0064956234221646425,5,0.8166525598308348,0.012324826188755704,0.8010357901466126,0.8269994051961231
loco_perturbed_iso,deepsets,terminal,10%,111,11,0.0990990990990991,5,5,0.04309240091930736,0.0009540948864085364,0.04218703034249219,0.044430379501797936,5,0.004021573540839282,0.0009540948864085364,0.003116202964024109,0.005359552123329857,5,0.004021573540839282,0.0009540948864085364,0.003116202964024109,0.005359552123329857,5,0.01068055638822252,0.0009540948864085364,0.009342577805731944,0.011585926965037692,5,0.7264632022541299,0.0648950111998786,0.6354574371747598,0.7880441147602505
loco_perturbed_iso,deepsets,terminal,25%,111,27,0.24324324324324326,5,5,0.04712994209042302,0.0005123775265823855,0.04674240049940569,0.04801316435138384,5,0.0033166967884258004,0.0005123775265823855,0.0029291551974084673,0.004199919049386623,5,0.0033166967884258004,0.0005123775265823855,0.0029291551974084673,0.004199919049386623,5,0.00664301521710686,0.0005123775265823855,0.005759792956146037,0.007030556808124193,5,0.666988685357231,0.05144501430340136,0.578309187348635,0.7058996087656642
loco_perturbed_iso,deepsets,terminal,50%,111,55,0.4954954954954955,5,5,0.04908566197211092,0.00014790288272069363,0.04892640547318892,0.049257412891496315,5,0.0011665535921400252,0.00014790288272069363,0.0010072970932180209,0.0013383045115254177,5,0.0011665535921400252,0.00014790288272069363,0.0010072970932180209,0.0013383045115254177,5,0.0046872953354189575,0.00014790288272069363,0.004515544416033565,0.004846551834340962,5,0.8007202429416862,0.02526592068756515,0.771380415161571,0.8279256766474059
loco_perturbed_iso,deepsets,J,10%,111,11,0.0990990990990991,5,5,0.3429874816463527,0.00043944114362620104,0.34236964171357226,0.3436058492794859,5,0.003412277040382261,0.00043944114362620104,0.002794437107601855,0.004030644673515493,5,0.003412277040382261,0.00043944114362620104,0.002794437107601855,0.004030644673515493,5,0.01683077824736524,0.00043944114362620104,0.01621241061423201,0.017448618180145647,5,0.831434682567527,0.021708242030647494,0.8008875332195966,0.861955763698712
loco_perturbed_iso,deepsets,J,25%,111,27,0.24324324324324326,5,5,0.3495263735306116,0.00021282313455656454,0.3493002446644284,0.3498265785303105,5,0.0034383529983460946,0.00021282313455656454,0.0032122241321628775,0.003738557998045011,5,0.0034383529983460946,0.00021282313455656454,0.0032122241321628775,0.003738557998045011,5,0.010291886363106306,0.00021282313455656452,0.00999168136340739,0.010518015229289523,5,0.7495780730524437,0.01550032224158193,0.7277135598567204,0.7660474775712078
loco_perturbed_iso,deepsets,J,50%,111,55,0.4954954954954955,5,5,0.3530978070715386,0.0002756566195304303,0.35276745238934054,0.3535117569825415,5,0.0011339946917511613,0.0002756566195304303,0.0008036400095530749,0.0015479446027540367,5,0.0011339946917511613,0.0002756566195304303,0.0008036400095530749,0.0015479446027540367,5,0.0067204528221792795,0.00027565661953043037,0.006306502911176404,0.0070508075043773655,5,0.8556238755507707,0.03509560908536635,0.8029212621245934,0.8976834451910513
loco_perturbed_iso,capacity_matched_deepsets,terminal,10%,111,11,0.0990990990990991,5,5,0.04286343556913462,0.0009076000890374407,0.04191950979557904,0.04392781616611914,5,0.0037926081906665466,0.0009076000890374406,0.002848682417110962,0.004856988787651062,5,0.0037926081906665466,0.0009076000890374406,0.002848682417110962,0.004856988787651062,5,0.010909521738395255,0.0009076000890374407,0.009845141141410739,0.011853447511950839,5,0.7420368199052796,0.061732558031838726,0.6696404663075233,0.8062401549397308
loco_perturbed_iso,capacity_matched_deepsets,terminal,25%,111,27,0.24324324324324326,5,5,0.04691620171070099,0.00064121156339083,0.04595012369531172,0.04745822744788947,5,0.003102956408703769,0.00064121156339083,0.002136878393314501,0.0036449821458922477,5,0.003102956408703769,0.00064121156339083,0.002136878393314501,0.0036449821458922477,5,0.006856755596828891,0.00064121156339083,0.0063147298596404125,0.00782283361221816,5,0.6884491833719625,0.06438053259317483,0.6340273550211647,0.7854477727742071
