protocol,contrast,baseline,candidate,endpoint,budget,N,k,seed,U_baseline_minus_candidate
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,111,55,45,-0.0002479201013391649
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,111,55,46,0.00011033171957189336
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,111,11,42,0.0012128080043828926
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,111,11,43,0.0015724105675789524
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,111,11,44,-0.0003827989581182134
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,111,11,45,0.0004720558412372733
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,111,11,46,0.003960684393391478
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,111,27,42,-0.00032644608391468877
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,111,27,43,0.0004056370851618363
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,111,27,44,-5.546349595175748e-05
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,111,27,45,0.0009774555797102957
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,111,27,46,0.00016930826974131952
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,111,55,42,0.0004708710911148217
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,111,55,43,0.00017259442445005657
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,111,55,44,0.00010207651634563941
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,111,55,45,0.0003262072039599273
loco_perturbed_iso,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,111,55,46,0.0011445247302905304
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,10%,111,11,42,-0.0007291497154669341
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,10%,111,11,43,-0.0009227445857091371
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,10%,111,11,44,-0.00024095008319074268
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,10%,111,11,45,-0.00030196491967547645
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,10%,111,11,46,0.002465762875296852
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,25%,111,27,42,-0.0002654636347735398
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,25%,111,27,43,-0.000862638155619308
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,25%,111,27,44,0.0009291242394182386
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,25%,111,27,45,2.8457078668803204e-05
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,25%,111,27,46,0.0002144608232710135
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,50%,111,55,42,-0.0003528369421308686
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,50%,111,55,43,-0.0004858118566599748
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,50%,111,55,44,0.00010460222309285894
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,50%,111,55,45,-0.000572814521464432
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,terminal,50%,111,55,46,5.876652219078543e-05
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,10%,111,11,42,0.0006749081905140786
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,10%,111,11,43,-0.0030379442159425007
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,10%,111,11,44,0.0027308974076400983
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,10%,111,11,45,-0.0016754014897301106
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,10%,111,11,46,0.0012583340348844563
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,25%,111,27,42,0.00027619081399871126
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,25%,111,27,43,0.0002453910037415463
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,25%,111,27,44,-4.519154490140176e-05
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,25%,111,27,45,-0.0005936922045585158
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,25%,111,27,46,-0.00020657349837782668
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,50%,111,55,42,0.00014807503444685954
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,50%,111,55,43,7.88294371556475e-05
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,50%,111,55,44,0.00011303205043072806
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,50%,111,55,45,-0.00022964002169445497
loco_perturbed_iso,mean_vs_sum,gnn,gnn_mean,J,50%,111,55,46,-1.1712966317467544e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,103,10,42,0.0004574049264192588
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,103,10,43,0.0006976425647735596
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,103,10,44,0.0006853455677628545
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,103,10,45,0.0014277907088398947
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,103,10,46,0.00030696000903844903
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,103,25,42,0.0005865673720836587
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,103,25,43,0.00044298887252808283
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,103,25,44,-0.00040526986122131625
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,103,25,45,0.00014432832598686163
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,103,25,46,0.000474930703639978
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,103,51,42,0.00013835961912192496
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,103,51,43,0.00013835961912192496
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,103,51,44,0.0
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,103,51,45,0.0
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,103,51,46,0.0
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,103,10,42,0.0009736307896673901
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,103,10,43,0.0012604264542460664
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,103,10,44,0.00011785653730234102
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,103,10,45,-0.0007718801591545255
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,103,10,46,0.0015051934961229918
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,103,25,42,3.603042537964063e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,103,25,43,-0.0003138200975953964
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,103,25,44,-0.00010767661531763117
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,103,25,45,0.0001690795732040562
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,103,25,46,-4.519439985362084e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,103,51,42,-0.0003224383138753506
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,103,51,43,-5.304090727398236e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,103,51,44,-2.905130629843322e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,103,51,45,2.398960097554914e-05
loco_plateau,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,103,51,46,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,10%,103,10,42,-0.0004006963223218904
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,10%,103,10,43,0.0008805930614471449
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,10%,103,10,44,0.0007424451410770402
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,10%,103,10,45,-0.00034174881875514984
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,10%,103,10,46,0.0011208306998014457
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,25%,103,25,42,-0.0003729023039340945
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,25%,103,25,43,0.00017242923378944092
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,25%,103,25,44,-0.0003749182820320107
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,25%,103,25,45,-0.0005317661166191132
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,25%,103,25,46,-0.001859950423240657
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,50%,103,51,42,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,50%,103,51,43,-0.00013835961912192496
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,50%,103,51,44,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,50%,103,51,45,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,terminal,50%,103,51,46,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,10%,103,10,42,0.0009095031535252818
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,10%,103,10,43,-0.0005315627064556017
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,10%,103,10,44,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,10%,103,10,45,0.0009889476575578038
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,10%,103,10,46,-0.0005117962493871864
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,25%,103,25,42,-0.0006613647726674277
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,25%,103,25,43,0.00035168977330130025
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,25%,103,25,44,0.0002525681058566098
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,25%,103,25,45,0.00011344519133371644
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,25%,103,25,46,0.0004913811385631739
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,50%,103,51,42,0.00026180337067527315
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,50%,103,51,43,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,50%,103,51,44,0.0
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,50%,103,51,45,-5.304090727398236e-05
loco_plateau,mean_vs_sum,gnn,gnn_mean,J,50%,103,51,46,-0.00013359407437790738
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,113,11,42,-0.0005392913113940884
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,113,11,43,-0.0014107132499868308
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,113,11,44,0.0021412426775151983
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,113,11,45,-0.00037383626807818704
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,113,11,46,0.002242743291638108
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,113,28,42,0.001835728862455907
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,113,28,43,0.0009178944996425104
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,113,28,44,0.0006012418972594358
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,113,28,45,0.0010649170726537704
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,113,28,46,-0.0008132351296288587
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,113,56,42,0.0
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,113,56,43,0.0002509938286883451
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,113,56,44,-0.0001601691224745183
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,113,56,45,-5.3987173097458374e-05
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,113,56,46,-0.000498160719871521
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,113,11,42,-0.0026292191366806272
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,113,11,43,0.0006481332930200479
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,113,11,44,0.0012474425475705875
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,113,11,45,-0.0010976690798997213
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,113,11,46,-5.139626111050344e-05
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,113,28,42,0.0009443293791263629
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,113,28,43,0.0011721914678456957
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,113,28,44,-0.0005185112844975914
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,113,28,45,0.0008462783370521976
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,113,28,46,0.00036450697641282614
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,113,56,42,0.0003745237431889148
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,113,56,43,0.000510323322599926
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,113,56,44,0.0003528109485549935
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,113,56,45,0.00038695943852268266
loco_decay,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,113,56,46,1.3538190562822905e-05
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,10%,113,11,42,-0.0015816458246924597
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,10%,113,11,43,-0.001833123239603912
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,10%,113,11,44,-0.0005973638458685315
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,10%,113,11,45,-0.0021662495353005212
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,10%,113,11,46,-0.002933893014084199
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,25%,113,28,42,-0.0025642474314996194
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,25%,113,28,43,-0.0005668335195098545
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,25%,113,28,44,0.00047101452946662903
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,25%,113,28,45,4.887580871582031e-06
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,25%,113,28,46,0.0014174061694315482
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,50%,113,56,42,0.0
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,50%,113,56,43,0.0
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,50%,113,56,44,0.0
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,50%,113,56,45,-0.00010618194937705994
loco_decay,mean_vs_sum,gnn,gnn_mean,terminal,50%,113,56,46,0.000498160719871521
loco_decay,mean_vs_sum,gnn,gnn_mean,J,10%,113,11,42,0.001909344276469771
loco_decay,mean_vs_sum,gnn,gnn_mean,J,10%,113,11,43,-0.0002619904550639762
loco_decay,mean_vs_sum,gnn,gnn_mean,J,10%,113,11,44,-0.0006710440992858113
loco_decay,mean_vs_sum,gnn,gnn_mean,J,10%,113,11,45,0.0022187815640459796
loco_decay,mean_vs_sum,gnn,gnn_mean,J,10%,113,11,46,-0.0007685009672334653
loco_decay,mean_vs_sum,gnn,gnn_mean,J,25%,113,28,42,-5.7684911769773084e-05
loco_decay,mean_vs_sum,gnn,gnn_mean,J,25%,113,28,43,0.00010472570457270569
loco_decay,mean_vs_sum,gnn,gnn_mean,J,25%,113,28,44,0.0001597695407413724
loco_decay,mean_vs_sum,gnn,gnn_mean,J,25%,113,28,45,0.0008115310332782455
loco_decay,mean_vs_sum,gnn,gnn_mean,J,25%,113,28,46,5.042424337520224e-07
loco_decay,mean_vs_sum,gnn,gnn_mean,J,50%,113,56,42,0.0
loco_decay,mean_vs_sum,gnn,gnn_mean,J,50%,113,56,43,9.795532872275414e-05
loco_decay,mean_vs_sum,gnn,gnn_mean,J,50%,113,56,44,0.0
loco_decay,mean_vs_sum,gnn,gnn_mean,J,50%,113,56,45,9.795532872275414e-05
loco_decay,mean_vs_sum,gnn,gnn_mean,J,50%,113,56,46,-0.000810796472554387
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,69,6,42,-0.005009178072214127
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,69,6,43,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,69,6,44,0.0027725074129800005
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,69,6,45,0.0027725074129800005
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,69,6,46,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,69,17,42,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,69,17,43,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,69,17,44,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,69,17,45,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,69,17,46,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,69,34,42,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,69,34,43,0.0009240367833305702
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,69,34,44,-0.000526496592689954
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,69,34,45,0.00045826724346945125
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,69,34,46,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,69,6,42,-0.001346719572191235
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,69,6,43,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,69,6,44,-0.0002971494428088417
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,69,6,45,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,69,6,46,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,69,17,42,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,69,17,43,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,69,17,44,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,69,17,45,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,69,17,46,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,69,34,42,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,69,34,43,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,69,34,44,-0.00011982265494614452
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,69,34,45,0.0
loco_log_variant,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,69,34,46,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,10%,69,6,42,0.005009178072214127
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,10%,69,6,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,10%,69,6,44,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,10%,69,6,45,-0.0027725074129800005
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,10%,69,6,46,0.004822891224951794
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,25%,69,17,42,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,25%,69,17,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,25%,69,17,44,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,25%,69,17,45,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,25%,69,17,46,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,50%,69,34,42,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,50%,69,34,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,50%,69,34,44,0.000526496592689954
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,50%,69,34,45,0.0004657695398611189
loco_log_variant,mean_vs_sum,gnn,gnn_mean,terminal,50%,69,34,46,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,10%,69,6,42,0.001346719572191235
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,10%,69,6,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,10%,69,6,44,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,10%,69,6,45,0.0002971494428088417
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,10%,69,6,46,-0.001346719572191235
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,25%,69,17,42,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,25%,69,17,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,25%,69,17,44,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,25%,69,17,45,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,25%,69,17,46,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,50%,69,34,42,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,50%,69,34,43,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,50%,69,34,44,0.00011982265494614452
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,50%,69,34,45,0.0
loco_log_variant,mean_vs_sum,gnn,gnn_mean,J,50%,69,34,46,0.0
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,49,4,42,-0.00046885013580322266
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,49,4,43,0.005068935453891754
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,49,4,44,0.0028481818735599518
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,49,4,45,-0.0027420148253440857
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,10%,49,4,46,0.004756331443786621
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,49,12,42,0.0009087249636650085
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,49,12,43,0.0012541127701600485
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,49,12,44,-0.0007538137336571826
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,49,12,45,-1.875062783557313e-05
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,25%,49,12,46,0.0014415097733338766
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,49,24,42,0.001424976934989275
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,49,24,43,1.9260992606462413e-05
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,49,24,44,0.0007630332062641687
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,49,24,45,-0.0003984340776999884
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,terminal,50%,49,24,46,0.0021108463406562805
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,49,4,42,0.0032538739343483947
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,49,4,43,0.00316693726927042
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,49,4,44,0.006264958592752667
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,49,4,45,0.0038045468740165456
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,10%,49,4,46,0.0012874202181896166
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,49,12,42,0.001648059694303372
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,49,12,43,0.0004973906402786499
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,49,12,44,-0.0006907868302530318
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,49,12,45,-4.684247283476273e-05
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,25%,49,12,46,0.0023549143535395167
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,49,24,42,-0.00038275816995231304
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,49,24,43,-0.00029100588936770144
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,49,24,44,-4.281031174785399e-05
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,49,24,45,-0.0013288038627555232
loco_external_fire,graph_vs_capacity_matched,capacity_matched_deepsets,gnn,J,50%,49,24,46,-0.0003358351894551248
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,10%,49,4,42,0.003318134695291519
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,10%,49,4,43,0.0004992485046386719
loco_external_fire,mean_vs_sum,gnn,gnn_mean,terminal,10%,49,4,44,0.0004699528217315674
