sample_id,geometry_id,source_batch,fire_family,crack_count,legacy911,flat_response
b004_0244,ad769f6a347a5791369ae3527d5a60113cfc26174a21254fb74645f12f742da8,batch_004,astm_e119,1,True,False
b004_0245,739280b0c15d1282728fb09bf6ba49de20111220cc4cea390399962916590e78,batch_004,astm_e119,3,True,False
b004_0246,a8c2d3aebe8eedd30b916fb55b6eac9d8207b99834284335c564657f2c9f5190,batch_004,perturbed_iso,5,True,False
b004_0247,30f6c0ae549811b2d6863c90815ce3a9f9a93fffa487b4c3ca4a174b867f6234,batch_004,astm_e119,1,True,False
b004_0249,2ef783018603a4e144b4149057603b0c90e7432e805fbeb26060e05812fd8767,batch_004,perturbed_iso,1,True,False
b004_0252,96ff24eb1831e3c8ec711d0ea2284f99467609da6c92d2cbd24a5d305daf9a94,batch_004,astm_e119,8,True,False
b004_0253,e3aa748940329295e26d71899099839c326f76b7e0c6e38f6d3ff8b1d5beb96e,batch_004,astm_e119,3,True,False
b004_0254,75ddac100ace105d84d84e2ee5ae7bec921eba072d38728a73ae8b0f78003f5a,batch_004,linear,7,True,False
b004_0255,c1a9dd7e38402955593d98503d205d5636b92212f0957d67628687e333e30299,batch_004,log_variant,4,True,False
b004_0257,790376cae4ca74ecf51edd6c6596d8b96d57155fea158e8ee0417ade91e9158e,batch_004,log_variant,6,True,False
b004_0258,48f0ff471b2b2495a73dcb6a2102cc18b28d9764608c8b0b5e67b31fa2e37e23,batch_004,astm_e119,4,True,False
b004_0259,44b987c316ca2018ba2a82450732531d1fc4e7cd4869193a3d2d31085375f808,batch_004,linear,5,True,False
b004_0260,35a7bb4af349ca1c67df0da5ce6b48e6b7d44d8ef8a195ad191b8de04e5c11ff,batch_004,linear,5,True,False
b004_0261,f7f442600cc548a66e38a5ee0de775cb7f952f9253e20c5780ac37f103ca643c,batch_004,perturbed_iso,3,True,False
b004_0263,939cdb6e8d965ce38dc360b6abc52ff58d7572ac305ad6639da6f5ddeea0aaa8,batch_004,perturbed_iso,4,True,False
b004_0264,ed75153a3cc19d7ab58de5e391bfea1051cd5169d95e64444c232b828bb3f767,batch_004,perturbed_iso,3,True,False
b004_0265,edd98abf0e8588540984bd1e1f7b6de6c7c25f19961fc85480d329d09ee7a2c1,batch_004,linear,1,True,False
b004_0266,03712aa55c45d97afaa9160a395c18130b6a7fcd2227419e9c0130c3d37c401a,batch_004,perturbed_iso,8,True,False
b004_0267,66955ca740f289bde196cf6d5238b96a39d524c0cbc32e3a15d6799f14c16b18,batch_004,linear,8,True,False
b004_0268,128fddd5ab63f0b4d9d07f28e755e02223759ae3d0bd18396ae81b551e51e69e,batch_004,decay,6,True,False
b004_0269,4bc4fd552a3fec6bec5222fbe2344ba232c661859418bb0be167915721ee5291,batch_004,plateau,5,True,False
b004_0270,6e734c0ce0d34a99ed4ad267e7228f80d1e1937ed9cfb2a2531b08dd05b3f9f4,batch_004,plateau,2,True,False
b004_0272,d6c663316c4caded542ccabde3e270020acaab3865435997a9828753e0e9d676,batch_004,decay,3,True,False
b004_0273,c1d0b3d814b4c25e753b1bf81fa7eb4c5c22c5579bd0fbd7d13109f66c3325a0,batch_004,linear,7,True,False
b004_0274,2531198b636cba5d2298e02b28a276bfb4729c8757c9a86fed9f7f1ce9a03d55,batch_004,perturbed_iso,4,True,False
b004_0275,a4bd8fabcd9b7ad6f23dd35a552c8eb6ea97c19a86afced9c9b3915382da8c16,batch_004,linear,3,True,False
b004_0276,7b18e593b02cd8067d1393f0e63f941e25eff1aa515facc3feca5d594c0b32f6,batch_004,plateau,3,True,False
b004_0277,45c4ce98073c624d9808a0f4dd731d7250a8e9252a85cd42199cf9d6a397bb1c,batch_004,astm_e119,8,True,False
b004_0278,d4131773eae435cbcfff4db52b774935a35c8f5ee030f9db42ab1b3dfecf6bfe,batch_004,astm_e119,3,True,False
b004_0279,7f2798156211f043c732f81528f597ccc18b90b3151bb9e42b308144d8fe7bdb,batch_004,decay,7,True,False
b004_0280,99c63bb4954aeef83d20697237d20468a2082dc550b92994ed9c8b0d2e53aeb4,batch_004,plateau,3,True,False
b004_0282,25e4775f1396a0390703aecad4e89f337c540d79ccb97d25d9e31bcca01d88c1,batch_004,perturbed_iso,5,True,False
b004_0283,7245f11cf1a3db6f0563ab53ff16ef4cb236ddfb850a21c59c8a445173ef20fe,batch_004,decay,6,True,False
b004_0284,315251daf704e2ddebf079b4618bac7ddc803651927693240201fda0ae19713e,batch_004,plateau,7,True,False
b004_0285,538882c9fc437f403f576e9537afa2d0e9d19640d587ec09abf294580a7a5439,batch_004,plateau,5,True,False
b004_0286,1f1d5a524d03753ee50cb34e15a725be31a3f16360c0873f815fa3617c634af9,batch_004,plateau,2,True,False
b004_0287,8cff7a576da5cbe47cb582bf1fe9c9ec41fe54df8ee2180c033a2203e63e2ee5,batch_004,decay,5,True,False
b004_0288,895f03782bf5067b0f7af9727a87554203990d13705c61c00cea5e9d19b76f67,batch_004,decay,4,True,False
b004_0291,5cb317353c4e3be13450815c4705cf51b35ccbcd7f9d37f0e177ea0c467b5f57,batch_004,plateau,1,True,False
b004_0292,5d25cb3c359ecd5c12f0a344674ca4f2fd20c6f12afb8a5aceca035249450235,batch_004,log_variant,5,True,False
b004_0293,91dda6ece5cdd6714426414974ef945a2e58806d75a80b1a7afbc3abfc4496ca,batch_004,log_variant,8,True,False
b004_0294,a86372efe31bef78027998c6564a1cd9ca9d1d31b7fb63dd6750ae10e7f4ba3d,batch_004,decay,4,True,False
b004_0295,59160eb29033e0dfe544ee3c43dc001391a3a862106aa3a13ce5fd894e8b2485,batch_004,linear,8,True,False
b004_0296,aa9459a2f5e839a3cb279684c9048cd8f798474abdee179acc06763fd77d9ee3,batch_004,perturbed_iso,1,True,False
b004_0297,cd0d0c935d2d42717b2eff8ca7a336bd6f4fa2a83238ca97f38b62d9aa8cbee7,batch_004,log_variant,6,True,False
b004_0298,caa33739bb94bf3e4107ea13ebaefa854b1845ee09a860ac973faad33ffc7834,batch_004,plateau,5,True,False
b004_0300,a3ab3fc58a4b34bb406839f5823a52766a72472106364080b4f9f84a100d1edc,batch_004,perturbed_iso,5,True,False
b004_0301,b1a5a78d0aeb2e3544b8b155b4cb0ac8f3cab6679a0081be9ac38d6a4ae051c1,batch_004,log_variant,5,True,False
b004_0302,1fb1e9f69d8c6c6700c481b14b273dd75ada431252961544d7f98e0539bfd7d2,batch_004,astm_e119,5,True,False
b004_0303,de67b515620baea3c5921d16c351e24f283039e6be0dbb711689e9c13ccfdcd8,batch_004,plateau,7,True,False
b004_0304,b5cbbc20a7616faf9a5939afad1e875f21d9eec9a639a33502f0744f0ff18b61,batch_004,decay,1,True,False
b004_0307,3558266c434b899bd2695161a16aef75ea68ee979dde24c3f8d3768184d1dda5,batch_004,linear,3,True,False
b004_0308,66a5318dfacdb906209a99a62d941245aeeebdc23bff4ac922afb2760c3cb78a,batch_004,linear,7,True,False
b004_0309,594925de101107f031a7323323780082e74cbdc9bd3dde7b0e209c740164bef3,batch_004,perturbed_iso,8,True,False
b004_0310,392fb7405749b0c7ba52e3af90165efd231beb88add323838710712f51583172,batch_004,linear,6,True,False
b004_0311,21f6f0b3010bd90e389dfc1918fa61caf4757bf5ba271dfa20afd8e0eef1f749,batch_004,perturbed_iso,2,True,False
b004_0312,aae428a0b7988c9a08ec2cd887e629b34ead9427365e120773f787d5e67957c1,batch_004,plateau,8,True,False
b004_0313,ac1fe8ccf21106a4873ace54b49e346e742ae89491492f488993a473df977fb1,batch_004,linear,4,True,False
b004_0314,96de7e849c6e997734d18c8e928b7dca710c5e6583e86ff298a5e641236a8280,batch_004,decay,4,True,False
b004_0315,cf0f675f0f3a5b88c16d600b739da0474af6a27f4a9b02a6d41c3f1a7d8599b8,batch_004,astm_e119,6,True,False
b004_0317,6b9a867296ea9064dc330fd51b14b293494a546a31e6588ad171c0052b79e558,batch_004,perturbed_iso,6,True,False
b004_0318,4a948ebf669328bfd087c2b15533816774ecdd7cf8b5d3abc3cfcf1e542887f5,batch_004,linear,8,True,False
b004_0319,4802e2bd1d63f02d21e6522d4fc169b0dee1196458f47e8a6df8a690ba5df185,batch_004,perturbed_iso,7,True,False
b004_0320,6c3e93a5ea56f545bd08410b1e7714b10cd051a383c4fdf169211b9ed1b665ae,batch_004,perturbed_iso,4,True,False
b004_0321,ec795731311f6e65bf047ffc05fce4ae42bb0e6fce66d0b2c499ac178bb5bd32,batch_004,decay,1,True,False
b004_0322,690633118dd511249e7ef30433922599ef0416d491d04dc0d4d0d4e165b4d702,batch_004,decay,3,True,False
b004_0325,d1405240684a931097f53c86ab8c505c25fb365a36e72120b0c50dcdae08fd8c,batch_004,decay,8,True,False
b004_0326,d300d43a58f195c1b34320d188d7cb20eba24b0b576bf6439575bfe91019daa1,batch_004,decay,6,True,False
b004_0327,eb530c24af594530cfba6199a3d56e05918cad79f26030b3176c75b005572cb6,batch_004,perturbed_iso,5,True,False
b004_0328,230d653e29b05c6cac38da6d0de4c13e4f666cbcf2f18fd0f9301c8565cc11a3,batch_004,plateau,4,True,False
b004_0332,ebe868d50b0738ebab68ff7d4276f25bf24d4d43c7ab54734af3791d11cfc07e,batch_004,perturbed_iso,7,True,False
b004_0333,f5bb8f88cec62cd454a13e0deb0b82ac939842d1b98f65f78bfa9465e3e3b974,batch_004,astm_e119,3,True,False
b004_0334,063c83b972143bfa11bd4262d374018444fa11b7e12f337550fcc73650ca2b8b,batch_004,linear,5,True,False
b004_0335,3af73a16bdf592f38afc48342dd2996cc2332054b38bc004699cef76f2f2027c,batch_004,plateau,4,True,False
b004_0336,b1a27cded5990829ff83324d88a32190c7c9723de6ef9887de3b888774969a57,batch_004,plateau,1,True,False
b004_0337,e4d3eb9ed5e9e2624bb59387c1b2f600a243e7864913809133889f7c29c840bc,batch_004,linear,6,True,False
b004_0338,f61821c26d3b55f7cd6c6424b76bd9cd786beb65a292c2462f6f297001bf210d,batch_004,linear,1,True,False
b004_0339,4954e59684627ba80a01eae5035c41a1994779f67fe632f86ad625951f4acea0,batch_004,perturbed_iso,3,True,False
b004_0341,5255f3e61d43942a98aa94c193aa9ec41cf7c0cacb8ae00e024e3bafc4001399,batch_004,linear,1,True,False
b004_0342,cd98c21eb38290c19d2b7f3c7b5a5d9aa6cbc071dd781aceab8f72fd4f230453,batch_004,log_variant,2,True,False
b004_0343,749de033fcab68f09a65a58697523d9ada243e91b59e3c5b3b04b5c1f42a7c2e,batch_004,linear,2,True,False
b004_0344,f65bd1b47c922ea3ae3c45a3b386445c8f5920929ce39862e5a20d5c8d6862ff,batch_004,linear,2,True,False
b004_0345,6efaee727b8b6d0b2c38d7605561a75b6b7c5b984486b447a084882ec852dde2,batch_004,perturbed_iso,8,True,False
b004_0346,9f8e31196d54b29857e91fdab0eef61e9a24a4da1ceaccd3ca2b4dd0f7d6f485,batch_004,decay,4,True,False
b004_0347,47385c77d7bfa6f2c4828ab53640e0363aa16aec0d5c4f823f92b641f215c478,batch_004,decay,6,True,False
b004_0348,7ddc647538e8bf72d8f3d342fc9ec802ed9bef6f25341208f74c2054556bfa10,batch_004,perturbed_iso,1,True,False
b004_0349,8f9374fff26d0593a9f05186efb5835e9f37d3bf6cc53fa9b152066c7127d0f7,batch_004,decay,8,True,False
b004_0350,05b29b9b73dd8474923a2074c5ef6016460dabbd06a82fe6dfa12ff0d045c2f2,batch_004,linear,2,True,False
b004_0351,d6413be4fbb93af40a9c4aec78a44ca4b724985aed444bd981efea8f50b63ca0,batch_004,linear,6,True,False
b004_0354,9b7af904ec4fc73cecac40419095a36abe00c8409170c314d0e89d263823e41e,batch_004,linear,2,True,False
b004_0355,ee88196d0dc2e1c593a34ff89bcb86b2a0a204e26de5eea68935782352b32556,batch_004,linear,6,True,False
b004_0356,c6eb6fc3ae3e5e74cd0d6878787c0250c69fa7f79cabaf1f6b18ff2ffdb3981c,batch_004,astm_e119,6,True,False
b004_0357,ca040cb8e976f236ffde34a78afb4c61c5a819743600a557393d9ed9911292b1,batch_004,linear,2,True,False
b004_0358,6cc6ba80551241b528f1e948b554c1e7404c051f6a775112c9e17f7882fba545,batch_004,decay,1,True,False
b004_0360,54d38c42b8542c14c8ad22a244abb79e96de81573f6a3a98ac4885be3e0573cb,batch_004,linear,4,True,False
b004_0361,aab1d3d6a755175c62ca29472417edcd177404fc670a9423b4d8607bb8a2a74f,batch_004,linear,6,True,False
b004_0362,bab159a4955746217fcb62af18cd1001a58c5224e538c89707fff60cfb1892d1,batch_004,decay,8,True,False
b004_0365,927ab5a66aee986b39e1579f9a994508eeb897787cbe5448311819c26a38718f,batch_004,linear,5,True,False
b004_0366,993d57e6515488040446a288ac166f3717225826f8907e6bce87a17227acf595,batch_004,decay,5,True,False
b004_0367,c318564675cfb510af8b85e2c440c5474c6897ca4e9cdaf29a6217c1c607614e,batch_004,plateau,5,True,False
b004_0368,f67f6d3b1650c71b1c0631f2034826e165bb9955275b06b5b77d7b05d4787fe4,batch_004,perturbed_iso,3,True,False
b004_0369,f59b649b37554b4c06587a58eab68c06d3910d7c67941c29680fe2f006b2ea03,batch_004,perturbed_iso,2,True,False
b004_0370,603deba505ddcf827168f978a6bb57f1188e55d04b05f299f70d91777b969b41,batch_004,astm_e119,8,True,False
b004_0371,cd2a9bc2ee5cf16219e908293ef5e08aa6e63ca2079958cbe0dc46fdd6a6414d,batch_004,decay,7,True,False
b004_0373,4956921c237c5b489848164db44a8447a9bb094a196e282643961469c43aedf1,batch_004,decay,4,True,False
b004_0374,85cbabcbc79f19ffbd4c4bb8d3c8f65613d208a8763b01214fd0e6eb69026ef7,batch_004,linear,1,True,False
b004_0376,9619e1a832b7d16d5fa57fdd592fd50740ba79fdcb8110bc33b5f85b9a19fdbd,batch_004,linear,6,True,False
b004_0377,3862fb683e25c94ba8d05a63a3d852b929eb62159aa5c0836565e87141f31c86,batch_004,perturbed_iso,3,True,False
b004_0378,b10baedc312e4d2d36427845a0f1a1cbffe556d2f64623a9674249752d97956c,batch_004,plateau,8,True,False
b004_0379,c6e6ea944f341106836d770add03411f9b6a1a984c07c96bec5e68fdcf226108,batch_004,plateau,6,True,False
b004_0380,11ff119ffca60ece646cf5bee945eeee23965272bb4bbcda6998c5d78d6f684c,batch_004,linear,5,True,False
b004_0381,b2cb03b83c818e001935e972727f8577b12b02770486bcd79bbbda365a52c8d0,batch_004,decay,8,True,False
b004_0382,234dd387ec96fb36b3b2bdba3697d94027ca9b1305abb76971c539cfd86e0bb6,batch_004,astm_e119,6,True,False
b004_0384,e16fdf7165a7a88ca2e6201d8da5970a028a98ce82cc1bf403e89a62b984082c,batch_004,linear,2,True,False
b004_0385,1669f1f0995158292efaccb221bf4e371f369d987f6008fc5bbb7afeb0d048df,batch_004,plateau,7,True,False
b004_0386,e0d6a6a7d7e54455e6907d7aefa3797cfb90f5ce661681e7243f93c2970fa631,batch_004,perturbed_iso,5,True,False
b004_0387,09be75b148104dc8d00eb69fe791588c388b9ebb3038b53094e45349b135be7d,batch_004,plateau,8,True,False
b004_0388,c1dd857c642c80b227eb44ed8b82ec09e0dad2b159d54fbde013ec9ce8df3f93,batch_004,astm_e119,1,True,False
b004_0390,77931b22aced13cdf5d2634e93e4e636933c6fbe25916f5ba789de08ef1ddf7c,batch_004,decay,2,True,False
b004_0391,846358b73266c122c5348c887290e489fae12912b048a0df96693ef52fc4a2a6,batch_004,astm_e119,1,True,False
b004_0393,099c8ced6da5506b4b1afd2ecf9b453954ba3d6d9652482f6d058b2478808ba8,batch_004,perturbed_iso,8,True,False
b004_0396,3999dbcbe9696935ce75f31dc26916051e258db73cc332ad0fe1a3c11f8db3f4,batch_004,astm_e119,7,True,False
b004_0397,80ece4b4053c7c74da3352f869fd5975db8c580a7e6ad87a68125deb5e55bb73,batch_004,decay,1,True,False
b004_0398,7b77535b78506121fe8ec94f93d6c04d924a6f6492c7cf047dbca478b2b9fe64,batch_004,linear,1,True,False
b004_0399,225b695fe769c432469fd00b309b0a2c5c2a9c05b8a75948dd8c391f2284a78e,batch_004,log_variant,6,True,False
b005_0000,986f0f2a22320c4269edb80a051e4b734de7c8f78eeb352b8333884cba996393,batch_005,iso834,6,True,False
b005_0001,1361e68d6fc41640a5afaa7663ed5c3403b9d3be6afe143897303cfc91ba5a14,batch_005,iso834,2,True,False
b005_0002,2e876b150af6f9890b159e1b415faf11cbe877083a0985988b01a7ce67f66b24,batch_005,iso834,5,True,False
b005_0003,4a93de8967c307089e8b4bd99467d1a4cae0bc57b456078b7a5462364c7033d7,batch_005,iso834,2,True,False
b005_0004,0ecd4dbedca592442cf19d346002072d990040511e38dbad6a9a4a8f3e90fb74,batch_005,iso834,13,True,False
b005_0005,194d8ad5477edaea8ff5d4969cd69334a752a970f5000a1cc6b7062cbb9eee7a,batch_005,iso834,1,True,False
b005_0006,62445ff64c547eadd64d70fea2f778a4e97a67292bbbfa701f787d96e3877386,batch_005,iso834,10,True,False
b005_0007,5756ec10e346e377463f52eff4ad6af72cdedcfbe53444be972a249dc52463f5,batch_005,iso834,8,True,False
b005_0008,0c1aeb664f6b2d7ede4e9a84eaada3bebf7d442f8b0e19ba83c1d0476fe30cfd,batch_005,iso834,13,True,False
b005_0010,4f506219fa508ae13e741dd93a5e5fa0bde0471cc5085f4412352b37f45a0e3d,batch_005,iso834,10,True,False
b005_0011,78824ca58617911db8dcf73543dc64716ff306cbd615055d47786a9ac2c2606a,batch_005,iso834,12,True,False
b005_0013,5e285be7c3fc8b5b2665d231633ce900d9bd075fb8889b9d60cd23b5a4ce0572,batch_005,iso834,13,True,False
b005_0014,4b17771db49781c962e4d7f87eed5711434e44fa95371e88594fddd39561c6d9,batch_005,iso834,11,True,False
b005_0015,f2c40b3362e04597134ad572ccc58606507901ab914b04bf1aa40b60d95359b0,batch_005,iso834,5,True,False
b005_0016,4ee0e77100fbe55fa81ca89b71651d5aa937726cc42d6d939f4003aa0b32cf2b,batch_005,iso834,2,True,False
b005_0017,0477a1b03730e068b0fa5acc570f036abe7db28453f7d85de9c0d6632ef6a637,batch_005,iso834,8,True,False
b005_0018,f730fe55a696e2b04033d1cdf3f9038704c94f2e29a708070c691ea68700ec0e,batch_005,iso834,13,True,False
b005_0019,5db2ba640a2edff99db502d7a2fc1a563b837f0e9995e1d27868d5933c33efa8,batch_005,iso834,12,True,False
b005_0020,03a374629b0f13cfe47fd5eff869589e9e644b0eb80b6dfde252437d65b65158,batch_005,iso834,1,True,False
b005_0021,259d6513e150a24b4f514e9a12a9ae0f04d8eff48da12a7b713e46cf9d92b945,batch_005,iso834,4,True,False
b005_0022,c561a2e7fda51b5fb41cf2f1c4fedd3ff3c0afffc578d871d828ddd9f24db08e,batch_005,iso834,2,True,False
b005_0023,70e3e30d91f91e6ecd1343b040fbcd27457ce430ab0f246cd4d09e85d348faf8,batch_005,iso834,11,True,False
b005_0025,7ce72acd8a49d99577cdddc6325449e185a2f4694a1337508cac8f6d3f238db3,batch_005,iso834,7,True,False
b005_0026,66b30b16c71b06c1051576f854ce46ef49a2da753e2ded38a1da4666b80f7615,batch_005,iso834,8,True,False
b005_0027,d926e39597c79e119c7c4aaccb96da4894e7e678653366552ab35355af9c2caf,batch_005,iso834,4,True,False
b005_0028,e176d047e49aa8ae009be8b26b74079212d9a3d2c4692c34de44fa223f210cef,batch_005,iso834,7,True,False
b005_0029,ba84d418bbb9eb6b702c6f8b3f9fd468c0e8f7447421785a52045bf0df277fe0,batch_005,iso834,2,True,False
b005_0031,3501d32bed17a0d3a8d0ce98c6fd2feb54137a34de853b80ace0742804094a6c,batch_005,iso834,6,True,False
b005_0032,5391220271febbd9552dab166f5f20be8155f03238fdaffc5ae5649dabf1c471,batch_005,iso834,4,True,False
b005_0033,e6920fe6d1eb12b5a17a729fb218d1bf63354ce331fdd4add8e17e7d9614c967,batch_005,iso834,15,True,False
b005_0034,c4d9343a568a42be897d55a47f9534b7919bec80c59f75acbde4eec2f5e4d2a5,batch_005,iso834,5,True,False
b005_0035,866f638f4c8e19490ac0abcb1407ac19db3c059730739e35d98e8d1600452858,batch_005,iso834,7,True,False
b005_0036,83346ea813cccaac8393a1ec30bb233c7f8e9e40913a1a4bc0e6e0836b9d50ad,batch_005,iso834,9,True,False
b005_0037,c37e730bfcf42592fbe9e415e2aaf30094406ec1e777845872a0b3a8bab0b44b,batch_005,iso834,1,True,False
b005_0038,18dc5db91b5e487917f84513240bd95d794c267e888eb7607df4b69d950cf6d9,batch_005,iso834,10,True,False
b005_0039,2247cfe9532ecde1cc10b1489b88d826c0ef0dbe3ab204faae664eb3c076896f,batch_005,iso834,10,True,False
b005_0040,13feeae9f6451af8e7fad7bcebf3dc0ee4553d8475f82fc36c0ccc6895c24a7c,batch_005,iso834,3,True,False
b005_0042,7801f3d89f58a64798940549f7909a32c3995d8e915f88142cfebf86e517acd0,batch_005,iso834,1,True,False
b005_0043,96511a586e0694929494f5c12809207f77fd411fb682877e7b7a330b54a3ce91,batch_005,iso834,4,True,False
b005_0044,ba3ce633181891278bb7cb943e10c8a2513c6d06ae0a9bc0b5f439c912a7d5b3,batch_005,iso834,5,True,False
b005_0045,c508b6484e523870784a4339836e25ceef46a90648f745ec96779d608001ef62,batch_005,iso834,2,True,False
b005_0046,7ec03888c6d9e320c136776b87c7318faef0133791077854f481b2b3899c93db,batch_005,iso834,1,True,False
b005_0047,5902dd032de13cd6fd550988fd0393b93a2376af66b523544e37d7ea249e1067,batch_005,iso834,2,True,False
b005_0048,294c74f41bec2c4e59b8ffe753040c3bf0c549fc6456e8ec6c70120666419625,batch_005,iso834,4,True,False
b005_0049,93922111f20d00f0a5a817b61d094772fe204ffc2fbd2399cbf05f4290f161e0,batch_005,iso834,8,True,False
b005_0050,33a5bdd5c360ae57ea5c09725c21bb5758093c920e2fe96c1eb4716d61d4c132,batch_005,iso834,4,True,False
b005_0051,bf54916af3026aad56c7e2c64b61608ad63603abc99043898434fe21a9db6b56,batch_005,iso834,6,True,False
b005_0053,a895af30817037d535842733a360e855580ead54afd49641fd8fe3e280f66f59,batch_005,iso834,3,True,False
b005_0055,24f28159dd0385176976e519cc2f6f7750e8b9717956d554a022e567c76274f7,batch_005,iso834,10,True,False
b005_0056,efccb2cbc2dbbe86ccb1c776fb29b07d0aa56cbaad875584d9f6ff717ee63d7e,batch_005,iso834,10,True,False
b005_0058,1cfa5d72cdb2a3e07815e664dc319617659e028811394f39d77946b4ca291752,batch_005,iso834,1,True,False
b005_0059,c3e51bbcbe3cd8df28ae531b1aa2d9b1e4e8ff723c7196076a82aea4ae627047,batch_005,iso834,8,True,False
b005_0060,607c7bac59bdd1e2c74f624af9280b2b644252f7f6edadb5e47d7de5ed250366,batch_005,iso834,9,True,False
b005_0062,cf19422b314eca8481394200a9fff7715b08e9fcf21712351fd0239e13e0798b,batch_005,iso834,2,True,False
b005_0063,a03d47d65ee2b90a8c025edfe99097880852a13e71506ea0165f3dac1f3f9cbe,batch_005,iso834,8,True,False
b005_0065,5fa5e551c83bb129de314db6f9626944b81ba604269bf1586917b479d828da8f,batch_005,iso834,8,True,False
b005_0066,dde319022c6c918258478be68bb1cba61cb8ae172575bb65dc66fbda751b9422,batch_005,iso834,6,True,False
b005_0067,6effe3d29803223fda080e75956372ff1fc66e766ead02c0afe120cb3be2b175,batch_005,iso834,1,True,False
b005_0068,839069511a8aeb5b45a26523749678d81b98e2656f8cc8679ff81e687a5dc36d,batch_005,iso834,11,True,False
b005_0069,cc637921fde032c64a10796464d5c50c45e08de5bd05992b7f26320ee834db1d,batch_005,iso834,3,True,False
b005_0070,3542a80cd3566bb80f736e89fa9d2db7c835aba001fefbcf0dd1bf642a19eb6c,batch_005,iso834,6,True,False
b005_0072,2174cea06e18c749bc2a816750f983fd5dbe5a3fa76a7a422acb402224ede32a,batch_005,astm_e119,9,True,False
b005_0073,3f8c747f1acedc91997565ccb366d80db4a1e00c2dbb5e35fcab6f1485d23707,batch_005,astm_e119,3,True,False
b005_0075,78c6d66e31366c900c273ebcd551821749dca9b7baee600e3b5d734914b163d0,batch_005,astm_e119,8,True,False
b005_0076,7aaf369630d1e64299b23cd1440f400e72959fa34ba47e41bcc18fee48bf6704,batch_005,astm_e119,11,True,False
b005_0077,656445ebf7a5c184830de907a7034b49a776727054a65d630af59d08538c5f12,batch_005,astm_e119,3,True,False
b005_0079,d637b26f5450735051e705f1b5f360017e1e3e3f835e4599ea87d22c0895da82,batch_005,astm_e119,12,True,False
b005_0080,a0a6f470fbb485321fa8228fb972f86fef79ceef1fd48400d36f18829f1e77b0,batch_005,astm_e119,5,True,False
b005_0081,4ffaff4583e4dab4d6472c2fd3b021a0da053f19a51a178f15ce3342bba7c692,batch_005,astm_e119,14,True,False
b005_0084,5ef506d221170bcb11cd916fcd5dfbb5a4c44c786083174174c11a144f6d0633,batch_005,astm_e119,7,True,False
b005_0085,89592ecd0c85b4a4bb166c357bdca27e1de625401c7b87ba0d38604716d4eeb8,batch_005,astm_e119,6,True,False
b005_0086,2396cbdf5469a2944d5696b93542d14ad3fe7633265fc6a36cb56bd0508ac51b,batch_005,astm_e119,11,True,False
b005_0087,b2f14e2ba6166750f330953444ba14f9a984a83a304a8c2d1c721fe929bdca37,batch_005,astm_e119,5,True,False
b005_0088,454b7b7b788f6b6d8a77291d13787e4ef59b14be0e87c82d46c1a3e2960847df,batch_005,astm_e119,6,True,False
b005_0089,8f11a185d1861844f9f47e161d58c781f79d811b95185eb24fa7b300af64604d,batch_005,astm_e119,4,True,False
b005_0090,d4d8883a6d989395b65e352edf39a67f484468c226b4c62bd71762c138260bed,batch_005,astm_e119,6,True,False
b005_0091,a6b5dd8f1228f40f24fd4c06a8465fdbacd03394f4a5c8ec5707bad87f1bdb08,batch_005,astm_e119,6,True,False
b005_0092,b174398ebc2d62059da545285efaee920922edffd8f21a791de7bb74ad34d951,batch_005,astm_e119,3,True,False
b005_0093,eb375d66d6caeea5de2ab826e5833759fdf8776eb2f4649487ec627172bed295,batch_005,astm_e119,7,True,False
b005_0094,a45110e372f4952b818063385fbb4a55586c48e23360f26f42365e132259a4bf,batch_005,astm_e119,12,True,False
b005_0095,96e53dd6ac24147c83c5dfbc865c78222cb8f0429d4e52beb4bf1bc4e011e8b7,batch_005,astm_e119,3,True,False
b005_0096,a48ed9ecfb89d1b1dc6ae795fdc195d1302d46b789bd00daedc3aa7da8a43153,batch_005,astm_e119,14,True,False
b005_0097,0c8ee825681b01872127376b43e085ff723c5d6c1876e3ef088cc6b9b9a77f79,batch_005,astm_e119,2,True,False
b005_0098,85e5acaab1ea870b159f6289f8225d9e681432c4fa12595388c692591f913e34,batch_005,astm_e119,7,True,False
b005_0100,481c64a335a9c4cccd8770aab58b8a16130460d18f64abff81d1c0e61d8bcacd,batch_005,astm_e119,6,True,False
b005_0101,1abf955bd28474f4ce4c60aeacf83615efc2e36f7090197ffd3d1897c82612aa,batch_005,astm_e119,12,True,False
b005_0104,8a47c2ef13775e4dec505a1ff7fe4bf5bf49551c5779ae58811f4f99b0766d27,batch_005,astm_e119,11,True,False
b005_0105,133e56cc7119df3f46ecf41a24b838fc90515e99f5f276658e6c7ab61dc93799,batch_005,astm_e119,7,True,False
b005_0106,df85a2702285b9c6d35bef80d0284f72e59bd43024f08d7ea21f7c799f2fbbdc,batch_005,astm_e119,3,True,False
b005_0107,c0ef9373f5667d3f3602611bad1cab9f786606eccb49ff1d998b9c7556ff104d,batch_005,astm_e119,1,True,False
b005_0108,b0a4a2b4e2f0c2380f3d2bd7f791cad503a995bf386cce9bd86c4833ccf858ec,batch_005,astm_e119,5,True,False
b005_0109,91a8a6b92398f337d0168de7f6da1a1b4098afb45b6317c4ea9f6bc3c32df9e7,batch_005,astm_e119,11,True,False
